ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1980,1980-09-07,1,24.355,DET,@,RAM,W 41-20,22,153,6.95,3,2,64,32.00,0,3,18
2,1980,1980-09-14,2,24.362,DET,@,GNB,W 29-7,20,134,6.70,1,2,94,47.00,1,2,12
3,1980,1980-09-21,3,25.003,DET,,STL,W 20-7,25,95,3.80,1,2,22,11.00,0,1,6
4,1980,1980-09-28,4,25.010,DET,,MIN,W 27-7,27,157,5.81,0,3,26,8.67,0,0,0
5,1980,1980-10-05,5,25.017,DET,@,ATL,L 28-43,14,21,1.50,0,2,-5,-2.50,0,0,0
6,1980,1980-10-12,6,25.024,DET,,NOR,W 24-13,23,91,3.96,2,4,62,15.50,0,2,12
7,1980,1980-10-19,7,25.031,DET,@,CHI,L 7-24,14,53,3.79,0,3,24,8.00,0,0,0
8,1980,1980-10-26,8,25.038,DET,@,KAN,L 17-20,28,155,5.54,2,2,29,14.50,0,2,12
9,1980,1980-11-02,9,25.045,DET,,SFO,W 17-13,17,37,2.18,0,11,96,8.73,1,1,6
10,1980,1980-11-09,10,25.052,DET,@,MIN,L 0-34,9,21,2.33,0,0,0,,0,0,0
11,1980,1980-11-16,11,25.059,DET,,BAL,L 9-10,30,126,4.20,0,3,33,11.00,0,0,0
12,1980,1980-11-23,12,25.066,DET,@,TAM,W 24-10,15,75,5.00,1,5,33,6.60,0,1,6
13,1980,1980-11-27,13,25.070,DET,,CHI,L 17-23,19,72,3.79,0,2,49,24.50,1,1,6
14,1980,1980-12-07,14,25.080,DET,@,STL,L 23-24,20,43,2.15,1,4,37,9.25,0,1,6
15,1980,1980-12-14,15,25.087,DET,,TAM,W 27-14,12,16,1.33,1,3,13,4.33,0,1,6
16,1980,1980-12-21,16,25.094,DET,,GNB,W 24-3,18,54,3.00,1,3,44,14.67,0,1,6
17,1981,1981-09-06,1,25.353,DET,,SFO,W 24-17,21,59,2.81,1,5,66,13.20,1,2,12
18,1981,1981-09-13,2,25.360,DET,@,SDG,L 23-28,23,98,4.26,1,2,53,26.50,0,1,6
19,1981,1981-09-20,3,26.002,DET,@,MIN,L 24-26,27,112,4.15,2,3,21,7.00,0,2,12
20,1981,1981-09-27,4,26.009,DET,,OAK,W 16-0,21,133,6.33,1,1,7,7.00,0,1,6
21,1981,1981-10-04,5,26.016,DET,@,TAM,L 10-28,24,75,3.13,0,2,11,5.50,0,0,0
22,1981,1981-10-11,6,26.023,DET,@,DEN,L 21-27,28,185,6.61,2,0,0,,0,2,12
23,1981,1981-11-01,9,26.044,DET,@,RAM,L 13-20,14,66,4.71,0,1,19,19.00,0,0,0
24,1981,1981-11-08,10,26.051,DET,@,WAS,L 31-33,21,159,7.57,2,2,34,17.00,0,2,12
25,1981,1981-11-15,11,26.058,DET,,DAL,W 27-24,23,119,5.17,1,1,81,81.00,1,2,12
26,1981,1981-11-22,12,26.065,DET,@,CHI,W 23-7,22,117,5.32,0,0,0,,0,0,0
27,1981,1981-11-26,13,26.069,DET,,KAN,W 27-10,20,64,3.20,1,1,11,11.00,0,1,6
