ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1978,1978-10-08,6,24.181,OAK,,HOU,W 21-17
2,1978,1978-10-15,7,24.188,OAK,,KAN,W 28-6
3,1978,1978-10-22,8,24.195,OAK,@,SEA,L 7-27
4,1978,1978-10-29,9,24.202,OAK,,SDG,L 23-27
5,1978,1978-11-05,10,24.209,OAK,@,KAN,W 20-10
6,1978,1978-11-13,11,24.217,OAK,@,CIN,W 34-21
7,1978,1978-11-19,12,24.223,OAK,,DET,W 29-17
8,1978,1978-11-26,13,24.230,OAK,,SEA,L 16-17
9,1978,1978-12-03,14,24.237,OAK,,DEN,L 6-21
10,1978,1978-12-10,15,24.244,OAK,@,MIA,L 6-23
11,1978,1978-12-17,16,24.251,OAK,,MIN,W 27-20
12,1979,1979-09-02,1,25.145,OAK,@,RAM,W 24-17
13,1979,1979-09-09,2,25.152,OAK,@,SDG,L 10-30
14,1979,1979-09-16,3,25.159,OAK,@,SEA,L 10-27
15,1979,1979-09-23,4,25.166,OAK,@,KAN,L 7-35
16,1979,1979-09-30,5,25.173,OAK,,DEN,W 27-3
17,1979,1979-10-08,6,25.181,OAK,,MIA,W 13-3
18,1979,1979-10-14,7,25.187,OAK,,ATL,W 50-19
19,1979,1979-10-21,8,25.194,OAK,@,NYJ,L 19-28
20,1979,1979-10-25,9,25.198,OAK,,SDG,W 45-22
21,1979,1979-11-04,10,25.208,OAK,,SFO,W 23-10
22,1979,1979-11-11,11,25.215,OAK,@,HOU,L 17-31
23,1979,1979-11-18,12,25.222,OAK,,KAN,L 21-24
24,1979,1979-11-25,13,25.229,OAK,@,DEN,W 14-10
25,1979,1979-12-03,14,25.237,OAK,@,NOR,W 42-35
26,1979,1979-12-09,15,25.243,OAK,,CLE,W 19-14
27,1979,1979-12-16,16,25.250,OAK,,SEA,L 24-29
