ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1970,1970-09-18,1,22.257,STL,@,RAM,L 13-34,,,,,
2,1970,1970-09-27,2,22.266,STL,,WAS,W 27-17,,,,,
3,1970,1970-10-04,3,22.273,STL,,DAL,W 20-7,,,,,
4,1970,1970-10-11,4,22.280,STL,,NOR,W 24-17,,,,,
5,1970,1970-10-18,5,22.287,STL,@,PHI,W 35-20,,,,,
6,1970,1970-10-25,6,22.294,STL,@,NYG,L 17-35,,,,,
7,1970,1970-11-01,7,22.301,STL,,HOU,W 44-0,1,6,1,41,1
8,1970,1970-11-08,8,22.308,STL,,BOS,W 31-0,,,,,
9,1970,1970-11-16,9,22.316,STL,@,DAL,W 38-0,,,,,
10,1970,1970-11-22,10,22.322,STL,@,KAN,T 6-6,,,,,
11,1970,1970-11-29,11,22.329,STL,,PHI,W 23-14,,,,,
12,1970,1970-12-06,12,22.336,STL,@,DET,L 3-16,,,,,
13,1970,1970-12-13,13,22.343,STL,,NYG,L 17-34,,,,,
14,1970,1970-12-20,14,22.350,STL,@,WAS,L 27-28,,,,,
15,1971,1971-10-03,3,23.272,STL,,NYG,L 20-21,,,,,
16,1971,1971-10-24,6,23.293,RAM,,GNB,W 30-13,,,,,
17,1972,1972-09-17,1,24.257,STL,@,BAL,W 10-3,,,,,
18,1972,1972-10-01,3,24.271,STL,,PIT,L 19-25,,,,,
19,1972,1972-11-12,9,24.313,DEN,@,RAM,W 16-10,,,,,
