ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,22.337,DET,@,MIN,L 13-17,,,,,
2,1996,1996-09-08,2,22.344,DET,,TAM,W 21-6,,,,,
3,1996,1996-09-15,3,22.351,DET,@,PHI,L 17-24,,,,,
4,1996,1996-09-22,4,22.358,DET,,CHI,W 35-16,,,,,
5,1996,1996-09-29,5,22.365,DET,@,TAM,W 27-0,,,,,
6,1996,1996-10-06,6,23.006,DET,,ATL,W 28-24,,,,,
7,1996,1996-10-13,7,23.013,DET,@,OAK,L 21-37,,,,,
8,1996,1996-10-27,8,23.027,DET,,NYG,L 7-35,,,,,
9,1996,1996-11-03,9,23.034,DET,@,GNB,L 18-28,,,,,
10,1996,1996-11-11,10,23.042,DET,@,SDG,L 21-27,,,,,
11,1996,1996-11-17,11,23.048,DET,,SEA,W 17-16,,0.0,1,14,0
12,1996,1996-11-24,12,23.055,DET,@,CHI,L 14-31,,,,,
13,1996,1996-11-28,13,23.059,DET,,KAN,L 24-28,,,,,
14,1996,1996-12-23,16,23.084,DET,@,SFO,L 14-24,,,,,
15,1997,1997-11-02,9,24.033,DET,@,GNB,L 10-20,,,,,
16,1997,1997-11-09,10,24.040,DET,@,WAS,L 7-30,,,,,
17,1997,1997-11-16,11,24.047,DET,,MIN,W 38-15,,,,,
18,1997,1997-11-23,12,24.054,DET,,IND,W 32-10,,,,,
19,1997,1997-11-27,13,24.058,DET,,CHI,W 55-20,,,,,
20,1997,1997-12-07,14,24.068,DET,@,MIA,L 30-33,,,,,
21,1997,1997-12-14,15,24.075,DET,@,MIN,W 14-13,,,,,
22,1997,1997-12-21,16,24.082,DET,,NYJ,W 13-10,,,,,
23,1998,1998-09-06,1,24.341,DET,@,GNB,L 19-38,,,,,
24,1998,1998-09-13,2,24.348,DET,,CIN,L 28-34,,,,,
25,1998,1998-09-20,3,24.355,DET,@,MIN,L 6-29,,,,,
26,1998,1998-09-28,4,24.363,DET,,TAM,W 27-6,,,,,
27,1998,1998-10-04,5,25.004,DET,@,CHI,L 27-31,,,,,
28,1998,1998-10-15,6,25.015,DET,,GNB,W 27-20,,,,,
29,1998,1998-10-25,7,25.025,DET,,MIN,L 13-34,,,,,
30,1998,1998-11-01,8,25.032,DET,,ARI,L 15-17,,,,,
31,1998,1998-11-08,9,25.039,DET,@,PHI,L 9-10,,,,,
32,1998,1998-11-15,10,25.046,DET,,CHI,W 26-3,,,,,
33,1998,1998-11-22,11,25.053,DET,@,TAM,W 28-25,,,,,
34,1998,1998-11-26,12,25.057,DET,,PIT,W 19-16,,,,,
35,1998,1998-12-06,13,25.067,DET,@,JAX,L 22-37,,,,,
36,1998,1998-12-14,14,25.075,DET,@,SFO,L 13-35,,,,,
37,1998,1998-12-20,15,25.081,DET,,ATL,L 17-24,,,,,
38,1999,1999-09-12,1,25.347,DET,@,SEA,W 28-20,,1.0,0,0,0
39,1999,1999-09-19,2,25.354,DET,,GNB,W 23-15,,,,,
40,2000,2000-12-17,15,27.078,DET,@,NYJ,W 10-7,,,,,
