ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1997,1997-08-31,1,23.257,CIN,,ARI,W 24-21,,
2,1997,1997-09-07,2,23.264,NWE,@,IND,W 31-6,,
3,1997,1997-09-21,3,23.278,CIN,@,DEN,L 20-38,,
4,1997,1997-09-28,4,23.285,CIN,,NYJ,L 14-31,,
5,1997,1997-10-05,5,23.292,CIN,@,JAX,L 13-21,,
6,1997,1997-10-12,6,23.299,CIN,@,TEN,L 7-30,,
7,1997,1997-10-19,7,23.306,CIN,,PIT,L 10-26,,
8,1997,1997-10-26,8,23.313,CIN,@,NYG,L 27-29,,
9,1997,1997-11-02,9,23.320,CIN,,SDG,W 38-31,,2.0
10,1997,1997-11-09,10,23.327,CIN,@,IND,W 28-13,,
11,1997,1997-11-16,11,23.334,CIN,@,PIT,L 3-20,,
12,1997,1997-11-23,12,23.341,CIN,,JAX,W 31-26,,
13,1997,1997-11-30,13,23.348,CIN,@,PHI,L 42-44,,
14,1997,1997-12-04,14,23.352,CIN,,TEN,W 41-14,,
15,1997,1997-12-14,15,23.362,CIN,,DAL,W 31-24,,
16,1997,1997-12-21,16,24.004,MIN,,IND,W 39-28,,
17,1997,1997-12-21,16,24.004,CIN,,BAL,W 16-14,,1.0
18,1998,1998-09-06,1,24.263,CIN,,TEN,L 14-23,,
19,1998,1998-09-13,2,24.270,CIN,@,DET,W 34-28,,1.0
20,1998,1998-09-20,3,24.277,CIN,,GNB,L 6-13,,
21,1998,1998-10-11,5,24.298,CIN,,PIT,W 25-20,,0.5
22,1998,1998-10-18,6,24.305,CIN,@,TEN,L 14-44,,
23,1998,1998-10-25,7,24.312,CIN,@,OAK,L 10-27,,
24,1998,1998-11-01,8,24.319,CIN,,DEN,L 26-33,,
25,1998,1998-11-08,9,24.326,CIN,@,JAX,L 11-24,,
26,1998,1998-11-15,10,24.333,CIN,@,MIN,L 3-24,,2.0
27,1998,1998-11-29,12,24.347,CIN,,JAX,L 17-34,,0.5
28,1998,1998-12-06,13,24.354,CIN,,BUF,L 20-33,,1.0
29,1998,1998-12-13,14,24.361,CIN,@,IND,L 26-39,,
30,1998,1998-12-20,15,25.003,CIN,@,PIT,W 25-24,,1.0
31,1998,1998-12-27,16,25.010,CIN,,TAM,L 0-35,,
32,1999,1999-09-12,1,25.269,CIN,@,TEN,L 35-36,,
33,1999,1999-09-19,2,25.276,CIN,,SDG,L 7-34,,
34,1999,1999-09-26,3,25.283,CIN,@,CAR,L 3-27,,
35,1999,1999-10-03,4,25.290,CIN,,STL,L 10-38,,1.0
36,1999,1999-10-10,5,25.297,CIN,@,CLE,W 18-17,,1.0
37,1999,1999-10-17,6,25.304,CIN,,PIT,L 3-17,,
38,1999,1999-10-24,7,25.311,CIN,@,IND,L 10-31,,
39,1999,1999-10-31,8,25.318,CIN,,JAX,L 10-41,,
40,1999,1999-11-07,9,25.325,CIN,@,SEA,L 20-37,,
41,1999,1999-11-14,10,25.332,CIN,,TEN,L 14-24,,
42,1999,1999-11-21,11,25.339,CIN,,BAL,L 31-34,,1.0
43,1999,1999-12-05,13,25.353,CIN,,SFO,W 44-30,,
44,1999,1999-12-12,14,25.360,CIN,,CLE,W 44-28,,
45,1999,1999-12-26,15,26.009,CIN,@,BAL,L 0-22,,
