ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,23.174,RAM,@,BUF,L 7-40,,0,0,,0,,,,
2,1992,1992-09-13,2,23.181,RAM,,NWE,W 14-0,,0,0,,0,,,,
3,1992,1992-09-20,3,23.188,RAM,@,MIA,L 10-26,,0,0,,0,,,,
4,1992,1992-09-27,4,23.195,RAM,,NYJ,W 18-10,,0,0,,0,,,,
5,1992,1992-10-04,5,23.202,RAM,@,SFO,L 24-27,,1,-3,-3.00,0,0.0,0,0,0
6,1992,1992-10-11,6,23.209,RAM,@,NOR,L 10-13,,0,0,,0,,,,
7,1992,1992-10-18,7,23.216,RAM,,NYG,W 38-17,,0,0,,0,,,,
8,1992,1992-11-01,8,23.230,RAM,@,ATL,L 28-30,,0,0,,0,,,,
9,1992,1992-11-08,9,23.237,RAM,,PHO,L 14-20,,0,0,,0,,,,
10,1992,1992-11-15,10,23.244,RAM,@,DAL,W 27-23,,0,0,,0,,,,
11,1992,1992-11-22,11,23.251,RAM,,SFO,L 10-27,,0,0,,0,,,,
12,1992,1992-11-29,12,23.258,RAM,,MIN,L 17-31,,0,0,,0,,,,
13,1992,1992-12-06,13,23.265,RAM,@,TAM,W 31-27,,0,0,,0,,,,
14,1992,1992-12-13,14,23.272,RAM,,NOR,L 14-37,,0,0,,0,,,,
15,1992,1992-12-20,15,23.279,RAM,@,GNB,L 13-28,,0,0,,0,,,,
16,1992,1992-12-27,16,23.286,RAM,,ATL,W 38-27,,0,0,,0,,,,
17,1993,1993-09-05,1,24.173,RAM,@,GNB,L 6-36,,2,39,19.50,0,0.0,0,0,0
18,1993,1993-09-12,2,24.180,RAM,,PIT,W 27-0,,1,18,18.00,0,0.0,0,0,0
19,1993,1993-09-19,3,24.187,RAM,@,NYG,L 10-20,,0,0,,0,,,,
20,1993,1993-09-26,4,24.194,RAM,@,HOU,W 28-13,,0,0,,0,,,,
21,1993,1993-10-03,5,24.201,RAM,,NOR,L 6-37,,2,35,17.50,0,0.0,0,0,0
22,1993,1993-10-14,6,24.212,RAM,@,ATL,L 24-30,,0,0,,0,,,,
23,1993,1993-10-24,7,24.222,RAM,,DET,L 13-16,,0,0,,0,,,,
24,1993,1993-10-31,8,24.229,RAM,@,SFO,L 17-40,,0,0,,0,,,,
25,1993,1993-11-14,9,24.243,RAM,,ATL,L 0-13,,0,0,,0,,,,
26,1993,1993-11-21,10,24.250,RAM,,WAS,W 10-6,,0,0,,0,,,,
27,1993,1993-11-28,11,24.257,RAM,,SFO,L 10-35,,0,0,,0,,,,
28,1993,1993-12-05,12,24.264,RAM,@,PHO,L 10-38,,0,0,,0,,,,
