ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2017,2017-10-16,6,23.299,IND,@,TEN,L 22-36,
2,2017,2017-10-29,8,23.312,IND,@,CIN,L 23-24,
3,2017,2017-11-05,9,23.319,IND,@,HOU,W 20-14,*
4,2017,2017-11-12,10,23.326,IND,,PIT,L 17-20,*
