ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1979,1979-09-02,1,22.237,SFO,@,MIN,L 22-28,,,,,,,,,,,,,,,,,,,,,
2,1979,1979-09-09,2,22.244,SFO,,DAL,L 13-21,,,,,,,,,,,,,,,,,,,,,
3,1979,1979-09-16,3,22.251,SFO,@,RAM,L 24-27,,,,,,,,,,,,,,,,,,,,,
4,1979,1979-09-23,4,22.258,SFO,,NOR,L 21-30,,,,,,,,,,,,,,,,,,,,,
5,1979,1979-09-30,5,22.265,SFO,@,SDG,L 9-31,,,,,,,,,,,,,,,,,,,,,
6,1979,1979-10-07,6,22.272,SFO,,SEA,L 24-35,,,,,,,,,,,,,,,,,,,,,
7,1979,1979-10-14,7,22.279,SFO,@,NYG,L 16-32,,,,,,,,,,,,,,,,,,,,,
8,1979,1979-10-21,8,22.286,SFO,,ATL,W 20-15,,,,,,,,,,,,,,,,,,,,,
9,1979,1979-10-28,9,22.293,SFO,,CHI,L 27-28,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1979,1979-11-04,10,22.300,SFO,@,OAK,L 10-23,,,,,,,,,,,,,,,,,,,,,
11,1979,1979-11-11,11,22.307,SFO,@,NOR,L 20-31,5,50,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1979,1979-11-18,12,22.314,SFO,,DEN,L 28-38,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1979,1979-11-25,13,22.321,SFO,,RAM,L 20-26,,,,,,,,,,,,,,,,,,,,,
14,1979,1979-12-02,14,22.328,SFO,@,STL,L 10-13,4,78,19.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
15,1979,1979-12-09,15,22.335,SFO,,TAM,W 23-7,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
16,1979,1979-12-16,16,22.342,SFO,@,ATL,L 21-31,5,69,13.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1980,1980-09-07,1,23.243,SFO,@,NOR,W 26-23,,,,,,,,,,,,,,,,,,,,,
18,1980,1980-09-14,2,23.250,SFO,,STL,W 24-21,4,49,12.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1980,1980-09-21,3,23.257,SFO,@,NYJ,W 37-27,7,70,10.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
20,1980,1980-09-28,4,23.264,SFO,,ATL,L 17-20,6,64,10.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
21,1980,1980-10-05,5,23.271,SFO,@,RAM,L 26-48,5,77,15.40,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
22,1980,1980-10-12,6,23.278,SFO,@,DAL,L 14-59,8,148,18.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
