ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1997,1997-10-16,7,26.184,SDG,@,KAN,L 3-31,,2,8,25.00,13,0,0,39.6,0,0,1.63,1.63,0,0,,0
2,1997,1997-11-02,9,26.201,SDG,@,CIN,L 31-38,,8,16,50.00,90,1,0,88.0,4,27,5.63,6.88,1,3,3.00,0
3,1997,1997-11-09,10,26.208,SDG,,SEA,L 31-37,*,17,29,58.62,206,2,1,89.2,4,27,7.10,6.93,3,2,0.67,0
4,1997,1997-11-16,11,26.215,SDG,,OAK,L 13-38,*,14,26,53.85,202,0,0,79.3,3,45,7.77,7.77,0,0,,0
5,1997,1997-11-23,12,26.222,SDG,@,SFO,L 10-17,*,4,18,22.22,81,0,3,6.2,0,0,4.50,-3.00,1,-1,-1.00,0
6,1997,1997-11-30,13,26.229,SDG,,DEN,L 28-38,*,23,51,45.10,222,2,2,54.5,1,0,4.35,3.37,2,9,4.50,0
7,1997,1997-12-07,14,26.236,SDG,,ATL,L 3-14,*,22,41,53.66,259,0,3,42.6,4,38,6.32,3.02,1,7,7.00,0
8,1997,1997-12-14,15,26.243,SDG,,KAN,L 7-29,*,13,20,65.00,137,1,0,101.5,3,17,6.85,7.85,2,4,2.00,0
9,1997,1997-12-21,16,26.250,SDG,@,DEN,L 3-38,*,15,28,53.57,147,0,1,53.7,2,14,5.25,3.64,3,5,1.67,0
10,1998,1998-09-27,4,27.165,SDG,,NYG,L 16-34,,6,15,40.00,97,1,0,84.6,1,15,6.47,7.80,3,13,4.33,0
11,1998,1998-10-11,6,27.179,SDG,@,OAK,L 6-7,,3,6,50.00,19,0,1,17.4,0,0,3.17,-4.33,0,0,,0
12,1998,1998-11-08,9,27.207,SDG,@,DEN,L 10-27,,13,23,56.52,113,1,0,84.1,0,0,4.91,5.78,1,0,0.00,0
13,1998,1998-11-15,10,27.214,SDG,,BAL,W 14-13,*,15,42,35.71,172,1,0,56.8,2,26,4.10,4.57,3,5,1.67,0
14,1998,1998-11-22,11,27.221,SDG,,KAN,W 38-37,*,19,37,51.35,279,2,1,83.1,2,8,7.54,7.41,2,8,4.00,0
15,1998,1998-11-29,12,27.228,SDG,,DEN,L 16-31,*,30,53,56.60,304,1,5,40.1,1,2,5.74,1.87,3,4,1.33,0
16,1998,1998-12-06,13,27.235,SDG,@,WAS,L 20-24,*,20,37,54.05,212,0,1,59.7,2,9,5.73,4.51,3,3,1.00,0
17,1998,1998-12-13,14,27.242,SDG,@,SEA,L 17-38,*,8,28,28.57,142,0,5,8.6,2,16,5.07,-2.96,0,0,,0
18,1998,1998-12-20,15,27.249,SDG,,OAK,L 10-17,*,19,39,48.72,251,1,2,56.7,3,15,6.44,4.64,0,0,,0
19,1998,1998-12-27,16,27.256,SDG,@,ARI,L 13-16,*,16,40,40.00,214,1,4,26.5,2,11,5.35,1.35,3,5,1.67,0
