ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1998,1998-11-22,11,23.067,SEA,@,DAL,L 22-30,,,,,,,0.0%,
2,1998,1998-11-29,12,23.074,SEA,,TEN,W 20-18,,,,,,,0.0%,
3,1998,1998-12-06,13,23.081,SEA,@,NYJ,L 31-32,,,,,,,0.0%,
4,1998,1998-12-13,14,23.088,SEA,,SDG,W 38-17,,,,,,,0.0%,
5,1998,1998-12-20,15,23.095,SEA,,IND,W 27-23,,,,,,,0.0%,
6,1998,1998-12-27,16,23.102,SEA,@,DEN,L 21-28,,,,,,,0.0%,
7,1999,1999-09-12,1,23.361,SEA,,DET,L 20-28,*,,,,,,0.0%,
8,1999,1999-11-01,7,24.046,SEA,@,GNB,W 27-7,,,,,,,0.0%,
9,1999,1999-11-07,8,24.052,SEA,,CIN,W 37-20,,,,,,,0.0%,
10,1999,1999-11-14,9,24.059,SEA,,DEN,W 20-17,,,,,,,0.0%,
11,1999,1999-11-21,10,24.066,SEA,@,KAN,W 31-19,,,,,,,0.0%,
12,1999,1999-11-28,11,24.073,SEA,,TAM,L 3-16,,,,,,,0.0%,
13,1999,1999-12-05,12,24.080,SEA,@,OAK,L 21-30,,,,,,,0.0%,
14,1999,1999-12-12,13,24.087,SEA,,SDG,L 16-19,,,,,,,0.0%,
15,1999,1999-12-19,14,24.094,SEA,@,DEN,L 30-36,,,,,,,0.0%,
16,1999,1999-12-26,15,24.101,SEA,,KAN,W 23-14,,,,,,,0.0%,
17,1999,2000-01-02,16,24.108,SEA,@,NYJ,L 9-19,,,,,,,0.0%,
18,2000,2000-09-03,1,24.353,SEA,@,MIA,L 0-23,,,,,,,0.0%,
19,2000,2000-09-10,2,24.360,SEA,,STL,L 34-37,*,,,,,,0.0%,
20,2000,2000-09-17,3,25.001,SEA,,NOR,W 20-10,*,,,,,,0.0%,
21,2000,2000-09-24,4,25.008,SEA,@,SDG,W 20-12,*,,,,,,0.0%,
22,2000,2000-10-02,5,25.016,SEA,@,KAN,L 17-24,*,0,,,,,0.0%,
23,2000,2000-10-08,6,25.022,SEA,@,CAR,L 3-26,,0,,,,,0.0%,
24,2000,2000-10-15,7,25.029,SEA,,IND,L 24-37,,,,,,,0.0%,
25,2000,2000-10-22,8,25.036,SEA,@,OAK,L 3-31,,,,,,,0.0%,
26,2000,2000-10-29,9,25.043,SEA,,KAN,L 19-24,,,,,,,0.0%,
27,2000,2000-11-05,10,25.050,SEA,,SDG,W 17-15,,,,,,,0.0%,
28,2000,2000-11-12,11,25.057,SEA,@,JAX,W 28-21,,,,,,,0.0%,
29,2000,2000-11-26,12,25.071,SEA,,DEN,L 31-38,,,,,,,0.0%,
30,2000,2000-12-03,13,25.078,SEA,@,ATL,W 30-10,,,,,,,0.0%,
31,2000,2000-12-10,14,25.085,SEA,@,DEN,L 24-31,,,,,,,0.0%,
32,2000,2000-12-16,15,25.091,SEA,,OAK,W 27-24,,,,,,,0.0%,
33,2000,2000-12-23,16,25.098,SEA,,BUF,L 23-42,,,,,,,0.0%,
34,2001,2001-09-09,1,25.358,SEA,@,CLE,W 9-6,*,,,,,,0.0%,
35,2001,2001-09-23,2,26.007,SEA,,PHI,L 3-27,,,,,,,0.0%,
36,2001,2001-09-30,3,26.014,SEA,@,OAK,L 14-38,,,,,,,0.0%,
