ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-04,1,23.181,RAM,@,GNB,W 34-7,,0,0,,0,,,,,,,,,,,,
2,1988,1988-09-11,2,23.188,RAM,,DET,W 17-10,,1,21,21.00,0,,,0,0,,0,0,0,,0,0,0
3,1988,1988-09-18,3,23.195,RAM,@,RAI,W 22-17,,0,0,,0,,,,,,,,,,,,
4,1988,1988-09-25,4,23.202,RAM,@,NYG,W 45-31,,0,0,,0,,,,,,,,,,,,
5,1988,1988-10-02,5,23.209,RAM,,PHO,L 27-41,,0,0,,0,,,,,,,,,,,,
6,1988,1988-10-09,6,23.216,RAM,@,ATL,W 33-0,,0,0,,0,,,,,,,,,,,,
7,1988,1988-10-16,7,23.223,RAM,,SFO,L 21-24,,0,0,,0,,,,,,,,,,,,
8,1988,1988-10-23,8,23.230,RAM,,SEA,W 31-10,,2,64,32.00,0,,,0,0,,0,0,0,,0,0,0
9,1988,1988-10-30,9,23.237,RAM,@,NOR,W 12-10,,0,0,,0,,,,,,,,,,,,
10,1988,1988-11-06,10,23.244,RAM,@,PHI,L 24-30,,2,61,30.50,0,,,0,0,,0,0,0,,0,0,0
11,1988,1988-11-13,11,23.251,RAM,,NOR,L 10-14,,0,0,,0,,,,,,,,,,,,
12,1988,1988-11-20,12,23.258,RAM,,SDG,L 24-38,,4,94,23.50,0,,,0,0,,0,0,0,,0,0,0
13,1988,1988-11-27,13,23.265,RAM,@,DEN,L 24-35,,2,79,39.50,0,,,0,0,,0,0,0,,0,0,0
14,1988,1988-12-05,14,23.273,RAM,,CHI,W 23-3,,0,0,,0,,,,,,,,,,,,
15,1988,1988-12-11,15,23.279,RAM,,ATL,W 22-7,,0,0,,0,,,,,,,,,,,,
16,1988,1988-12-18,16,23.286,RAM,@,SFO,W 38-16,,0,0,,0,,,,,,,,,,,,
17,1989,1989-09-10,1,24.187,RAM,@,ATL,W 31-21,,0,0,,0,,,0,0,,0,,,,,0,
18,1989,1989-09-17,2,24.194,RAM,,IND,W 31-17,,3,79,26.33,0,,,0,0,,0,0,0,,0,0,0
19,1989,1989-09-24,3,24.201,RAM,,GNB,W 41-38,,2,95,47.50,0,,,0,0,,0,0,0,,0,0,0
20,1989,1989-10-01,4,24.208,RAM,@,SFO,W 13-12,,4,112,28.00,1,,,0,0,,0,0,0,,0,1,6
21,1989,1989-10-08,5,24.215,RAM,,ATL,W 26-14,,2,54,27.00,0,,,0,0,,0,0,0,,0,0,0
22,1989,1989-10-16,6,24.223,RAM,@,BUF,L 20-23,,2,87,43.50,1,,,0,0,,0,0,0,,0,1,6
23,1989,1989-10-22,7,24.229,RAM,,NOR,L 21-40,,2,49,24.50,0,,,0,0,,0,0,0,,0,0,0
24,1989,1989-10-29,8,24.236,RAM,@,CHI,L 10-20,,0,0,,0,,,0,0,,0,,,,,0,
25,1989,1989-11-05,9,24.243,RAM,@,MIN,L 21-23,,1,39,39.00,0,,,0,0,,0,0,0,,0,0,0
26,1989,1989-11-12,10,24.250,RAM,,NYG,W 31-10,,1,21,21.00,1,,,0,0,,0,0,0,,0,1,6
