ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1972,1972-09-17,1,22.329,GNB,@,CLE,W 26-10,2,2,100.0,4,6,66.7,0,14,0,0,,0
2,1972,1972-09-24,2,22.336,GNB,,OAK,L 14-20,2,2,100.0,,,,0,2,,,,
3,1972,1972-10-01,3,22.343,GNB,,DAL,W 16-13,1,1,100.0,3,6,50.0,0,10,0,0,,0
4,1972,1972-10-08,4,22.350,GNB,,CHI,W 20-17,2,2,100.0,2,3,66.7,0,8,0,0,,0
5,1972,1972-10-16,5,22.358,GNB,@,DET,W 24-23,3,3,100.0,1,2,50.0,0,6,0,0,,0
6,1972,1972-10-22,6,22.364,GNB,,ATL,L 9-10,,,,3,4,75.0,0,9,0,0,,0
7,1972,1972-10-29,7,23.005,GNB,,MIN,L 13-27,1,1,100.0,2,3,66.7,0,7,0,0,,0
8,1972,1972-11-05,8,23.012,GNB,,SFO,W 34-24,4,4,100.0,2,2,100.0,0,10,0,0,,0
9,1972,1972-11-12,9,23.019,GNB,@,CHI,W 23-17,2,2,100.0,3,3,100.0,0,11,0,0,,0
10,1972,1972-11-19,10,23.026,GNB,@,HOU,W 23-10,3,3,100.0,,,,0,3,,,,
11,1972,1972-11-26,11,23.033,GNB,@,WAS,L 16-21,1,1,100.0,3,4,75.0,0,10,0,0,,0
12,1972,1972-12-03,12,23.040,GNB,,DET,W 33-7,3,3,100.0,4,6,66.7,0,15,0,0,,0
13,1972,1972-12-10,13,23.047,GNB,@,MIN,W 23-7,2,2,100.0,3,4,75.0,0,11,0,0,,0
14,1972,1972-12-17,14,23.054,GNB,@,NOR,W 30-20,3,3,100.0,3,5,60.0,0,12,0,0,,0
15,1973,1973-09-17,1,23.328,GNB,,NYJ,W 23-7,2,2,100.0,3,3,100.0,0,11,0,0,,0
16,1973,1973-09-23,2,23.334,GNB,,DET,T 13-13,1,1,100.0,2,4,50.0,0,7,0,0,,0
17,1973,1973-09-30,3,23.341,GNB,@,MIN,L 3-11,,,,1,3,33.3,0,3,0,0,,0
18,1973,1973-10-07,4,23.348,GNB,@,NYG,W 16-14,1,1,100.0,3,5,60.0,0,10,0,0,,0
19,1973,1973-10-14,5,23.355,GNB,,KAN,T 10-10,1,1,100.0,1,3,33.3,0,4,0,0,,0
20,1973,1973-10-21,6,23.362,GNB,@,RAM,L 7-24,1,1,100.0,,,,0,1,,,,
21,1973,1973-10-28,7,24.004,GNB,@,DET,L 0-34,,,,,1,0.0,0,0,0,0,,0
22,1973,1973-11-04,8,24.011,GNB,,CHI,L 17-31,2,2,100.0,1,1,100.0,0,5,0,0,,0
23,1973,1973-11-11,9,24.018,GNB,,STL,W 25-21,1,2,50.0,4,4,100.0,0,13,0,0,,0
24,1973,1973-11-18,10,24.025,GNB,@,NWE,L 24-33,3,3,100.0,1,2,50.0,0,6,0,0,,0
25,1973,1973-11-26,11,24.033,GNB,@,SFO,L 6-20,,,,2,2,100.0,0,6,0,0,,0
26,1973,1973-12-02,12,24.039,GNB,,NOR,W 30-10,3,3,100.0,3,4,75.0,0,12,0,0,,0
27,1973,1973-12-08,13,24.045,GNB,,MIN,L 7-31,1,1,100.0,,2,0.0,0,1,0,0,,0
28,1973,1973-12-16,14,24.053,GNB,@,CHI,W 21-0,3,3,100.0,,1,0.0,0,3,0,0,,0
29,1974,1974-09-15,1,24.326,GNB,,MIN,L 17-32,2,2,100.0,1,2,50.0,0,5,0,0,,0
30,1974,1974-09-22,2,24.333,GNB,@,BAL,W 20-13,2,2,100.0,2,2,100.0,0,8,0,0,,0
31,1974,1974-09-29,3,24.340,GNB,,DET,W 21-19,1,1,100.0,4,6,66.7,0,13,0,0,,0
32,1974,1974-10-06,4,24.347,GNB,,BUF,L 7-27,1,1,100.0,,1,0.0,0,1,0,0,,0
33,1974,1974-10-13,5,24.354,GNB,,RAM,W 17-6,2,2,100.0,1,1,100.0,0,5,0,0,,0
34,1974,1974-10-21,6,24.362,GNB,@,CHI,L 9-10,,,,3,3,100.0,0,9,0,0,,0
35,1974,1974-10-27,7,25.003,GNB,@,DET,L 17-19,2,2,100.0,1,2,50.0,0,5,0,0,,0
36,1974,1974-11-03,8,25.010,GNB,,WAS,L 6-17,,,,2,3,66.7,0,6,0,0,,0
37,1974,1974-11-10,9,25.017,GNB,,CHI,W 20-3,2,2,100.0,2,2,100.0,0,8,0,0,,0
38,1974,1974-11-17,10,25.024,GNB,@,MIN,W 19-7,1,1,100.0,4,6,66.7,0,13,0,0,,0
39,1974,1974-11-24,11,25.031,GNB,,SDG,W 34-0,4,4,100.0,2,3,66.7,0,10,0,0,,0
40,1974,1974-12-01,12,25.038,GNB,@,PHI,L 14-36,2,2,100.0,,1,0.0,0,2,0,0,,0
41,1974,1974-12-08,13,25.045,GNB,@,SFO,L 6-7,,,,2,3,66.7,0,6,0,0,,0
42,1974,1974-12-15,14,25.052,GNB,@,ATL,L 3-10,,,,1,4,25.0,0,3,0,0,,0
43,1975,1975-09-21,1,25.332,GNB,,DET,L 16-30,,,,1,1,100.0,0,3,0,0,,0
44,1976,1976-09-12,1,26.324,GNB,,SFO,L 14-26,2,2,100.0,,1,0.0,0,2,0,0,,0
45,1976,1976-09-19,2,26.331,GNB,@,STL,L 0-29,,,,,,,,,,,,
46,1976,1976-09-26,3,26.338,GNB,@,CIN,L 7-28,1,1,100.0,,,,0,1,,,,
47,1976,1976-10-03,4,26.345,GNB,,DET,W 24-14,3,3,100.0,1,2,50.0,0,6,0,0,,0
48,1976,1976-10-10,5,26.352,GNB,,SEA,W 27-20,3,4,75.0,,,,0,3,,,,
49,1976,1976-10-17,6,26.359,GNB,,PHI,W 28-13,4,4,100.0,,,,0,4,,,,
50,1976,1976-10-24,7,27.000,GNB,@,OAK,L 14-18,2,2,100.0,,1,0.0,0,2,0,0,,0
51,1976,1976-10-31,8,27.007,GNB,@,DET,L 6-27,,,,2,2,100.0,0,6,0,0,,0
52,1976,1976-11-07,9,27.014,GNB,,NOR,W 32-27,3,4,75.0,1,2,50.0,0,6,0,0,,0
53,1976,1976-11-14,10,27.021,GNB,@,CHI,L 13-24,1,1,100.0,2,3,66.7,0,7,0,0,,0
54,1976,1976-11-21,11,27.028,GNB,,MIN,L 10-17,1,1,100.0,1,1,100.0,0,4,0,0,,0
55,1976,1976-11-28,12,27.035,GNB,,CHI,L 10-16,1,1,100.0,1,3,33.3,0,4,0,0,,0
56,1976,1976-12-05,13,27.042,GNB,@,MIN,L 9-20,,1,0.0,1,2,50.0,0,3,0,0,,0
57,1976,1976-12-12,14,27.049,GNB,@,ATL,W 24-20,3,3,100.0,1,2,50.0,0,6,0,0,,0
58,1977,1977-09-18,1,27.329,GNB,@,NOR,W 24-20,3,3,100.0,1,1,100.0,0,6,0,0,,0
59,1977,1977-09-25,2,27.336,GNB,,HOU,L 10-16,1,1,100.0,1,1,100.0,0,4,0,0,,0
60,1977,1977-10-02,3,27.343,GNB,@,MIN,L 7-19,1,1,100.0,,1,0.0,0,1,0,0,,0
61,1977,1977-10-09,4,27.350,GNB,,CIN,L 7-17,1,1,100.0,,1,0.0,0,1,0,0,,0
62,1977,1977-10-16,5,27.357,GNB,@,DET,L 6-10,,,,2,2,100.0,0,6,0,0,,0
63,1977,1977-10-23,6,27.364,GNB,@,TAM,W 13-0,1,1,100.0,2,3,66.7,0,7,0,0,,0
64,1977,1977-10-30,7,28.006,GNB,,CHI,L 0-26,,,,,,,,,,,,
65,1977,1977-11-06,8,28.013,GNB,@,KAN,L 10-20,1,1,100.0,1,2,50.0,0,4,0,0,,0
66,1977,1977-11-13,9,28.020,GNB,,RAM,L 6-24,,1,0.0,,1,0.0,0,0,0,0,,0
67,1977,1977-11-21,10,28.028,GNB,@,WAS,L 9-10,,,,3,3,100.0,0,9,0,0,,0
68,1977,1977-11-27,11,28.034,GNB,,MIN,L 6-13,,1,0.0,,,,0,0,,,,
69,1977,1977-12-04,12,28.041,GNB,,DET,W 10-9,1,1,100.0,1,1,100.0,0,4,0,0,,0
70,1977,1977-12-11,13,28.048,GNB,@,CHI,L 10-21,1,1,100.0,1,1,100.0,0,4,0,0,,0
71,1977,1977-12-18,14,28.055,GNB,,SFO,W 16-14,1,2,50.0,1,4,25.0,0,4,0,0,,0
72,1978,1978-09-03,1,28.314,GNB,@,DET,W 13-7,1,1,100.0,2,2,100.0,0,7,0,0,,0
73,1978,1978-09-10,2,28.321,GNB,,NOR,W 28-17,4,4,100.0,,1,0.0,0,4,0,0,,0
74,1978,1978-09-17,3,28.328,GNB,,OAK,L 3-28,,,,1,1,100.0,0,3,0,0,,0
75,1978,1978-09-24,4,28.335,GNB,@,SDG,W 24-3,3,3,100.0,1,2,50.0,0,6,0,0,,0
76,1978,1978-10-01,5,28.342,GNB,,DET,W 35-14,5,5,100.0,,1,0.0,0,5,0,0,,0
77,1978,1978-10-08,6,28.349,GNB,,CHI,W 24-14,3,3,100.0,1,1,100.0,0,6,0,0,,0
78,1978,1978-10-15,7,28.356,GNB,,SEA,W 45-28,6,6,100.0,1,1,100.0,0,9,0,0,,0
79,1978,1978-10-22,8,28.363,GNB,@,MIN,L 7-21,1,1,100.0,,,,0,1,,,,
80,1978,1978-10-29,9,29.005,GNB,,TAM,W 9-7,,,,1,2,50.0,0,3,0,0,,0
81,1978,1978-11-05,10,29.012,GNB,@,PHI,L 3-10,,,,1,2,50.0,0,3,0,0,,0
82,1978,1978-11-12,11,29.019,GNB,,DAL,L 14-42,2,2,100.0,,,,0,2,,,,
83,1978,1978-11-19,12,29.026,GNB,@,DEN,L 3-16,,,,1,3,33.3,0,3,0,0,,0
84,1978,1978-11-26,13,29.033,GNB,,MIN,T 10-10,1,1,100.0,1,2,50.0,0,4,0,0,,0
85,1978,1978-12-03,14,29.040,GNB,@,TAM,W 17-7,2,2,100.0,1,1,100.0,0,5,0,0,,0
86,1978,1978-12-10,15,29.047,GNB,@,CHI,L 0-14,,,,,,,,,,,,
87,1978,1978-12-17,16,29.054,GNB,@,RAM,L 14-31,2,2,100.0,,,,0,2,,,,
88,1979,1979-09-02,1,29.313,GNB,@,CHI,L 3-6,,,,1,2,50.0,0,3,0,0,,0
89,1979,1979-09-09,2,29.320,GNB,,NOR,W 28-19,4,4,100.0,,,,0,4,,,,
90,1979,1979-09-16,3,29.327,GNB,,TAM,L 10-21,1,1,100.0,1,1,100.0,0,4,0,0,,0
91,1979,1979-09-23,4,29.334,GNB,@,MIN,L 21-27,3,3,100.0,,,,0,3,,,,
92,1979,1979-10-01,5,29.342,GNB,,NWE,W 27-14,3,4,75.0,,,,0,3,,,,
93,1979,1979-10-07,6,29.348,GNB,@,ATL,L 7-25,1,1,100.0,,2,0.0,0,1,0,0,,0
94,1979,1979-10-14,7,29.355,GNB,,DET,W 24-16,3,3,100.0,1,2,50.0,0,6,0,0,,0
95,1979,1979-10-21,8,29.362,GNB,@,TAM,L 3-21,,,,1,3,33.3,0,3,0,0,,0
96,1979,1979-10-28,9,30.004,GNB,@,MIA,L 7-27,1,1,100.0,,,,0,1,,,,
97,1979,1979-11-04,10,30.011,GNB,,NYJ,L 22-27,,1,0.0,,,,0,0,,,,
98,1980,1980-09-07,1,30.319,GNB,,CHI,W 12-6,,,,2,3,66.7,0,6,0,0,,0
99,1980,1980-09-14,2,30.326,GNB,,DET,L 7-29,1,1,100.0,,,,0,1,,,,
100,1980,1980-09-21,3,30.333,GNB,@,RAM,L 21-51,3,3,100.0,,,,0,3,,,,
101,1980,1980-09-28,4,30.340,GNB,,DAL,L 7-28,1,1,100.0,,,,0,1,1,33,33.00,0
102,1980,1980-10-05,5,30.347,GNB,,CIN,W 14-9,2,2,100.0,,,,0,2,,,,
103,1980,1980-12-14,15,31.051,HOU,@,GNB,W 22-3,1,3,33.3,1,1,100.0,0,4,0,0,,0
