ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
32,1997,1997-08-31,1,27.310,NOR,@,STL,L 24-38,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,4,168,42.00,1,4,64,16.00,0,1,6
33,1997,1997-09-07,2,27.317,NOR,,SDG,L 6-20,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,3,67,22.33,0,3,37,12.33,0,0,0
34,1997,1997-09-14,3,27.324,NOR,@,SFO,L 7-33,4,3,61,20.33,0,75.0%,15.25,1,-2,-2.00,0,0,0,,0,0,0,,,,,,4,83,20.75,0,3,25,8.33,0,0,0
35,1997,1997-09-21,4,27.331,NOR,,DET,W 35-17,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,,0,0,0,,,,,,1,26,26.00,0,2,12,6.00,0,0,0
36,1997,1997-09-28,5,27.338,NOR,@,NYG,L 9-14,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0,,,,,,2,57,28.50,0,3,23,7.67,0,0,0
37,1997,1997-10-05,6,27.345,NOR,@,CHI,W 20-17,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,13,13.00,0,6,77,12.83,0,0,0
38,1997,1997-10-12,7,27.352,NOR,,ATL,L 17-23,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,1,24,24.00,0,1,0,0.00,0,0,0
39,1997,1997-10-19,8,27.359,NOR,,CAR,L 0-13,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,2,46,23.00,0,1,5,5.00,0,0,0
40,1997,1997-10-26,9,28.001,NOR,,SFO,L 0-23,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,,,,,5,129,25.80,0,3,29,9.67,0,0,0
41,1997,1997-11-09,10,28.015,NOR,@,OAK,W 13-10,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,2,44,22.00,0,7,90,12.86,0,0,0
42,1997,1997-11-16,11,28.022,NOR,,SEA,W 20-17,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,,,,,,4,120,30.00,0,2,39,19.50,0,0,0
43,1997,1997-11-23,12,28.029,NOR,@,ATL,L 3-20,8,4,40,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,4,88,22.00,0,1,10,10.00,0,0,0
44,1997,1997-11-30,13,28.036,NOR,@,CAR,W 16-13,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,11,11.00,0,0,0
45,1997,1997-12-07,14,28.043,NOR,,STL,L 27-34,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,4,102,25.50,0,5,37,7.40,0,0,0
46,1997,1997-12-14,15,28.050,NOR,,ARI,W 27-10,4,2,38,19.00,1,50.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,1,29,29.00,0,2,14,7.00,0,1,6
47,1997,1997-12-21,16,28.057,NOR,@,KAN,L 13-25,6,4,53,13.25,0,66.7%,8.83,0,0,,0,0,0,,0,0,0,,,,,,5,132,26.40,0,3,25,8.33,0,0,0
48,1998,1998-11-29,12,29.035,NOR,@,MIA,L 10-30,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,4,93,23.25,0,3,63,21.00,0,0,0
49,1998,1998-12-06,13,29.042,NOR,,DAL,W 22-3,4,4,62,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,34,34.00,0,3,25,8.33,0,0,0
50,1998,1998-12-13,14,29.049,NOR,,ATL,L 17-27,9,3,23,7.67,0,33.3%,2.56,0,0,,0,0,0,,0,0,0,,0,0,,,4,86,21.50,0,1,1,1.00,0,0,0
51,1998,1998-12-20,15,29.056,NOR,@,ARI,L 17-19,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,3,70,23.33,0,1,4,4.00,0,0,0
52,1998,1998-12-27,16,29.063,NOR,,BUF,L 33-45,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0,,0,0,,,6,148,24.67,0,2,8,4.00,0,0,0
