ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-04,3,26.105,CLE,@,NWE,W 20-10,5,169,33.80,0
2,1987,1987-10-11,4,26.112,CLE,,HOU,L 10-15,6,231,38.50,0
