ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1958,1958-09-28,1,26.071,SFO,,PIT,W 23-20,3,2,0.67,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
2,1958,1958-10-05,2,26.078,SFO,,RAM,L 3-33,1,10,10.00,0,2,21,10.50,0,0,0,,0,0,,,,,,,,,,,0,
3,1958,1958-10-12,3,26.085,SFO,@,CHI,L 6-28,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
4,1958,1958-10-19,4,26.092,SFO,@,PHI,W 30-24,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
5,1958,1958-11-09,7,26.113,SFO,@,RAM,L 7-56,6,29,4.83,0,1,23,23.00,0,0,0,,0,0,,,,,,,,,,,0,
6,1958,1958-11-16,8,26.120,SFO,@,DET,L 21-35,2,9,4.50,0,1,8,8.00,0,0,0,,0,0,,,,,,,,,,,0,
7,1958,1958-12-07,11,26.141,SFO,,GNB,W 48-21,7,113,16.14,1,2,7,3.50,0,0,0,,0,0,,,,,,,,,,,1,
8,1958,1958-12-14,12,26.148,SFO,,BAL,W 21-12,6,49,8.17,2,0,0,,0,0,0,,0,0,,,,,,,,,,,2,
9,1959,1959-09-27,1,27.070,SFO,,PHI,W 24-14,17,75,4.41,1,0,0,,0,0,0,,0,0,,,,,,,,,,,1,
10,1959,1959-10-04,2,27.077,SFO,,RAM,W 34-0,19,103,5.42,2,0,0,,0,0,0,,0,0,,,,,,,,,,,2,
11,1959,1959-10-11,3,27.084,SFO,@,GNB,L 20-21,19,80,4.21,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
12,1959,1959-10-18,4,27.091,SFO,@,DET,W 34-13,23,152,6.61,2,0,0,,0,0,0,,0,0,,,,,,,,,,,2,
13,1959,1959-10-25,5,27.098,SFO,,CHI,W 20-17,21,79,3.76,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
14,1959,1959-11-01,6,27.105,SFO,,DET,W 33-7,19,115,6.05,2,1,13,13.00,0,0,0,,0,0,,,,,,,,,,,2,
15,1959,1959-11-08,7,27.112,SFO,@,RAM,W 24-16,21,92,4.38,1,0,0,,0,0,0,,0,0,,,,,,,,,,,1,
16,1959,1959-11-15,8,27.119,SFO,@,CHI,L 3-14,15,60,4.00,0,3,24,8.00,0,0,0,,0,0,,,,,,,,,,,0,
17,1959,1959-11-22,9,27.126,SFO,@,BAL,L 14-45,7,32,4.57,0,1,2,2.00,0,0,0,,0,0,,,,,,,,,,,0,
18,1959,1959-11-29,10,27.133,SFO,@,CLE,W 21-20,15,28,1.87,0,4,60,15.00,1,0,0,,0,0,,,,,,,,,,,1,
19,1959,1959-12-05,11,27.139,SFO,,BAL,L 14-34,13,114,8.77,1,2,22,11.00,0,0,0,,0,0,,,,,,,,,,,1,
20,1959,1959-12-13,12,27.147,SFO,,GNB,L 14-36,18,106,5.89,1,2,12,6.00,0,0,0,,0,0,,,,,,,,,,,1,
21,1960,1960-09-25,1,28.068,SFO,,NYG,L 19-21,8,43,5.38,0,4,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1960,1960-10-02,2,28.075,SFO,,RAM,W 13-9,18,68,3.78,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1960,1960-10-09,3,28.082,SFO,@,DET,W 14-10,13,36,2.77,0,4,39,9.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1960,1960-10-16,4,28.089,SFO,@,CHI,L 10-27,18,93,5.17,1,3,8,2.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
25,1960,1960-10-23,5,28.096,SFO,@,GNB,L 14-41,10,40,4.00,0,5,23,4.60,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
26,1960,1960-10-30,6,28.103,SFO,,CHI,W 25-7,20,95,4.75,1,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
27,1960,1960-11-06,7,28.110,SFO,,DET,L 0-24,13,82,6.31,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
28,1960,1960-11-20,8,28.124,SFO,@,DAL,W 26-14,12,48,4.00,1,4,14,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
29,1960,1960-11-27,9,28.131,SFO,@,BAL,W 30-22,13,85,6.54,1,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
30,1960,1960-12-04,10,28.138,SFO,@,RAM,W 23-7,15,59,3.93,0,3,25,8.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1960,1960-12-10,11,28.144,SFO,,GNB,L 0-13,13,40,3.08,0,3,8,2.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1960,1960-12-18,12,28.152,SFO,,BAL,W 34-10,21,91,4.33,1,6,38,6.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
33,1961,1961-09-17,1,29.060,SFO,,WAS,W 35-3,16,93,5.81,1,3,56,18.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
34,1961,1961-09-24,2,29.067,SFO,@,GNB,L 10-30,16,102,6.38,0,2,11,5.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1961,1961-10-01,3,29.074,SFO,@,DET,W 49-0,9,28,3.11,2,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
36,1961,1961-10-08,4,29.081,SFO,,RAM,W 35-0,4,11,2.75,1,6,56,9.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
37,1961,1961-10-15,5,29.088,SFO,@,MIN,W 38-24,11,73,6.64,0,4,100,25.00,0,0,0,,0,0,0,,0,0,,,3,97,32.33,0,0,0
38,1961,1961-10-22,6,29.095,SFO,@,CHI,L 0-31,3,10,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0
39,1961,1961-10-29,7,29.102,SFO,@,PIT,L 10-20,6,23,3.83,0,2,-3,-1.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1961,1961-11-05,8,29.109,SFO,,DET,T 20-20,5,13,2.60,0,5,40,8.00,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,0,0
41,1961,1961-11-12,9,29.116,SFO,@,RAM,L 7-17,12,83,6.92,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1961,1961-11-19,10,29.123,SFO,,CHI,W 41-31,13,67,5.15,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,1,6
43,1961,1961-11-26,11,29.130,SFO,,MIN,W 38-28,28,168,6.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
44,1961,1961-12-03,12,29.137,SFO,@,BAL,L 17-20,19,51,2.68,1,3,46,15.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
45,1961,1961-12-10,13,29.144,SFO,,GNB,W 22-21,4,8,2.00,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
46,1961,1961-12-16,14,29.150,SFO,,BAL,L 24-27,21,93,4.43,0,1,17,17.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
47,1962,1962-09-16,1,30.059,SFO,,CHI,L 14-30,7,53,7.57,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
48,1962,1962-09-23,2,30.066,SFO,@,DET,L 24-45,11,41,3.73,0,4,27,6.75,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
49,1962,1962-09-30,3,30.073,SFO,,MIN,W 21-7,15,52,3.47,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
50,1962,1962-10-07,4,30.080,SFO,@,BAL,W 21-13,31,145,4.68,0,2,32,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
51,1962,1962-10-14,5,30.087,SFO,@,CHI,W 34-27,31,115,3.71,2,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
52,1962,1962-10-21,6,30.094,SFO,@,GNB,L 13-31,26,119,4.58,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
53,1962,1962-10-28,7,30.101,SFO,,RAM,L 14-28,12,34,2.83,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
54,1962,1962-11-04,8,30.108,SFO,,BAL,L 3-22,11,27,2.45,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
55,1962,1962-11-11,9,30.115,SFO,,DET,L 24-38,7,9,1.29,1,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
56,1962,1962-11-18,10,30.122,SFO,@,RAM,W 24-17,26,82,3.15,0,1,47,47.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
57,1962,1962-11-25,11,30.129,SFO,@,STL,W 24-17,25,71,2.84,1,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
58,1962,1962-12-02,12,30.136,SFO,@,MIN,W 35-12,16,51,3.19,1,4,33,8.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
59,1962,1962-12-09,13,30.143,SFO,,GNB,L 21-31,13,18,1.38,1,3,9,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
60,1962,1962-12-15,14,30.149,SFO,,CLE,L 10-13,27,90,3.33,0,3,33,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
61,1963,1963-09-15,1,31.058,SFO,,MIN,L 20-24,5,-1,-0.20,0,1,40,40.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
62,1963,1963-09-22,2,31.065,SFO,,BAL,L 14-20,6,6,1.00,0,4,9,2.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
63,1963,1963-09-29,3,31.072,SFO,@,MIN,L 14-45,7,12,1.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
64,1963,1963-10-06,4,31.079,SFO,@,DET,L 3-26,8,18,2.25,0,2,-1,-0.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
65,1963,1963-10-20,6,31.093,SFO,,CHI,W 20-14,17,93,5.47,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
66,1963,1963-10-27,7,31.100,SFO,@,RAM,L 21-28,14,42,3.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
67,1963,1963-11-03,8,31.107,SFO,,DET,L 7-45,12,22,1.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
68,1963,1963-11-10,9,31.114,SFO,,DAL,W 31-24,22,74,3.36,1,2,25,12.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
69,1963,1963-11-17,10,31.121,SFO,@,NYG,L 14-48,9,18,2.00,0,1,24,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
70,1963,1963-11-24,11,31.128,SFO,@,GNB,L 10-28,14,46,3.29,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
71,1963,1963-12-01,12,31.135,SFO,,RAM,L 17-21,12,30,2.50,0,4,72,18.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
72,1963,1963-12-08,13,31.142,SFO,@,CHI,L 7-27,17,74,4.35,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
73,1963,1963-12-14,14,31.148,SFO,,GNB,L 17-21,19,126,6.63,2,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
74,1964,1964-09-13,1,32.056,SFO,,DET,L 17-26,11,42,3.82,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
75,1964,1964-09-20,2,32.063,SFO,@,PHI,W 28-24,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
76,1965,1965-09-19,1,33.062,DAL,,NYG,W 31-2,3,18,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
77,1965,1965-09-26,2,33.069,DAL,,WAS,W 27-7,3,7,2.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
78,1965,1965-10-04,3,33.077,DAL,@,STL,L 13-20,5,17,3.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
79,1965,1965-10-10,4,33.083,DAL,,PHI,L 24-35,7,21,3.00,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
80,1965,1965-10-24,6,33.097,DAL,@,GNB,L 3-13,6,18,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
81,1965,1965-10-31,7,33.104,DAL,@,PIT,L 13-22,0,0,,0,1,2,2.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
82,1965,1965-11-07,8,33.111,DAL,,SFO,W 39-31,4,5,1.25,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
83,1965,1965-11-14,9,33.118,DAL,,PIT,W 24-17,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
84,1965,1965-11-28,11,33.132,DAL,@,WAS,L 31-34,6,22,3.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
85,1965,1965-12-05,12,33.139,DAL,@,PHI,W 21-19,17,90,5.29,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
86,1965,1965-12-11,13,33.145,DAL,,STL,W 27-13,22,48,2.18,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
87,1965,1965-12-19,14,33.153,DAL,@,NYG,W 38-20,12,50,4.17,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
88,1966,1966-09-18,1,34.061,DAL,,NYG,W 52-7,3,5,1.67,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
