ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2003,2003-10-05,5,22.274,KAN,,DEN,W 24-23,,,,,,,,
2,2003,2003-10-12,6,22.281,KAN,@,GNB,W 40-34,,,,,,,,
3,2003,2003-10-20,7,22.289,KAN,@,OAK,W 17-10,,,,,,,,
4,2003,2003-10-26,8,22.295,KAN,,BUF,W 38-5,,,,,,,,
5,2003,2003-11-09,9,22.309,KAN,,CLE,W 41-20,,,,,,,,
6,2003,2003-11-16,10,22.316,KAN,@,CIN,L 19-24,,,,,,,,
7,2003,2003-11-23,11,22.323,KAN,,OAK,W 27-24,,,,,,,,
8,2003,2003-11-30,12,22.330,KAN,@,SDG,W 28-24,,,,,,,,
9,2003,2003-12-07,13,22.337,KAN,@,DEN,L 27-45,,,,,,,,
10,2003,2003-12-14,14,22.344,KAN,,DET,W 45-17,,1,0,0.00,0,0.0,,
11,2003,2003-12-20,15,22.350,KAN,@,MIN,L 20-45,,,,,,,,
12,2003,2003-12-28,16,22.358,KAN,,CHI,W 31-3,,,,,,,,
13,2004,2004-09-12,1,23.252,KAN,@,DEN,L 24-34,,,,,,,,
14,2004,2004-09-19,2,23.259,KAN,,CAR,L 17-28,,,,,,,,
15,2004,2004-09-26,3,23.266,KAN,,HOU,L 21-24,,,,,,,,
16,2004,2004-10-04,4,23.274,KAN,@,BAL,W 27-24,,,,,,,,
17,2004,2004-10-17,5,23.287,KAN,@,JAX,L 16-22,,,,,,,,
18,2004,2004-10-31,7,23.301,KAN,,IND,W 45-35,,,,,,,,
19,2004,2004-11-07,8,23.308,KAN,@,TAM,L 31-34,,,,,,,,
20,2004,2004-11-14,9,23.315,KAN,@,NOR,L 20-27,,,,,,,,
21,2004,2004-11-22,10,23.323,KAN,,NWE,L 19-27,,,,,,,,
22,2004,2004-11-28,11,23.329,KAN,,SDG,L 31-34,,,,,,,,
23,2004,2004-12-05,12,23.336,KAN,@,OAK,W 34-27,,,,,,,,
24,2004,2004-12-13,13,23.344,KAN,@,TEN,W 49-38,,,,,,,,
25,2004,2004-12-19,14,23.350,KAN,,DEN,W 45-17,,0,0,,0,0.5,,
26,2004,2004-12-25,15,23.356,KAN,,OAK,W 31-30,,,,,,,,
27,2004,2005-01-02,16,23.364,KAN,@,SDG,L 17-24,,,,,,,,
28,2005,2005-09-11,1,24.250,KAN,,NYJ,W 27-7,,,,,,,,
29,2005,2005-09-18,2,24.257,KAN,@,OAK,W 23-17,,,,,,,,
30,2005,2005-09-26,3,24.265,KAN,@,DEN,L 10-30,,,,,,,,
31,2005,2005-10-02,4,24.271,KAN,,PHI,L 31-37,*,,,,,,,
32,2005,2005-10-16,5,24.285,KAN,,WAS,W 28-21,,,,,,,,
33,2005,2005-10-21,6,24.290,KAN,@,MIA,W 30-20,,,,,,,,
34,2005,2005-10-30,7,24.299,KAN,@,SDG,L 20-28,,,,,,,,
35,2005,2005-11-06,8,24.306,KAN,,OAK,W 27-23,,,,,,,,
36,2005,2005-11-13,9,24.313,KAN,@,BUF,L 3-14,,,,,,,,
37,2005,2005-11-20,10,24.320,KAN,@,HOU,W 45-17,*,,,,,,,
38,2005,2005-11-27,11,24.327,KAN,,NWE,W 26-16,,,,,,,,
39,2005,2005-12-04,12,24.334,KAN,,DEN,W 31-27,,,,,,,,
40,2005,2005-12-11,13,24.341,KAN,@,DAL,L 28-31,,,,,,,,
41,2005,2005-12-17,14,24.347,KAN,@,NYG,L 17-27,,,,,,,,
42,2005,2005-12-24,15,24.354,KAN,,SDG,W 20-7,,,,,,,,
43,2005,2006-01-01,16,24.362,KAN,,CIN,W 37-3,,,,,,,,
44,2006,2006-09-10,1,25.249,KAN,,CIN,L 10-23,,,,,,,,
45,2006,2006-09-17,2,25.256,KAN,@,DEN,L 6-9,,,,,,,,
46,2006,2006-10-01,3,25.270,KAN,,SFO,W 41-0,,,,,,,,
47,2006,2006-10-08,4,25.277,KAN,@,ARI,W 23-20,,,,,,,,
48,2006,2006-10-15,5,25.284,KAN,@,PIT,L 7-45,,,,,,,,
49,2006,2006-10-22,6,25.291,KAN,,SDG,W 30-27,,,,,,,,
50,2006,2006-10-29,7,25.298,KAN,,SEA,W 35-28,,,,,,,,
51,2006,2006-11-05,8,25.305,KAN,@,STL,W 31-17,,,,,,,,
52,2006,2006-11-12,9,25.312,KAN,@,MIA,L 10-13,,,,,,,,
53,2006,2006-11-19,10,25.319,KAN,,OAK,W 17-13,,,,,,,,
54,2006,2006-11-23,11,25.323,KAN,,DEN,W 19-10,,,,,,,,
55,2006,2006-12-03,12,25.333,KAN,@,CLE,L 28-31,*,,,,,,,
56,2006,2006-12-31,16,25.361,KAN,,JAX,W 35-30,,,,,,,,
57,2007,2007-09-09,1,26.248,KAN,@,HOU,L 3-20,*,,,,,,,
58,2007,2007-09-16,2,26.255,KAN,@,CHI,L 10-20,*,,,,,,,
59,2007,2007-09-23,3,26.262,KAN,,MIN,W 13-10,,,,,,,,
60,2007,2007-09-30,4,26.269,KAN,@,SDG,W 30-16,,,,,,,,
61,2007,2007-10-07,5,26.276,KAN,,JAX,L 7-17,,,,,,,,
62,2007,2007-10-14,6,26.283,KAN,,CIN,W 27-20,,,,,,,,
63,2007,2007-10-21,7,26.290,KAN,@,OAK,W 12-10,,,,,,,,
64,2007,2007-11-04,8,26.304,KAN,,GNB,L 22-33,,,,,,,,
65,2007,2007-11-11,9,26.311,KAN,,DEN,L 11-27,,,,,,,,
66,2007,2007-11-18,10,26.318,KAN,@,IND,L 10-13,,,,,,,,
67,2007,2007-11-25,11,26.325,KAN,,OAK,L 17-20,,,,,,,,
68,2007,2007-12-02,12,26.332,KAN,,SDG,L 10-24,,,,,,,,
69,2007,2007-12-09,13,26.339,KAN,@,DEN,L 7-41,,,,,,,,
70,2007,2007-12-16,14,26.346,KAN,,TEN,L 17-26,,0,0,,0,0.5,,
71,2007,2007-12-23,15,26.353,KAN,@,DET,L 20-25,,,,,,,,
72,2007,2007-12-30,16,26.360,KAN,@,NYJ,L 10-13,,,,,,,,
73,2008,2008-09-07,1,27.247,TAM,@,NOR,L 20-24,,0,0,,0,0.0,1,0
74,2008,2008-09-14,2,27.254,TAM,,ATL,W 24-9,,0,0,,0,0.0,3,0
75,2008,2008-09-21,3,27.261,TAM,@,CHI,W 27-24,,,,,,,,
