ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-09-25,3,23.146,TAM,,LAR,L 32-37,,1,0,0,,0,0.0%,0.00,0,0
2,2016,2016-10-02,4,23.153,TAM,,DEN,L 7-27,,1,0,0,,0,0.0%,0.00,0,0
3,2016,2016-10-10,5,23.161,TAM,@,CAR,W 17-14,,1,1,5,5.00,0,100.0%,5.00,0,0
4,2016,2016-10-23,6,23.174,TAM,@,SFO,W 34-17,,0,0,0,,0,0.0%,,0,0
5,2016,2016-10-30,7,23.181,TAM,,OAK,L 24-30,,0,0,0,,0,0.0%,,0,0
6,2016,2016-11-03,8,23.185,TAM,,ATL,L 28-43,,0,0,0,,0,0.0%,,0,0
7,2016,2016-11-13,9,23.195,TAM,,CHI,W 36-10,,0,0,0,,0,0.0%,,0,0
8,2016,2016-11-20,10,23.202,TAM,@,KAN,W 19-17,,1,1,3,3.00,1,100.0%,3.00,1,6
9,2016,2016-11-27,11,23.209,TAM,,SEA,W 14-5,,1,1,10,10.00,0,100.0%,10.00,0,0
10,2016,2016-12-04,12,23.216,TAM,@,SDG,W 28-21,,2,1,8,8.00,0,50.0%,4.00,0,0
11,2016,2016-12-11,13,23.223,TAM,,NOR,W 16-11,,0,0,0,,0,0.0%,,0,0
12,2016,2016-12-18,14,23.230,TAM,@,DAL,L 20-26,,1,1,7,7.00,0,100.0%,7.00,0,0
13,2016,2016-12-24,15,23.236,TAM,@,NOR,L 24-31,,1,1,5,5.00,0,100.0%,5.00,0,0
14,2016,2017-01-01,16,23.244,TAM,,CAR,W 17-16,,1,0,0,,0,0.0%,0.00,0,0
15,2017,2017-09-17,1,24.138,TAM,,CHI,W 29-7,,1,1,6,6.00,0,100.0%,6.00,0,0
16,2017,2017-09-24,2,24.145,TAM,@,MIN,L 17-34,*,1,1,5,5.00,0,100.0%,5.00,0,0
17,2017,2017-10-01,3,24.152,TAM,,NYG,W 25-23,,0,0,0,,0,0.0%,,0,0
18,2017,2017-12-03,12,24.215,TAM,@,GNB,L 20-26,*,1,1,13,13.00,0,100.0%,13.00,0,0
19,2017,2017-12-10,13,24.222,TAM,,DET,L 21-24,*,0,0,0,,0,0.0%,,0,0
20,2017,2017-12-18,14,24.230,TAM,,ATL,L 21-24,*,2,1,23,23.00,0,50.0%,11.50,0,0
21,2017,2017-12-24,15,24.236,TAM,@,CAR,L 19-22,,0,0,0,,0,0.0%,,0,0
22,2017,2017-12-31,16,24.243,TAM,,NOR,W 31-24,,1,1,11,11.00,0,100.0%,11.00,0,0
23,2018,2018-09-09,1,25.130,TAM,@,NOR,W 48-40,,1,0,0,,0,0.0%,0.00,0,0
24,2018,2018-09-16,2,25.137,TAM,,PHI,W 27-21,*,0,0,0,,0,0.0%,,0,0
25,2018,2018-09-24,3,25.145,TAM,,PIT,L 27-30,,0,0,0,,0,0.0%,,0,0
