ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-09-03,1,23.294,DET,@,PIT,L 20-23,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
2,1995,1995-09-10,2,23.301,DET,@,MIN,L 10-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
3,1995,1995-09-17,3,23.308,DET,,ARI,L 17-20,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
4,1995,1995-09-25,4,23.316,DET,,SFO,W 27-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
5,1995,1995-10-08,5,23.329,DET,,CLE,W 38-20,,3,5,1.67,0,0,0,0,,0,0.0%,,2,46,23.00,0,0,0
6,1995,1995-10-15,6,23.336,DET,@,GNB,L 21-30,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
7,1995,1995-10-22,7,23.343,DET,@,WAS,L 30-36,,0,0,,0,0,0,0,,0,0.0%,,3,93,31.00,0,0,0
8,1995,1995-10-29,8,23.350,DET,,GNB,W 24-16,,0,0,,0,0,0,0,,0,0.0%,,2,39,19.50,0,0,0
9,1995,1995-11-05,9,23.357,DET,@,ATL,L 22-34,,1,3,3.00,0,0,0,0,,0,0.0%,,2,48,24.00,0,0,0
10,1995,1995-11-12,10,23.364,DET,,TAM,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,1,30,30.00,0,0,0
11,1995,1995-11-19,11,24.006,DET,@,CHI,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,1,23,23.00,0,0,0
12,1995,1995-11-23,12,24.010,DET,,MIN,W 44-38,,0,0,,0,0,0,0,,0,0.0%,,3,51,17.00,0,0,0
13,1995,1995-12-04,13,24.021,DET,,CHI,W 27-7,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0
14,1995,1995-12-10,14,24.027,DET,@,HOU,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,2,44,22.00,0,0,0
15,1995,1995-12-17,15,24.034,DET,,JAX,W 44-0,,11,59,5.36,1,1,1,5,5.00,0,100.0%,5.00,1,20,20.00,0,1,6
16,1995,1995-12-23,16,24.040,DET,@,TAM,W 37-10,,2,4,2.00,0,0,0,0,,0,0.0%,,1,4,4.00,0,0,0
17,1996,1996-09-01,1,24.293,DET,@,MIN,L 13-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,
18,1996,1996-09-08,2,24.300,DET,,TAM,W 21-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,
19,1996,1996-09-15,3,24.307,DET,@,PHI,L 17-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
20,1996,1996-09-22,4,24.314,DET,,CHI,W 35-16,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,1996,1996-09-29,5,24.321,DET,@,TAM,W 27-0,,9,57,6.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
22,1996,1996-10-06,6,24.328,DET,,ATL,W 28-24,,0,0,,0,0,0,0,,0,0.0%,,1,8,8.00,0,0,0
23,1996,1996-10-13,7,24.335,DET,@,OAK,L 21-37,,1,16,16.00,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
24,1996,1996-10-27,8,24.349,DET,,NYG,L 7-35,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
25,1996,1996-11-03,9,24.356,DET,@,GNB,L 18-28,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
26,1996,1996-11-11,10,24.364,DET,@,SDG,L 21-27,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
27,1996,1996-11-24,12,25.011,DET,@,CHI,L 14-31,,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
28,1996,1996-11-28,13,25.015,DET,,KAN,L 24-28,,1,-6,-6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
29,1996,1996-12-08,14,25.025,DET,,MIN,L 22-24,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
30,1996,1996-12-15,15,25.032,DET,,GNB,L 3-31,,1,-1,-1.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
31,1996,1996-12-23,16,25.040,DET,@,SFO,L 14-24,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
32,1997,1997-08-31,1,25.291,DET,,ATL,W 28-17,,0,0,,0,,,,,,0.0%,,0,0,,0,,
33,1997,1997-09-07,2,25.298,DET,,TAM,L 17-24,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
34,1997,1997-09-14,3,25.305,DET,@,CHI,W 32-7,,7,15,2.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0
35,1997,1997-09-21,4,25.312,DET,@,NOR,L 17-35,,0,0,,0,,,,,,0.0%,,0,0,,0,,
36,1997,1997-09-28,5,25.319,DET,,GNB,W 26-15,,1,13,13.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
37,1997,1997-10-05,6,25.326,DET,@,BUF,L 13-22,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
38,1997,1997-10-12,7,25.333,DET,@,TAM,W 27-9,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
39,1997,1997-10-19,8,25.340,DET,,NYG,L 20-26,,0,0,,0,0,0,0,,0,0.0%,,1,11,11.00,0,0,0
40,1997,1997-11-02,9,25.354,DET,@,GNB,L 10-20,,0,0,,0,0,,,,,0.0%,,0,0,,0,,
41,1997,1997-11-09,10,25.361,DET,@,WAS,L 7-30,,0,0,,0,,,,,,0.0%,,0,0,,0,,
42,1997,1997-11-16,11,26.003,DET,,MIN,W 38-15,,4,51,12.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
43,1997,1997-11-23,12,26.010,DET,,IND,W 32-10,,6,29,4.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0
44,1997,1997-11-27,13,26.014,DET,,CHI,W 55-20,,5,44,8.80,1,0,0,0,,0,0.0%,,0,0,,0,1,6
45,1997,1997-12-07,14,26.024,DET,@,MIA,L 30-33,,0,0,,0,0,,,,,0.0%,,0,0,,0,,
46,1997,1997-12-14,15,26.031,DET,@,MIN,W 14-13,,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
47,1997,1997-12-21,16,26.038,DET,,NYJ,W 13-10,,1,3,3.00,0,0,0,0,,0,0.0%,,1,23,23.00,0,0,0
48,1998,1998-09-06,1,26.297,DET,@,GNB,L 19-38,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
49,1998,1998-09-13,2,26.304,DET,,CIN,L 28-34,,,,,,,,,,,0.0%,,,,,,,
50,1998,1998-09-20,3,26.311,DET,@,MIN,L 6-29,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
51,1998,1998-09-28,4,26.319,DET,,TAM,W 27-6,,4,-11,-2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
52,1998,1998-10-04,5,26.325,DET,@,CHI,L 27-31,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
53,1998,1998-10-15,6,26.336,DET,,GNB,W 27-20,,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
54,1998,1998-10-25,7,26.346,DET,,MIN,L 13-34,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
55,1998,1998-11-01,8,26.353,DET,,ARI,L 15-17,,,,,,,,,,,0.0%,,,,,,,
56,1998,1998-11-08,9,26.360,DET,@,PHI,L 9-10,,,,,,,,,,,0.0%,,,,,,,
57,1998,1998-11-15,10,27.002,DET,,CHI,W 26-3,,4,22,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
58,1998,1998-11-22,11,27.009,DET,@,TAM,W 28-25,,1,36,36.00,1,0,0,0,,0,0.0%,,1,6,6.00,0,1,6
59,1998,1998-11-26,12,27.013,DET,,PIT,W 19-16,,,,,,,,,,,0.0%,,,,,,,
60,1998,1998-12-06,13,27.023,DET,@,JAX,L 22-37,,1,1,1.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
61,1998,1998-12-14,14,27.031,DET,@,SFO,L 13-35,,2,14,7.00,0,2,2,52,26.00,0,100.0%,26.00,1,9,9.00,0,0,0
62,1998,1998-12-20,15,27.037,DET,,ATL,L 17-24,,1,15,15.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
63,1999,1999-09-12,1,27.303,DET,@,SEA,W 28-20,*,16,96,6.00,0,4,4,39,9.75,0,100.0%,9.75,0,0,,0,0,0
64,1999,1999-09-19,2,27.310,DET,,GNB,W 23-15,,17,54,3.18,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
65,1999,1999-09-26,3,27.317,DET,@,KAN,L 21-31,*,13,66,5.08,0,3,3,46,15.33,1,100.0%,15.33,0,0,,0,1,6
66,1999,1999-10-10,4,27.331,DET,,SDG,L 10-20,*,13,30,2.31,0,9,9,63,7.00,0,100.0%,7.00,0,0,,0,0,0
67,1999,1999-10-17,5,27.338,DET,,MIN,W 25-23,*,11,45,4.09,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
68,1999,1999-10-24,6,27.345,DET,@,CAR,W 24-9,*,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
69,1999,2000-01-02,16,28.050,DET,@,MIN,L 17-24,*,11,6,0.55,0,4,4,8,2.00,0,100.0%,2.00,0,0,,0,0,0
70,2000,2000-09-03,1,28.295,ATL,,SFO,W 36-28,,,,,,,,,,,0.0%,,,,,,,
71,2000,2000-09-10,2,28.302,ATL,@,DEN,L 14-42,,3,4,1.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
72,2000,2000-09-17,3,28.309,ATL,@,CAR,W 15-10,,,,,,,,,,,0.0%,,,,,,,
73,2000,2000-09-24,4,28.316,ATL,,STL,L 20-41,,5,23,4.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0
74,2000,2000-11-05,10,28.358,ATL,,TAM,L 14-27,,,,,,,,,,,0.0%,,,,,,,
75,2000,2000-11-12,11,28.365,ATL,@,DET,L 10-13,,,,,,0,,,,,0.0%,,,,,,,
