ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1975,1975-10-12,4,23.193,OAK,@,KAN,L 10-42,,9,19,47.37,143,1,0,90.5,1,0,7.53,8.58,1,0,0.00,0
2,1975,1975-10-26,6,23.207,OAK,,SDG,W 25-0,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,1,3,3.00,0
3,1975,1975-11-02,7,23.214,OAK,@,DEN,W 42-17,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,1,-2,-2.00,0
4,1975,1975-11-09,8,23.221,OAK,,NOR,W 48-10,,4,4,100.00,38,1,0,145.8,1,0,9.50,14.50,2,8,4.00,0
5,1975,1975-11-16,9,23.228,OAK,,CLE,W 38-17,,,,,,,,,,,,,,,,
6,1975,1975-12-14,13,23.256,OAK,,HOU,L 26-27,,3,6,50.00,61,1,1,86.1,0,0,10.17,6.00,2,12,6.00,0
7,1975,1975-12-21,14,23.263,OAK,,KAN,W 28-20,,2,4,50.00,4,0,0,56.2,0,0,1.00,1.00,0,0,,0
8,1976,1976-09-12,1,24.163,OAK,,PIT,W 31-28,,,,,,,,,,,,,,,,
9,1976,1976-09-20,2,24.171,OAK,@,KAN,W 24-21,,,,,,,,,,,,,,,,
10,1976,1976-09-26,3,24.177,OAK,@,HOU,W 14-13,,,,,,,,,,,,,,,,
11,1976,1976-10-03,4,24.184,OAK,@,NWE,L 17-48,,,,,,,,,,,,,,,,
12,1976,1976-10-10,5,24.191,OAK,@,SDG,W 27-17,,,,,,,,,,,,,,,,
13,1976,1976-10-17,6,24.198,OAK,@,DEN,W 17-10,,,,,,,,,,,,,,,,
14,1976,1976-10-24,7,24.205,OAK,,GNB,W 18-14,,,,,,,,,,,,,,,,
15,1976,1976-10-31,8,24.212,OAK,,DEN,W 19-6,,,,,,,,,,,,,,,,
16,1976,1976-11-07,9,24.219,OAK,@,CHI,W 28-27,,,,,,,,,,,,,,,,
17,1976,1976-11-14,10,24.226,OAK,,KAN,W 21-10,,,,,,,,,,,,,,,,
18,1976,1976-11-21,11,24.233,OAK,@,PHI,W 26-7,,,,,,,,,,,,,,,,
19,1976,1976-11-28,12,24.240,OAK,,TAM,W 49-16,,,,,,,,,,,,,,,,
20,1976,1976-12-06,13,24.248,OAK,,CIN,W 35-20,,,,,,,,,,,,,,,,
21,1976,1976-12-12,14,24.254,OAK,,SDG,W 24-0,,3,5,60.00,41,0,0,86.2,1,0,8.20,8.20,0,0,,0
22,1977,1977-09-18,1,25.169,OAK,,SDG,W 24-0,,,,,,,,,,,,,,,,
23,1977,1977-09-25,2,25.176,OAK,@,PIT,W 16-7,,,,,,,,,,,,,,,,
24,1977,1977-10-03,3,25.184,OAK,@,KAN,W 37-28,,,,,,,,,,,,,,,,
25,1977,1977-10-09,4,25.190,OAK,@,CLE,W 26-10,,,,,,,,,,,,,,,,
26,1977,1977-10-16,5,25.197,OAK,,DEN,L 7-30,,,,,,,,,,,,,,,,
27,1977,1977-10-23,6,25.204,OAK,@,NYJ,W 28-27,,,,,,,,,,,,,,,,
28,1977,1977-10-30,7,25.211,OAK,@,DEN,W 24-14,,,,,,,,,,,,,,,,
29,1977,1977-11-06,8,25.218,OAK,,SEA,W 44-7,,,,,,,,,,,,,,,,
30,1977,1977-11-13,9,25.225,OAK,,HOU,W 34-29,,,,,,,,,,,,,,,,
31,1977,1977-11-20,10,25.232,OAK,@,SDG,L 7-12,,,,,,,,,,,,,,,,
32,1977,1977-11-28,11,25.240,OAK,,BUF,W 34-13,,,,,,,,,,,,,,,,
33,1977,1977-12-04,12,25.246,OAK,@,RAM,L 14-20,,,,,,,,,,,,,,,,
34,1977,1977-12-11,13,25.253,OAK,,MIN,W 35-13,,,,,,,,,,,,,,,,
35,1977,1977-12-18,14,25.260,OAK,,KAN,W 21-20,,,,,,,,,,,,,,,,
36,1978,1978-09-03,1,26.154,OAK,@,DEN,L 6-14,,,,,,,,,,,,,,,,
37,1978,1978-09-10,2,26.161,OAK,@,SDG,W 21-20,,,,,,,,,,,,,,,,
38,1978,1978-09-17,3,26.168,OAK,@,GNB,W 28-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
39,1978,1978-09-24,4,26.175,OAK,,NWE,L 14-21,,,,,,,,,,,,,,,,
40,1978,1978-10-01,5,26.182,OAK,@,CHI,W 25-19,,,,,,,,,,,,,,,,
41,1978,1978-10-08,6,26.189,OAK,,HOU,W 21-17,,,,,,,,,,,,,,,,
