ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1981,1981-09-06,1,22.241,NYJ,@,BUF,L 0-31,
2,1981,1981-09-13,2,22.248,NYJ,,CIN,L 30-31,
3,1981,1981-09-20,3,22.255,NYJ,@,PIT,L 10-38,
4,1981,1981-09-27,4,22.262,NYJ,,HOU,W 33-17,
5,1981,1981-10-04,5,22.269,NYJ,@,MIA,T 28-28,
6,1981,1981-10-11,6,22.276,NYJ,,NWE,W 28-24,
7,1981,1981-10-18,7,22.283,NYJ,,BUF,W 33-14,
8,1981,1981-10-25,8,22.290,NYJ,,SEA,L 3-19,
9,1981,1981-11-01,9,22.297,NYJ,@,NYG,W 26-7,
10,1981,1981-11-08,10,22.304,NYJ,@,BAL,W 41-14,
11,1981,1981-11-15,11,22.311,NYJ,@,NWE,W 17-6,
12,1981,1981-11-22,12,22.318,NYJ,,MIA,W 16-15,
13,1981,1981-11-29,13,22.325,NYJ,,BAL,W 25-0,
14,1981,1981-12-06,14,22.332,NYJ,@,SEA,L 23-27,
15,1981,1981-12-12,15,22.338,NYJ,@,CLE,W 14-13,
16,1981,1981-12-20,16,22.346,NYJ,,GNB,W 28-3,
17,1982,1982-09-12,1,23.247,NYJ,,MIA,L 28-45,
18,1982,1982-09-19,2,23.254,NYJ,@,NWE,W 31-7,1.0
19,1982,1982-11-21,3,23.317,NYJ,,BAL,W 37-0,
20,1982,1982-11-28,4,23.324,NYJ,,GNB,W 15-13,
21,1982,1982-12-06,5,23.332,NYJ,@,DET,W 28-13,1.5
22,1982,1982-12-12,6,23.338,NYJ,,TAM,W 32-17,
23,1982,1982-12-18,7,23.344,NYJ,@,MIA,L 19-20,0.5
24,1982,1982-12-26,8,23.352,NYJ,@,MIN,W 42-14,1.0
25,1982,1983-01-02,9,23.359,NYJ,@,KAN,L 13-37,
26,1983,1983-09-04,1,24.239,NYJ,@,SDG,W 41-29,
27,1983,1983-09-11,2,24.246,NYJ,,SEA,L 10-17,
28,1983,1983-09-18,3,24.253,NYJ,@,NWE,L 13-23,
29,1983,1983-09-25,4,24.260,NYJ,,RAM,W 27-24,
30,1983,1983-10-03,5,24.268,NYJ,@,BUF,W 34-10,2.0
31,1983,1983-10-09,6,24.274,NYJ,@,CLE,L 7-10,
32,1983,1983-10-16,7,24.281,NYJ,,MIA,L 14-32,
33,1983,1983-10-23,8,24.288,NYJ,,ATL,L 21-27,
34,1983,1983-10-30,9,24.295,NYJ,@,SFO,W 27-13,
35,1983,1983-11-06,10,24.302,NYJ,,BAL,L 14-17,
36,1983,1983-11-13,11,24.309,NYJ,,BUF,L 17-24,1.0
37,1983,1983-11-21,12,24.317,NYJ,@,NOR,W 31-28,
38,1983,1983-11-27,13,24.323,NYJ,,NWE,W 26-3,
39,1983,1983-12-04,14,24.330,NYJ,@,BAL,W 10-6,1.0
40,1983,1983-12-10,15,24.336,NYJ,,PIT,L 7-34,1.5
41,1983,1983-12-16,16,24.342,NYJ,@,MIA,L 14-34,
42,1987,1987-10-04,3,28.269,HOU,@,DEN,W 40-10,
