ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-07,1,25.331,BUF,,NWE,W 31-0,,,,,,,
2,2003,2003-09-14,2,25.338,BUF,@,JAX,W 38-17,,,,,,,
3,2003,2003-09-21,3,25.345,BUF,@,MIA,L 7-17,,,,,,,
4,2003,2003-09-28,4,25.352,BUF,,PHI,L 13-23,,,,,,,
5,2003,2003-10-05,5,25.359,BUF,,CIN,W 22-16,,,,,,,
6,2003,2003-10-12,6,26.001,BUF,@,NYJ,L 3-30,,,,,,,
7,2003,2003-10-19,7,26.008,BUF,,WAS,W 24-7,,,,,,,
8,2003,2003-10-26,8,26.015,BUF,@,KAN,L 5-38,,,,,,,
9,2003,2003-11-09,9,26.029,BUF,@,DAL,L 6-10,,,,,,,
10,2003,2003-11-16,10,26.036,BUF,,HOU,L 10-12,,,,,,,
11,2003,2003-11-23,11,26.043,BUF,,IND,L 14-17,,,,,,,
12,2003,2003-11-30,12,26.050,BUF,@,NYG,W 24-7,,,,,,,
13,2003,2003-12-07,13,26.057,BUF,,NYJ,W 17-6,,,,,,,
14,2003,2003-12-14,14,26.064,BUF,@,TEN,L 26-28,,,,,,,
15,2003,2003-12-21,15,26.071,BUF,,MIA,L 3-20,,,,,,,
16,2003,2003-12-27,16,26.077,BUF,@,NWE,L 0-31,,,,,,,
17,2004,2004-09-12,1,26.337,BUF,,JAX,L 10-13,,,,,,,
18,2004,2004-09-19,2,26.344,BUF,@,OAK,L 10-13,,,,,,,
19,2004,2004-10-03,3,26.358,BUF,,NWE,L 17-31,,,,,,,
20,2004,2004-10-10,4,26.365,BUF,@,NYJ,L 14-16,,,,,,,
21,2004,2004-10-17,5,27.006,BUF,,MIA,W 20-13,,,,,,,
22,2004,2004-10-24,6,27.013,BUF,@,BAL,L 6-20,,,,,,,
23,2004,2004-10-31,7,27.020,BUF,,ARI,W 38-14,,,,,,,
24,2004,2004-11-07,8,27.027,BUF,,NYJ,W 22-17,,,,,,,
25,2004,2004-11-14,9,27.034,BUF,@,NWE,L 6-29,,,,,,,
26,2004,2004-11-21,10,27.041,BUF,,STL,W 37-17,,,,,,,
27,2004,2004-11-28,11,27.048,BUF,@,SEA,W 38-9,,,,,,,
28,2004,2004-12-05,12,27.055,BUF,@,MIA,W 42-32,,,,,,,
29,2004,2004-12-12,13,27.062,BUF,,CLE,W 37-7,,,,,,,
30,2004,2004-12-19,14,27.069,BUF,@,CIN,W 33-17,,,,,,,
31,2004,2004-12-26,15,27.076,BUF,@,SFO,W 41-7,,0.0,,,1,0,0
32,2004,2005-01-02,16,27.083,BUF,,PIT,L 24-29,,,,,,,
33,2005,2005-09-11,1,27.335,BUF,,HOU,W 22-7,,,,,,,
34,2005,2005-09-18,2,27.342,BUF,@,TAM,L 3-19,,,,,,,
35,2005,2005-09-25,3,27.349,BUF,,ATL,L 16-24,,,,,,,
36,2005,2005-10-02,4,27.356,BUF,@,NOR,L 7-19,,,,,,,
37,2005,2005-10-09,5,27.363,BUF,,MIA,W 20-14,,,,,,,
38,2005,2005-10-16,6,28.005,BUF,,NYJ,W 27-17,,,,,,,
39,2005,2005-10-23,7,28.012,BUF,@,OAK,L 17-38,,,,,,,
40,2005,2005-10-30,8,28.019,BUF,@,NWE,L 16-21,,,,,,,
41,2005,2005-11-13,9,28.033,BUF,,KAN,W 14-3,,,,,,,
42,2005,2005-11-20,10,28.040,BUF,@,SDG,L 10-48,,,,,,,
43,2005,2005-11-27,11,28.047,BUF,,CAR,L 9-13,,,,,,,
44,2005,2005-12-04,12,28.054,BUF,@,MIA,L 23-24,,,,,,,
45,2005,2005-12-11,13,28.061,BUF,,NWE,L 7-35,,,,,,,
46,2005,2005-12-17,14,28.067,BUF,,DEN,L 17-28,,,,,,,
47,2005,2005-12-24,15,28.074,BUF,@,CIN,W 37-27,,,,,,,
48,2005,2006-01-01,16,28.082,BUF,@,NYJ,L 26-30,,,,,,,
49,2006,2006-09-10,1,28.334,BUF,@,NWE,L 17-19,,,,,,,
50,2006,2006-09-17,2,28.341,BUF,@,MIA,W 16-6,,,,,,,
51,2006,2006-09-24,3,28.348,BUF,,NYJ,L 20-28,,,,,,,
52,2006,2006-10-01,4,28.355,BUF,,MIN,W 17-12,,,,,,,
53,2006,2006-10-08,5,28.362,BUF,@,CHI,L 7-40,,,,,,,
54,2006,2006-10-15,6,29.004,BUF,@,DET,L 17-20,,,,,,,
55,2007,2007-09-09,1,29.333,BUF,,DEN,L 14-15,,,,,,,
56,2007,2007-09-16,2,29.340,BUF,@,PIT,L 3-26,,,,,,,
57,2007,2007-09-23,3,29.347,BUF,@,NWE,L 7-38,,,,,,,
58,2007,2007-09-30,4,29.354,BUF,,NYJ,W 17-14,,,,,,,
59,2007,2007-10-08,5,29.362,BUF,,DAL,L 24-25,,,,,,,
60,2007,2007-10-21,6,30.010,BUF,,BAL,W 19-14,,,,,,,
61,2007,2007-10-28,7,30.017,BUF,@,NYJ,W 13-3,,,,,,,
62,2007,2007-11-04,8,30.024,BUF,,CIN,W 33-21,,,,,,,
63,2007,2007-11-11,9,30.031,BUF,@,MIA,W 13-10,,,,,,,
64,2007,2007-11-18,10,30.038,BUF,,NWE,L 10-56,,,,,,,
65,2007,2007-11-25,11,30.045,BUF,@,JAX,L 14-36,,,,,,,
66,2007,2007-12-02,12,30.052,BUF,@,WAS,W 17-16,,,,,,,
67,2007,2007-12-09,13,30.059,BUF,,MIA,W 38-17,,,,,,,
68,2007,2007-12-16,14,30.066,BUF,@,CLE,L 0-8,,,,,,,
69,2007,2007-12-23,15,30.073,BUF,,NYG,L 21-38,,,,,,,
70,2007,2007-12-30,16,30.080,BUF,@,PHI,L 9-17,,,,,,,
71,2008,2008-09-07,1,30.332,TEN,,JAX,W 17-10,,,,,,,
72,2008,2008-09-14,2,30.339,TEN,@,CIN,W 24-7,,,,,,,
73,2008,2008-09-21,3,30.346,TEN,,HOU,W 31-12,,0.0,0,0,0,0,0
74,2008,2008-09-28,4,30.353,TEN,,MIN,W 30-17,,0.0,0,0,0,0,0
75,2008,2008-10-05,5,30.360,TEN,@,BAL,W 13-10,,,,,,,
76,2008,2008-10-19,6,31.008,TEN,@,KAN,W 34-10,,0.0,0,0,0,0,0
77,2008,2008-10-27,7,31.016,TEN,,IND,W 31-21,,,,,,,
78,2008,2008-11-02,8,31.022,TEN,,GNB,W 19-16,,,,,,,
79,2008,2008-11-09,9,31.029,TEN,@,CHI,W 21-14,,,,,,,
80,2008,2008-11-16,10,31.036,TEN,@,JAX,W 24-14,,0.0,0,0,0,0,0
81,2008,2008-11-23,11,31.043,TEN,,NYJ,L 13-34,,,,,,,
82,2008,2008-11-27,12,31.047,TEN,@,DET,W 47-10,,,,,,,
83,2008,2008-12-07,13,31.057,TEN,,CLE,W 28-9,,,,,,,
84,2008,2008-12-14,14,31.064,TEN,@,HOU,L 12-13,,0.0,0,0,0,0,0
85,2008,2008-12-21,15,31.071,TEN,,PIT,W 31-14,,,,,,,
86,2008,2008-12-28,16,31.078,TEN,@,IND,L 0-23,*,0.0,2,0,0,0,0
87,2009,2009-11-16,9,32.036,CLE,,BAL,L 0-16,,,,,,,
88,2009,2009-11-22,10,32.042,CLE,@,DET,L 37-38,,,,,,,
89,2009,2009-12-27,15,32.077,BUF,@,ATL,L 3-31,,,,,,,
90,2009,2010-01-03,16,32.084,BUF,,IND,W 30-7,,0.0,0,2,0,0,0
