ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
161,2003,2003-11-30,12,31.287,PIT,,CIN,L 20-24,*,20,62,3.10,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,,,,,1,6
162,2003,2003-12-07,13,31.294,PIT,,OAK,W 27-7,*,27,106,3.93,1,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,,,,,,1,6
163,2003,2003-12-14,14,31.301,PIT,@,NYJ,L 0-6,*,16,68,4.25,0,3,3,7,2.33,0,100.0%,2.33,0,0,,0,0,0,,,,,,0,0
164,2003,2003-12-21,15,31.308,PIT,,SDG,W 40-24,*,32,115,3.59,1,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,,,,,1,6
165,2003,2003-12-28,16,31.315,PIT,@,BAL,L 10-13,*,23,54,2.35,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
166,2004,2004-09-12,1,32.209,PIT,,OAK,W 24-21,,5,1,0.20,3,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,18
167,2004,2004-09-19,2,32.216,PIT,@,BAL,L 13-30,,,,,,,,,,,0.0%,,,,,,,,,0,,,,,
168,2004,2004-09-26,3,32.223,PIT,@,MIA,W 13-3,,7,12,1.71,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
169,2004,2004-10-03,4,32.230,PIT,,CIN,W 28-17,,6,9,1.50,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,12
170,2004,2004-10-10,5,32.237,PIT,,CLE,W 34-23,,14,34,2.43,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,6
171,2004,2004-10-17,6,32.244,PIT,@,DAL,W 24-20,,5,8,1.60,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,6
172,2004,2004-10-31,7,32.258,PIT,,NWE,W 34-20,,15,65,4.33,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,6
173,2004,2004-11-07,8,32.265,PIT,,PHI,W 27-3,*,33,149,4.52,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
174,2004,2004-11-14,9,32.272,PIT,@,CLE,W 24-10,*,29,103,3.55,2,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,2,12
175,2004,2004-11-21,10,32.279,PIT,@,CIN,W 19-14,*,29,129,4.45,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,,,0,0
176,2004,2004-11-28,11,32.286,PIT,,WAS,W 16-7,*,31,100,3.23,1,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,,,,1,6
177,2004,2004-12-05,12,32.293,PIT,@,JAX,W 17-16,,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
178,2004,2004-12-12,13,32.300,PIT,,NYJ,W 17-6,,10,57,5.70,1,0,0,0,,0,0.0%,,1,1,100.00,10,1,0,147.9,0,0,10.00,30.00,1,6
179,2004,2004-12-18,14,32.306,PIT,@,NYG,W 33-30,*,36,140,3.89,1,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,,,1,6
180,2004,2004-12-26,15,32.314,PIT,,BAL,W 20-7,*,27,117,4.33,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,,,0,0
181,2005,2005-10-10,4,33.236,PIT,@,SDG,W 24-22,,17,54,3.18,1,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,,,,,1,6
182,2005,2005-10-16,5,33.242,PIT,,JAX,L 17-23,,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
183,2005,2005-10-23,6,33.249,PIT,@,CIN,W 27-13,,13,56,4.31,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
184,2005,2005-10-31,7,33.257,PIT,,BAL,W 20-19,,8,22,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
185,2005,2005-11-13,9,33.270,PIT,,CLE,W 34-21,,9,28,3.11,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
186,2005,2005-11-20,10,33.277,PIT,@,BAL,L 13-16,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
187,2005,2005-11-28,11,33.285,PIT,@,IND,L 7-26,,6,9,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
188,2005,2005-12-04,12,33.291,PIT,,CIN,L 31-38,,8,13,1.63,1,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,1,6
189,2005,2005-12-11,13,33.298,PIT,,CHI,W 21-9,,17,101,5.94,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,12
190,2005,2005-12-18,14,33.305,PIT,@,MIN,W 18-3,,9,16,1.78,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
191,2005,2005-12-24,15,33.311,PIT,@,CLE,W 41-0,,7,24,3.43,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
192,2005,2006-01-01,16,33.319,PIT,,DET,W 35-21,,10,41,4.10,3,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,18
