ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
56,2017,2017-11-05,8,24.342,MIA,,OAK,L 24-27,*,7,6,32,5.33,1,85.7%,4.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
57,2017,2017-11-13,9,24.350,MIA,@,CAR,L 21-45,*,10,5,42,8.40,1,50.0%,4.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
58,2017,2017-11-19,10,24.356,MIA,,TAM,L 20-30,*,11,6,95,15.83,1,54.5%,8.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,-5,,0,2,20,10.00,0,,1,6,0.0,0,0
59,2017,2017-11-26,11,24.363,MIA,@,NWE,L 17-35,*,9,8,70,8.75,0,88.9%,7.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2017,2017-12-03,12,25.005,MIA,,DEN,W 35-9,*,6,5,62,12.40,0,83.3%,10.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-5,-5.00,0,,0,0,0.0,0,0
61,2017,2017-12-11,13,25.013,MIA,,NWE,W 27-20,*,8,8,46,5.75,2,100.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,,2,12,0.0,0,0
62,2017,2017-12-17,14,25.019,MIA,@,BUF,L 16-24,*,13,10,99,9.90,0,76.9%,7.62,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
63,2017,2017-12-24,15,25.026,MIA,@,KAN,L 13-29,*,7,5,51,10.20,0,71.4%,7.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
64,2017,2017-12-31,16,25.033,MIA,,BUF,L 16-22,*,10,9,92,10.22,1,90.0%,9.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
65,2018,2018-09-09,1,25.285,CLE,,PIT,T 21-21,,15,7,106,15.14,0,46.7%,7.07,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
66,2018,2018-09-16,2,25.292,CLE,@,NOR,L 18-21,*,7,5,69,13.80,0,71.4%,9.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
67,2018,2018-09-20,3,25.296,CLE,,NYJ,W 21-17,*,15,8,103,12.88,0,53.3%,6.87,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,10,5.00,0,,0,0,0.0,0,0
