ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1977,1977-09-18,1,22.241,NYJ,@,HOU,L 0-20,2,10,5.00,0,1,0,0.00,0,0,0
2,1977,1977-09-25,2,22.248,NYJ,,BAL,L 12-20,,,,,,,,,,
3,1977,1977-10-02,3,22.255,NYJ,,NWE,W 30-27,7,18,2.57,0,0,0,,0,0,0
4,1977,1977-10-09,4,22.262,NYJ,@,BUF,W 24-19,,,,,,,,,,
5,1977,1977-10-16,5,22.269,NYJ,@,MIA,L 17-21,1,3,3.00,0,1,4,4.00,0,0,0
6,1977,1977-10-23,6,22.276,NYJ,,OAK,L 27-28,9,24,2.67,0,0,0,,0,0,0
7,1977,1977-10-30,7,22.283,NYJ,@,NWE,L 13-24,12,41,3.42,0,1,7,7.00,0,0,0
8,1977,1977-11-06,8,22.290,NYJ,,MIA,L 10-14,13,46,3.54,0,2,6,3.00,0,0,0
9,1977,1977-11-13,9,22.297,NYJ,,SEA,L 0-17,6,8,1.33,0,0,0,,0,0,0
10,1977,1977-11-20,10,22.304,NYJ,@,BAL,L 12-33,,,,,,,,,,
11,1977,1977-11-27,11,22.311,NYJ,,PIT,L 20-23,,,,,,,,,,
12,1977,1977-12-04,12,22.318,NYJ,@,NOR,W 16-13,1,3,3.00,0,0,0,,0,0,0
13,1977,1977-12-11,13,22.325,NYJ,,BUF,L 10-14,1,-1,-1.00,0,0,0,,0,0,0
14,1977,1977-12-18,14,22.332,NYJ,@,PHI,L 0-27,4,18,4.50,0,0,0,,0,0,0
15,1978,1978-09-03,1,23.226,NYJ,,MIA,W 33-20,9,45,5.00,0,5,48,9.60,0,0,0
16,1978,1978-09-10,2,23.233,NYJ,@,BUF,W 21-20,14,75,5.36,0,1,1,1.00,0,0,0
17,1978,1978-09-17,3,23.240,NYJ,,SEA,L 17-24,16,80,5.00,0,4,41,10.25,0,0,0
18,1978,1978-09-24,4,23.247,NYJ,@,WAS,L 3-23,10,36,3.60,0,0,0,,0,0,0
19,1978,1978-10-01,5,23.254,NYJ,,PIT,L 17-28,10,41,4.10,1,1,13,13.00,0,1,6
20,1978,1978-10-08,6,23.261,NYJ,,BUF,W 45-14,13,91,7.00,3,0,0,,0,3,18
21,1978,1978-10-15,7,23.268,NYJ,@,BAL,W 33-10,26,136,5.23,1,0,0,,0,1,6
22,1978,1978-10-22,8,23.275,NYJ,,STL,W 23-10,12,49,4.08,0,1,6,6.00,0,0,0
23,1978,1978-10-29,9,23.282,NYJ,@,NWE,L 21-55,7,10,1.43,0,1,11,11.00,0,0,0
24,1978,1978-11-05,10,23.289,NYJ,@,DEN,W 31-28,18,85,4.72,1,2,15,7.50,0,1,6
25,1978,1978-11-12,11,23.296,NYJ,@,PHI,L 9-17,15,62,4.13,1,1,2,2.00,0,1,6
26,1978,1978-11-19,12,23.303,NYJ,,NWE,L 17-19,15,33,2.20,1,6,45,7.50,0,1,6
27,1978,1978-11-26,13,23.310,NYJ,@,MIA,W 24-13,10,34,3.40,1,0,0,,0,1,6
