ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,23.168,KAN,@,HOU,W 20-19,,5,108,21.60,0,0,0,0.0,0,0,0
2,1996,1996-09-08,2,23.175,KAN,,OAK,W 19-3,,1,13,13.00,0,0,0,0.0,0,0,0
3,1996,1996-09-15,3,23.182,KAN,@,SEA,W 35-17,,4,74,18.50,0,0,0,0.0,0,0,0
4,1996,1996-09-22,4,23.189,KAN,,DEN,W 17-14,,3,59,19.67,0,0,0,0.0,0,0,0
5,1996,1996-09-29,5,23.196,KAN,@,SDG,L 19-22,,4,159,39.75,0,0,0,0.0,0,0,0
6,1996,1996-10-07,6,23.204,KAN,,PIT,L 7-17,,4,73,18.25,0,0,0,0.0,0,0,0
7,1996,1996-10-17,7,23.214,KAN,,SEA,W 34-16,,1,39,39.00,0,0,0,0.0,0,0,0
8,1996,1996-10-27,8,23.224,KAN,@,DEN,L 7-34,,1,21,21.00,0,0,0,0.0,0,0,0
9,1996,1996-11-03,9,23.231,KAN,@,MIN,W 21-6,,0,0,,0,,,,,,
10,1996,1996-11-10,10,23.238,KAN,,GNB,W 27-20,,0,0,,0,,,,,,
11,1996,1996-11-17,11,23.245,KAN,,CHI,W 14-10,,2,35,17.50,0,0,0,0.0,0,0,0
12,1996,1996-11-24,12,23.252,KAN,,SDG,L 14-28,,0,0,,0,,,,,,
13,1996,1996-11-28,13,23.256,KAN,@,DET,W 28-24,,0,0,,0,,,,,,
14,1996,1996-12-09,14,23.267,KAN,@,OAK,L 7-26,,0,0,,0,,,,,,
15,1996,1996-12-15,15,23.273,KAN,,IND,L 19-24,,0,0,,0,,,,,,
16,1996,1996-12-22,16,23.280,KAN,@,BUF,L 9-20,,0,0,,0,,,,,,
17,1997,1997-08-31,1,24.167,KAN,@,DEN,L 3-19,,,,,,,,,,,
18,1997,1997-09-08,2,24.175,KAN,@,OAK,W 28-27,,,,,,,,,,,
19,1997,1997-09-14,3,24.181,KAN,,BUF,W 22-16,,,,,,,,,,,
20,1997,1997-09-21,4,24.188,KAN,@,CAR,W 35-14,,0,0,,0,0,0,0.0,1,27,0
21,1997,1997-09-28,5,24.195,KAN,,SEA,W 20-17,,0,0,,0,0,0,1.0,1,13,0
22,1997,1997-10-05,6,24.202,KAN,@,MIA,L 14-17,,,,,,,,,,,
23,1997,1997-10-16,7,24.213,KAN,,SDG,W 31-3,,,,,,,,,,,
24,1997,1997-10-26,8,24.223,KAN,@,STL,W 28-20,,,,,,,,,,,
25,1997,1997-11-03,9,24.231,KAN,,PIT,W 13-10,,0,0,,0,0,0,0.0,1,17,0
26,1997,1997-11-09,10,24.237,KAN,@,JAX,L 10-24,,,,,,,,,,,
27,1997,1997-11-16,11,24.244,KAN,,DEN,W 24-22,,,,,,,,,,,
28,1997,1997-11-23,12,24.251,KAN,@,SEA,W 19-14,,,,,,,,,,,
29,1997,1997-11-30,13,24.258,KAN,,SFO,W 44-9,,,,,,,,,,,
30,1997,1997-12-07,14,24.265,KAN,,OAK,W 30-0,,,,,,,,,,,
31,1997,1997-12-14,15,24.272,KAN,@,SDG,W 29-7,,,,,,,,,,,
