ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1958,1958-09-28,1,22.063,GNB,,CHI,L 20-34,4,8,2.00,0,0,0,,0
2,1958,1958-10-05,2,22.070,GNB,,DET,T 13-13,4,9,2.25,0,1,1,1.00,0
3,1958,1958-10-12,3,22.077,GNB,,BAL,L 17-24,2,6,3.00,0,1,5,5.00,0
4,1958,1958-10-19,4,22.084,GNB,@,WAS,L 21-37,2,-7,-3.50,0,0,0,,0
5,1958,1958-10-26,5,22.091,GNB,,PHI,W 38-35,1,0,0.00,0,0,0,,0
6,1958,1958-11-02,6,22.098,GNB,@,BAL,L 0-56,1,-1,-1.00,0,0,0,,0
7,1958,1958-11-09,7,22.105,GNB,@,CHI,L 10-24,4,6,1.50,0,1,7,7.00,0
8,1958,1958-11-23,9,22.119,GNB,,SFO,L 12-33,1,0,0.00,0,0,0,,0
9,1958,1958-12-07,11,22.133,GNB,@,SFO,L 21-48,3,8,2.67,0,0,0,,0
10,1958,1958-12-14,12,22.140,GNB,@,RAM,L 20-34,1,1,1.00,0,0,0,,0
