ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1998,1998-12-07,13,22.141,TAM,,GNB,W 24-22,,,,,
2,1998,1998-12-13,14,22.147,TAM,,PIT,W 16-3,,,,,
3,1998,1998-12-19,15,22.153,TAM,@,WAS,L 16-20,,,,,
4,1998,1998-12-27,16,22.161,TAM,@,CIN,W 35-0,,,,,
5,1999,1999-11-07,8,23.111,TAM,@,NOR,W 31-16,,,,,
6,1999,1999-11-14,9,23.118,TAM,,KAN,W 17-10,,,,,
7,1999,1999-12-06,12,23.140,TAM,,MIN,W 24-17,,,,,
8,1999,1999-12-12,13,23.146,TAM,,DET,W 23-16,,,,,
9,1999,1999-12-26,15,23.160,TAM,,GNB,W 29-10,,,,,
10,1999,2000-01-02,16,23.167,TAM,@,CHI,W 20-6,,,,,
11,2000,2000-09-10,2,24.053,TAM,,CHI,W 41-0,,,,,
12,2000,2000-09-17,3,24.060,TAM,@,DET,W 31-10,,,,,
13,2000,2000-09-24,4,24.067,TAM,,NYJ,L 17-21,,,,,
14,2000,2000-10-01,5,24.074,TAM,@,WAS,L 17-20,,,,,
15,2000,2000-10-29,8,24.102,TAM,,MIN,W 41-13,,,,,
16,2000,2000-11-05,9,24.109,TAM,@,ATL,W 27-14,,,,,
17,2000,2000-11-26,12,24.130,TAM,,BUF,W 31-17,,,,,
18,2000,2000-12-03,13,24.137,TAM,,DAL,W 27-7,,,,,
19,2000,2000-12-10,14,24.144,TAM,@,MIA,W 16-13,,,,,
20,2000,2000-12-18,15,24.152,TAM,,STL,W 38-35,,,,,
21,2001,2001-09-09,1,25.052,TAM,@,DAL,W 10-6,*,,,,
22,2001,2001-09-30,2,25.073,TAM,@,MIN,L 16-20,,,,,
23,2001,2001-10-07,3,25.080,TAM,,GNB,W 14-10,,,,,
24,2001,2001-10-14,4,25.087,TAM,@,TEN,L 28-31,,,,,
25,2001,2001-10-21,5,25.094,TAM,,PIT,L 10-17,,,,,
26,2001,2001-10-28,6,25.101,TAM,,MIN,W 41-14,,1,22,22.00,0
27,2001,2001-11-04,7,25.108,TAM,@,GNB,L 20-21,,,,,
28,2001,2001-11-11,8,25.115,TAM,@,DET,W 20-17,,,,,
29,2001,2001-11-18,9,25.122,TAM,,CHI,L 24-27,,,,,
30,2001,2001-11-26,10,25.130,TAM,@,STL,W 24-17,,,,,
31,2001,2001-12-02,11,25.136,TAM,@,CIN,W 16-13,,,,,
32,2001,2001-12-09,12,25.143,TAM,,DET,W 15-12,,,,,
33,2001,2001-12-16,13,25.150,TAM,@,CHI,L 3-27,,,,,
34,2001,2001-12-29,15,25.163,TAM,,BAL,W 22-10,,,,,
35,2001,2002-01-06,16,25.171,TAM,,PHI,L 13-17,,,,,
36,2002,2002-09-08,1,26.051,TAM,,NOR,L 20-26,*,,,,
37,2002,2002-09-15,2,26.058,TAM,@,BAL,W 25-0,,,,,
38,2002,2002-09-23,3,26.066,TAM,,STL,W 26-14,,,,,
39,2002,2002-09-29,4,26.072,TAM,@,CIN,W 35-7,,,,,
40,2002,2002-10-06,5,26.079,TAM,@,ATL,W 20-6,,,,,
41,2002,2002-10-13,6,26.086,TAM,,CLE,W 17-3,,,,,
42,2002,2002-10-20,7,26.093,TAM,@,PHI,L 10-20,,,,,
