ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-09-15,2,24.005,CHI,@,ATL,W 14-13,
2,2002,2002-09-22,3,24.012,CHI,,NOR,L 23-29,
3,2002,2002-09-29,4,24.019,CHI,@,BUF,L 27-33,
4,2002,2002-10-07,5,24.027,CHI,,GNB,L 21-34,
5,2002,2002-10-20,6,24.040,CHI,@,DET,L 20-23,
6,2002,2002-10-27,7,24.047,CHI,@,MIN,L 7-25,
7,2002,2002-11-18,10,24.069,CHI,@,STL,L 16-21,
8,2002,2002-11-24,11,24.075,CHI,,DET,W 20-17,
9,2002,2002-12-01,12,24.082,CHI,@,GNB,L 20-30,
10,2002,2002-12-09,13,24.090,CHI,@,MIA,L 9-27,
11,2002,2002-12-15,14,24.096,CHI,,NYJ,W 20-13,*
12,2002,2002-12-22,15,24.103,CHI,@,CAR,L 14-24,*
13,2002,2002-12-29,16,24.110,CHI,,TAM,L 0-15,
14,2003,2003-10-26,8,25.046,CLE,@,NWE,L 3-9,
15,2003,2003-11-09,9,25.060,CLE,@,KAN,L 20-41,
16,2003,2003-11-23,11,25.074,CLE,,PIT,L 6-13,
17,2003,2003-12-08,13,25.089,CLE,,STL,L 20-26,
18,2003,2003-12-14,14,25.095,CLE,@,DEN,L 20-23,*
19,2003,2003-12-21,15,25.102,CLE,,BAL,L 0-35,*
20,2003,2003-12-28,16,25.109,CLE,@,CIN,W 22-14,*
