ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1983,1983-09-04,1,22.182,STL,@,NOR,L 17-28,0,0,,0
2,1983,1983-09-11,2,22.189,STL,,DAL,L 17-34,0,0,,0
3,1983,1983-09-18,3,22.196,STL,,SFO,L 27-42,0,0,,0
4,1983,1983-09-25,4,22.203,STL,@,PHI,W 14-11,0,0,,0
5,1983,1983-10-02,5,22.210,STL,@,KAN,L 14-38,0,0,,0
6,1983,1983-10-09,6,22.217,STL,,WAS,L 14-38,1,19,19.00,0
7,1983,1983-10-16,7,22.224,STL,@,TAM,W 34-27,1,17,17.00,0
8,1983,1983-10-24,8,22.232,STL,,NYG,T 20-20,2,5,2.50,0
9,1983,1983-10-30,9,22.238,STL,,MIN,W 41-31,0,0,,0
10,1983,1983-11-06,10,22.245,STL,@,WAS,L 7-45,0,0,,0
11,1983,1983-11-13,11,22.252,STL,,SEA,W 33-28,0,0,,0
12,1983,1983-11-20,12,22.259,STL,,SDG,W 44-14,0,0,,0
13,1983,1983-11-24,13,22.263,STL,@,DAL,L 17-35,0,0,,0
14,1983,1983-12-04,14,22.273,STL,@,NYG,W 10-6,0,0,,0
15,1983,1983-12-11,15,22.280,STL,@,RAI,W 34-24,0,0,,0
16,1983,1983-12-18,16,22.287,STL,,PHI,W 31-7,0,0,,0
