ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-11-23,11,24.001,DEN,,OAK,L 10-31,,,,,,,,,,,
2,2008,2008-11-30,12,24.008,DEN,@,NYJ,W 34-17,,0,0,,0,0.0,1,3,0,0,0
3,2008,2008-12-07,13,24.015,DEN,,KAN,W 24-17,,0,0,,0,0.0,2,0,0,0,0
4,2008,2008-12-14,14,24.022,DEN,@,CAR,L 10-30,*,0,0,,0,0.0,5,2,1,34,0
5,2008,2008-12-21,15,24.029,DEN,,BUF,L 23-30,*,0,0,,0,0.0,1,0,0,0,0
6,2008,2008-12-28,16,24.036,DEN,@,SDG,L 21-52,*,0,0,,0,0.0,2,2,0,0,0
7,2009,2009-09-20,2,24.302,DEN,,CLE,W 27-6,,0,0,,0,0.0,0,0,0,0,0
8,2009,2009-09-27,3,24.309,DEN,@,OAK,W 23-3,,,,,,,,,,,
9,2009,2009-10-04,4,24.316,DEN,,DAL,W 17-10,,0,0,,0,0.0,0,0,0,0,0
10,2009,2009-10-11,5,24.323,DEN,,NWE,W 20-17,,,,,,,,,,,
11,2009,2009-10-19,6,24.331,DEN,@,SDG,W 34-23,,0,0,,0,0.0,1,0,0,0,0
12,2009,2009-11-01,7,24.344,DEN,@,BAL,L 7-30,,,,,,,,,,,
13,2009,2009-11-09,8,24.352,DEN,,PIT,L 10-28,,0,0,,0,0.0,0,1,0,0,0
14,2009,2009-11-22,10,25.000,DEN,,SDG,L 3-32,,0,0,,0,0.0,0,0,0,0,0
15,2009,2009-11-26,11,25.004,DEN,,NYG,W 26-6,,,,,,,,,,,
16,2009,2009-12-06,12,25.014,DEN,@,KAN,W 44-13,,,,,,,,,,,
17,2009,2009-12-13,13,25.021,DEN,@,IND,L 16-28,,0,0,,0,0.0,1,0,0,0,0
18,2009,2009-12-20,14,25.028,DEN,,OAK,L 19-20,,0,0,,0,0.0,0,0,0,0,0
19,2009,2009-12-27,15,25.035,DEN,@,PHI,L 27-30,,,,,,,,,,,
20,2009,2010-01-03,16,25.042,DEN,,KAN,L 24-44,,0,5,,0,0.0,0,0,0,0,0
21,2011,2011-09-12,1,26.294,NWE,@,MIA,W 38-24,*,0,0,,0,0.0,4,0,0,0,0
22,2011,2011-09-18,2,26.300,NWE,,SDG,W 35-21,*,0,0,,0,0.0,4,0,0,0,0
23,2011,2011-09-25,3,26.307,NWE,@,BUF,L 31-34,*,0,0,,0,0.0,3,0,0,0,0
24,2011,2011-10-02,4,26.314,NWE,@,OAK,W 31-19,*,0,0,,0,0.0,0,2,0,0,0
25,2011,2011-11-06,8,26.349,NWE,,NYG,L 20-24,,0,0,,0,0.0,1,1,0,0,0
