ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1982,1982-09-12,1,22.340,NWE,@,BAL,W 24-13,,,,,
2,1982,1982-09-19,2,22.347,NWE,,NYJ,L 7-31,,,,,
3,1982,1982-11-21,3,23.045,NWE,@,CLE,L 7-10,,,,,
4,1982,1982-11-28,4,23.052,NWE,,HOU,W 29-21,,,,,
5,1982,1982-12-05,5,23.059,NWE,@,CHI,L 13-26,0,0,,0,1.0
6,1982,1982-12-12,6,23.066,NWE,,MIA,W 3-0,0,0,,0,1.0
7,1982,1982-12-19,7,23.073,NWE,@,SEA,W 16-0,,,,,
8,1982,1982-12-26,8,23.080,NWE,@,PIT,L 14-37,,,,,
9,1982,1983-01-02,9,23.087,NWE,,BUF,W 30-19,,,,,
10,1983,1983-09-04,1,23.332,NWE,,BAL,L 23-29,,,,,
11,1983,1983-09-11,2,23.339,NWE,@,MIA,L 24-34,,,,,
12,1983,1983-09-18,3,23.346,NWE,,NYJ,W 23-13,,,,,
13,1983,1983-09-25,4,23.353,NWE,@,PIT,W 28-23,,,,,
14,1983,1983-10-02,5,23.360,NWE,,SFO,L 13-33,,,,,
15,1983,1983-10-09,6,24.002,NWE,@,BAL,L 7-12,,,,,
16,1983,1983-10-16,7,24.009,NWE,,SDG,W 37-21,,,,,
17,1983,1983-10-23,8,24.016,NWE,@,BUF,W 31-0,,,,,
18,1983,1983-10-30,9,24.023,NWE,@,ATL,L 13-24,,,,,
19,1983,1983-11-06,10,24.030,NWE,,BUF,W 21-7,0,0,,0,2.0
20,1983,1983-11-13,11,24.037,NWE,,MIA,W 17-6,,,,,
21,1983,1983-11-20,12,24.044,NWE,,CLE,L 0-30,,,,,
22,1983,1983-11-27,13,24.051,NWE,@,NYJ,L 3-26,,,,,
23,1983,1983-12-04,14,24.058,NWE,,NOR,W 7-0,,,,,
24,1983,1983-12-11,15,24.065,NWE,@,RAM,W 21-7,,,,,
25,1983,1983-12-18,16,24.072,NWE,@,SEA,L 6-24,,,,,
26,1984,1984-09-02,1,24.331,NWE,@,BUF,W 21-17,,,,,
27,1986,1986-10-26,8,27.019,NWE,@,BUF,W 23-3,,,,,
28,1986,1986-11-02,9,27.026,NWE,,ATL,W 25-17,,,,,
29,1986,1986-11-09,10,27.033,NWE,@,IND,W 30-21,,,,,
30,1986,1986-11-16,11,27.040,NWE,@,RAM,W 30-28,,,,,
31,1987,1987-09-20,2,27.348,GNB,,DEN,T 17-17,1,1,1.00,0,0.0
32,1987,1987-11-08,8,28.032,GNB,,CHI,L 24-26,0,0,,0,
33,1987,1987-11-15,9,28.039,GNB,@,SEA,L 13-24,0,0,,0,
34,1987,1987-11-22,10,28.046,GNB,@,KAN,W 23-3,0,0,,0,
35,1987,1987-11-29,11,28.053,GNB,@,CHI,L 10-23,0,0,,0,
36,1987,1987-12-06,12,28.060,GNB,,SFO,L 12-23,0,0,,0,
37,1987,1987-12-13,13,28.067,GNB,,MIN,W 16-10,0,0,,0,
38,1987,1987-12-19,14,28.073,GNB,@,NYG,L 10-20,0,0,,0,
39,1987,1987-12-27,15,28.081,GNB,@,NOR,L 24-33,0,0,,0,
