ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1983,1983-09-04,1,22.159,RAM,@,NYG,W 16-6,0,0,,0,,
2,1983,1983-09-11,2,22.166,RAM,,NOR,W 30-27,0,0,,0,,
3,1983,1983-09-18,3,22.173,RAM,@,GNB,L 24-27,0,0,,0,,
4,1983,1983-09-25,4,22.180,RAM,@,NYJ,L 24-27,0,0,,0,,
5,1983,1983-10-02,5,22.187,RAM,,DET,W 21-10,0,0,,0,,
6,1983,1983-10-09,6,22.194,RAM,@,SFO,W 10-7,0,0,,0,,
7,1983,1983-10-16,7,22.201,RAM,,ATL,W 27-21,0,0,,0,,
8,1983,1983-10-23,8,22.208,RAM,,SFO,L 35-45,1,1,1.00,1,1,6
9,1983,1983-10-30,9,22.215,RAM,@,MIA,L 14-30,0,0,,0,,
10,1983,1983-11-06,10,22.222,RAM,,CHI,W 21-14,0,0,,0,,
11,1983,1983-11-14,11,22.230,RAM,@,ATL,W 36-13,0,0,,0,,
12,1983,1983-11-20,12,22.236,RAM,,WAS,L 20-42,0,0,,0,,
13,1983,1983-11-27,13,22.243,RAM,,BUF,W 41-17,0,0,,0,,
14,1983,1983-12-04,14,22.250,RAM,@,PHI,L 9-13,0,0,,0,,
15,1983,1983-12-11,15,22.257,RAM,,NWE,L 7-21,0,0,,0,,
16,1983,1983-12-18,16,22.264,RAM,@,NOR,W 26-24,0,0,,0,,
17,1984,1984-09-03,1,23.158,RAM,,DAL,L 13-20,0,0,,0,,
18,1984,1984-09-09,2,23.164,RAM,,CLE,W 20-17,1,8,8.00,0,0,0
19,1984,1984-09-16,3,23.171,RAM,@,PIT,L 14-24,0,0,,0,,
20,1984,1984-09-23,4,23.178,RAM,@,CIN,W 24-14,0,0,,0,,
21,1984,1984-09-30,5,23.185,RAM,,NYG,W 33-12,0,0,,0,,
22,1984,1984-10-07,6,23.192,RAM,,ATL,L 28-30,0,0,,0,,
23,1984,1984-10-14,7,23.199,RAM,@,NOR,W 28-10,0,0,,0,,
24,1984,1984-10-22,8,23.207,RAM,@,ATL,W 24-10,0,0,,0,,
25,1984,1984-10-28,9,23.213,RAM,,SFO,L 0-33,0,0,,0,,
26,1984,1984-11-04,10,23.220,RAM,@,STL,W 16-13,0,0,,0,,
27,1984,1984-11-11,11,23.227,RAM,,CHI,W 29-13,0,0,,0,,
28,1984,1984-11-18,12,23.234,RAM,@,GNB,L 6-31,0,0,,0,,
29,1984,1984-11-25,13,23.241,RAM,@,TAM,W 34-33,0,0,,0,,
30,1984,1984-12-02,14,23.248,RAM,,NOR,W 34-21,0,0,,0,,
31,1984,1984-12-09,15,23.255,RAM,,HOU,W 27-16,2,25,12.50,0,0,0
32,1984,1984-12-14,16,23.260,RAM,@,SFO,L 16-19,1,22,22.00,0,0,0
33,1985,1985-09-08,1,24.163,DET,@,ATL,W 28-27,0,0,,0,,
34,1985,1985-09-15,2,24.170,DET,,DAL,W 26-21,2,15,7.50,0,0,0
35,1985,1985-09-22,3,24.177,DET,@,IND,L 6-14,0,0,,0,,
36,1985,1985-09-29,4,24.184,DET,,TAM,W 30-9,1,8,8.00,0,0,0
37,1985,1985-10-06,5,24.191,DET,@,GNB,L 10-43,0,0,,0,,
38,1985,1985-10-13,6,24.198,DET,@,WAS,L 3-24,0,0,,0,,
39,1985,1985-10-20,7,24.205,RAM,@,KAN,W 16-0,0,0,,0,,
40,1985,1985-10-27,8,24.212,RAM,,SFO,L 14-28,0,0,,0,,
41,1985,1985-11-03,9,24.219,RAM,,NOR,W 28-10,1,23,23.00,0,0,0
42,1985,1985-11-10,10,24.226,RAM,@,NYG,L 19-24,0,0,,0,,
43,1985,1985-11-17,11,24.233,RAM,@,ATL,L 14-30,0,0,,0,,
44,1985,1985-11-24,12,24.240,RAM,,GNB,W 34-17,0,0,,0,,
45,1985,1985-12-01,13,24.247,RAM,@,NOR,L 3-29,1,35,35.00,0,0,0
46,1985,1985-12-09,14,24.255,RAM,@,SFO,W 27-20,0,0,,0,,
47,1985,1985-12-15,15,24.261,RAM,,STL,W 46-14,0,0,,0,,
48,1987,1987-10-04,3,26.189,RAM,@,NOR,L 10-37,1,5,5.00,0,0,0
49,1987,1987-10-11,4,26.196,RAM,,PIT,W 31-21,2,14,7.00,1,1,6
50,1987,1987-10-18,5,26.203,RAM,@,ATL,L 20-24,1,12,12.00,1,1,6
51,1987,1987-10-26,6,26.211,RAM,@,CLE,L 17-30,0,0,,0,,
52,1987,1987-11-01,7,26.217,RAM,,SFO,L 10-31,0,0,,0,,
