ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1986,1986-10-26,8,24.034,KAN,,TAM,W 27-20,1.0
2,1986,1986-11-02,9,24.041,KAN,@,SDG,W 24-23,
3,1986,1986-11-09,10,24.048,KAN,,SEA,W 27-7,
4,1986,1986-11-16,11,24.055,KAN,@,DEN,L 17-38,1.0
5,1986,1986-11-23,12,24.062,KAN,@,STL,L 14-23,
6,1986,1986-11-30,13,24.069,KAN,,BUF,L 14-17,
7,1986,1986-12-07,14,24.076,KAN,,DEN,W 37-10,
8,1986,1986-12-14,15,24.083,KAN,@,RAI,W 20-17,
9,1986,1986-12-21,16,24.090,KAN,@,PIT,W 24-19,
10,1987,1987-09-13,1,24.356,KAN,,SDG,W 20-13,
11,1987,1987-09-20,2,24.363,KAN,@,SEA,L 14-43,
12,1987,1987-10-25,6,25.033,KAN,@,SDG,L 21-42,
13,1987,1987-11-01,7,25.040,KAN,@,CHI,L 28-31,
14,1987,1987-11-08,8,25.047,KAN,,PIT,L 16-17,
15,1987,1987-11-15,9,25.054,KAN,,NYJ,L 9-16,
16,1987,1987-11-22,10,25.061,KAN,,GNB,L 3-23,
17,1987,1987-11-26,11,25.065,KAN,@,DET,W 27-20,
18,1987,1987-12-06,12,25.075,KAN,@,CIN,L 27-30,
19,1987,1987-12-13,13,25.082,KAN,,RAI,W 16-10,
20,1987,1987-12-19,14,25.088,KAN,@,DEN,L 17-20,
21,1987,1987-12-27,15,25.096,KAN,,SEA,W 41-20,
22,1988,1988-09-04,1,25.348,KAN,,CLE,L 3-6,1.0
23,1988,1988-09-11,2,25.355,KAN,@,SEA,L 10-31,
24,1988,1988-09-18,3,25.362,KAN,,DEN,W 20-13,
25,1988,1988-09-25,4,26.003,KAN,,SDG,L 23-24,
26,1988,1988-10-02,5,26.010,KAN,@,NYJ,T 17-17,
27,1988,1988-10-09,6,26.017,KAN,@,HOU,L 6-7,
28,1988,1988-10-16,7,26.024,KAN,,RAI,L 17-27,
29,1988,1988-10-30,9,26.038,KAN,@,RAI,L 10-17,
30,1988,1988-11-06,10,26.045,KAN,@,DEN,L 11-17,
31,1988,1988-11-13,11,26.052,KAN,,CIN,W 31-28,
32,1988,1988-11-20,12,26.059,KAN,,SEA,W 27-24,1.0
33,1988,1988-11-27,13,26.066,KAN,@,PIT,L 10-16,
34,1988,1988-12-04,14,26.073,KAN,,NYJ,W 38-34,
35,1988,1988-12-11,15,26.080,KAN,@,NYG,L 12-28,
36,1988,1988-12-18,16,26.087,KAN,@,SDG,L 13-24,
37,1989,1989-09-10,1,26.353,KAN,@,DEN,L 20-34,
38,1989,1989-09-17,2,26.360,KAN,,RAI,W 24-19,
39,1989,1989-09-24,3,27.002,KAN,@,SDG,L 6-21,
40,1989,1989-10-01,4,27.009,KAN,,CIN,L 17-21,2.0
41,1989,1989-10-08,5,27.016,KAN,@,SEA,W 20-16,
42,1989,1989-10-15,6,27.023,KAN,@,RAI,L 14-20,
43,1989,1989-10-22,7,27.030,KAN,,DAL,W 36-28,
44,1989,1989-10-29,8,27.037,KAN,@,PIT,L 17-23,
45,1989,1989-11-05,9,27.044,KAN,,SEA,W 20-10,
46,1989,1989-11-12,10,27.051,KAN,,DEN,L 13-16,
47,1989,1989-11-19,11,27.058,KAN,@,CLE,T 10-10,1.0
48,1989,1989-11-26,12,27.065,KAN,,HOU,W 34-0,2.5
49,1989,1989-12-03,13,27.072,KAN,,MIA,W 26-21,
50,1989,1989-12-10,14,27.079,KAN,@,GNB,W 21-3,
51,1989,1989-12-17,15,27.086,KAN,,SDG,L 13-20,1.0
52,1989,1989-12-24,16,27.093,KAN,@,MIA,W 27-24,
53,1990,1990-09-09,1,27.352,KAN,,MIN,W 24-21,
54,1990,1990-09-17,2,27.360,KAN,@,DEN,L 23-24,
55,1990,1990-09-23,3,28.001,KAN,@,GNB,W 17-3,2.0
56,1990,1990-09-30,4,28.008,KAN,,CLE,W 34-0,
57,1990,1990-10-07,5,28.015,KAN,@,IND,L 19-23,
58,1990,1990-10-14,6,28.022,KAN,,DET,W 43-24,1.0
59,1990,1990-10-21,7,28.029,KAN,@,SEA,L 7-19,
60,1990,1990-11-04,8,28.043,KAN,,RAI,W 9-7,
61,1990,1990-11-11,9,28.050,KAN,,SEA,L 16-17,
62,1990,1990-11-18,10,28.057,KAN,,SDG,W 27-10,
63,1990,1990-11-25,11,28.064,KAN,@,RAI,W 27-24,
64,1990,1990-12-02,12,28.071,KAN,@,NWE,W 37-7,
65,1990,1990-12-09,13,28.078,KAN,,DEN,W 31-20,
66,1990,1990-12-16,14,28.085,KAN,,HOU,L 10-27,
67,1990,1990-12-23,15,28.092,KAN,@,SDG,W 24-21,0.5
68,1990,1990-12-29,16,28.098,KAN,@,CHI,W 21-10,
69,1991,1991-09-01,1,28.344,KAN,,ATL,W 14-3,
70,1991,1991-09-08,2,28.351,KAN,,NOR,L 10-17,
71,1991,1991-09-16,3,28.359,KAN,@,HOU,L 7-17,
72,1991,1991-09-22,4,29.000,KAN,,SEA,W 20-13,
73,1991,1991-09-29,5,29.007,KAN,@,SDG,W 14-13,
74,1991,1991-10-07,6,29.015,KAN,,BUF,W 33-6,
75,1991,1991-10-13,7,29.021,KAN,,MIA,W 42-7,
76,1991,1991-10-20,8,29.028,KAN,@,DEN,L 16-19,
77,1991,1991-10-28,9,29.036,KAN,,RAI,W 24-21,
78,1991,1991-11-10,10,29.049,KAN,@,RAM,W 27-20,
79,1991,1991-11-17,11,29.056,KAN,,DEN,L 20-24,
80,1991,1991-11-24,12,29.063,KAN,@,CLE,L 15-20,
81,1991,1991-12-01,13,29.070,KAN,@,SEA,W 19-6,
82,1991,1991-12-08,14,29.077,KAN,,SDG,W 20-17,
83,1991,1991-12-14,15,29.083,KAN,@,SFO,L 14-28,
84,1991,1991-12-22,16,29.091,KAN,@,RAI,W 27-21,
85,1992,1992-09-06,1,29.350,KAN,@,SDG,W 24-10,
86,1992,1992-09-13,2,29.357,KAN,,SEA,W 26-7,
87,1992,1992-09-20,3,29.364,KAN,@,HOU,L 20-23,
88,1992,1992-09-28,4,30.006,KAN,,RAI,W 27-7,
89,1992,1992-10-04,5,30.012,KAN,@,DEN,L 19-20,1.0
90,1992,1992-10-11,6,30.019,KAN,,PHI,W 24-17,
91,1992,1992-10-18,7,30.026,KAN,@,DAL,L 10-17,
92,1992,1992-10-25,8,30.033,KAN,,PIT,L 3-27,
93,1992,1992-11-08,9,30.047,KAN,,SDG,W 16-14,
94,1992,1992-11-15,10,30.054,KAN,,WAS,W 35-16,
95,1992,1992-11-29,12,30.068,KAN,@,NYJ,W 23-7,
96,1992,1992-12-06,13,30.075,KAN,@,RAI,L 7-28,1.0
97,1992,1992-12-13,14,30.082,KAN,,NWE,W 27-20,
98,1992,1992-12-19,15,30.088,KAN,@,NYG,L 21-35,
99,1992,1992-12-27,16,30.096,KAN,,DEN,W 42-20,0.5
100,1993,1993-09-05,1,30.348,KAN,@,TAM,W 27-3,
101,1993,1993-10-03,4,31.011,KAN,,RAI,W 24-9,
102,1993,1993-10-10,5,31.018,KAN,,CIN,W 17-15,
103,1993,1993-10-17,6,31.025,KAN,@,SDG,W 17-14,
