ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2015,2015-09-20,2,24.354,WAS,,STL,W 24-10,,3,3,100.0,1,1,100.0,0,6
2,2015,2015-09-24,3,24.358,WAS,@,NYG,L 21-32,,1,1,100.0,2,2,100.0,0,7
3,2015,2015-10-04,4,25.003,WAS,,PHI,W 23-20,,2,2,100.0,3,3,100.0,0,11
4,2015,2015-10-11,5,25.010,WAS,@,ATL,L 19-25,,1,1,100.0,2,3,66.7,0,7
5,2015,2015-10-18,6,25.017,WAS,@,NYJ,L 20-34,,2,2,100.0,2,2,100.0,0,8
6,2015,2015-10-25,7,25.024,WAS,,TAM,W 31-30,,4,4,100.0,1,1,100.0,0,7
7,2015,2015-11-08,8,25.038,WAS,@,NWE,L 10-27,,1,1,100.0,1,1,100.0,0,4
8,2015,2015-11-15,9,25.045,WAS,,NOR,W 47-14,,5,5,100.0,4,4,100.0,0,17
9,2015,2015-11-22,10,25.052,WAS,@,CAR,L 16-44,,2,2,100.0,,,,0,2
10,2015,2015-11-29,11,25.059,WAS,,NYG,W 20-14,,2,2,100.0,2,3,66.7,0,8
11,2015,2015-12-07,12,25.067,WAS,,DAL,L 16-19,,1,1,100.0,3,4,75.0,0,10
12,2015,2015-12-13,13,25.073,WAS,@,CHI,W 24-21,,3,3,100.0,1,1,100.0,0,6
13,2015,2015-12-20,14,25.080,WAS,,BUF,W 35-25,,5,5,100.0,,,,0,5
14,2015,2015-12-26,15,25.086,WAS,@,PHI,W 38-24,,3,4,75.0,1,1,100.0,0,6
15,2015,2016-01-03,16,25.094,WAS,@,DAL,W 34-23,,4,4,100.0,2,2,100.0,0,10
16,2016,2016-09-12,1,25.347,WAS,,PIT,L 16-38,,1,1,100.0,3,3,100.0,0,10
17,2016,2016-09-18,2,25.353,WAS,,DAL,L 23-27,,2,2,100.0,3,3,100.0,0,11
18,2016,2016-09-25,3,25.360,WAS,@,NYG,W 29-27,,2,2,100.0,5,5,100.0,0,17
19,2016,2016-10-02,4,26.001,WAS,,CLE,W 31-20,,4,4,100.0,1,1,100.0,0,7
20,2016,2016-10-09,5,26.008,WAS,@,BAL,W 16-10,,1,2,50.0,1,2,50.0,0,4
21,2016,2016-10-16,6,26.015,WAS,,PHI,W 27-20,,3,3,100.0,2,2,100.0,0,9
22,2016,2016-10-23,7,26.022,WAS,@,DET,L 17-20,,2,2,100.0,1,2,50.0,0,5
23,2016,2016-10-30,8,26.029,WAS,@,CIN,T 27-27,,3,3,100.0,2,4,50.0,0,9
24,2016,2016-11-13,9,26.043,WAS,,MIN,W 26-20,,2,2,100.0,4,4,100.0,0,14
25,2016,2016-11-20,10,26.050,WAS,,GNB,W 42-24,,3,4,75.0,1,1,100.0,0,6
26,2016,2016-11-24,11,26.054,WAS,@,DAL,L 26-31,,2,2,100.0,2,4,50.0,0,8
27,2016,2016-12-04,12,26.064,WAS,@,ARI,L 23-31,,2,2,100.0,3,3,100.0,0,11
28,2016,2016-12-11,13,26.071,WAS,@,PHI,W 27-22,,3,3,100.0,,1,0.0,0,3
29,2016,2016-12-19,14,26.079,WAS,,CAR,L 15-26,,,1,0.0,3,3,100.0,0,9
30,2016,2016-12-24,15,26.084,WAS,@,CHI,W 41-21,,5,5,100.0,2,2,100.0,0,11
31,2016,2017-01-01,16,26.092,WAS,,NYG,L 10-19,,1,1,100.0,1,2,50.0,0,4
32,2017,2017-09-10,1,26.344,WAS,,PHI,L 17-30,,2,2,100.0,1,1,100.0,0,5
33,2017,2017-09-17,2,26.351,WAS,@,LAR,W 27-20,,3,3,100.0,2,3,66.7,0,9
34,2017,2017-09-24,3,26.358,WAS,,OAK,W 27-10,,3,3,100.0,2,3,66.7,0,9
35,2017,2017-10-02,4,27.001,WAS,@,KAN,L 20-29,,2,2,100.0,2,2,100.0,0,8
36,2017,2017-10-15,5,27.014,WAS,,SFO,W 26-24,,2,3,66.7,2,2,100.0,0,8
37,2017,2017-12-17,14,27.077,WAS,,ARI,W 20-15,,2,2,100.0,2,2,100.0,0,8
38,2017,2017-12-24,15,27.084,WAS,,DEN,W 27-11,,3,3,100.0,2,2,100.0,0,9
39,2017,2017-12-31,16,27.091,WAS,@,NYG,L 10-18,,1,1,100.0,1,2,50.0,0,4
40,2018,2018-09-09,1,27.343,WAS,@,ARI,W 24-6,,3,3,100.0,1,1,100.0,0,6
41,2018,2018-09-16,2,27.350,WAS,,IND,L 9-21,,,,,3,4,75.0,0,9
42,2018,2018-09-23,3,27.357,WAS,,GNB,W 31-17,,4,4,100.0,1,1,100.0,0,7
