ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-09-18,3,22.087,NWE,@,CIN,W 31-28,,,,,,,,,,,
2,1994,1994-09-25,4,22.094,NWE,@,DET,W 23-17,,,,,,,,,,,
3,1994,1994-10-02,5,22.101,NWE,,GNB,W 17-16,,,,,,,,,,,
4,1994,1994-10-09,6,22.108,NWE,,RAI,L 17-21,,,,,,,,,,,
5,1994,1994-10-30,8,22.129,NWE,,MIA,L 3-23,,,,,,,,,,,
6,1994,1994-11-06,9,22.136,NWE,@,CLE,L 6-13,,,,,,,,,,,
7,1994,1994-11-13,10,22.143,NWE,,MIN,W 26-20,,,,,,,,,,,
8,1994,1994-11-20,11,22.150,NWE,,SDG,W 23-17,,,,,,,,,,,
9,1994,1994-12-04,13,22.164,NWE,,NYJ,W 24-13,,,,,,,,,,,
10,1994,1994-12-11,14,22.171,NWE,,IND,W 28-13,,,,,,,,,,,
11,1994,1994-12-18,15,22.178,NWE,@,BUF,W 41-17,,0,0,,0,0,0,0.0,1,21,0
12,1994,1994-12-24,16,22.184,NWE,@,CHI,W 13-3,,,,,,,,,,,
13,1995,1995-09-03,1,23.072,NWE,,CLE,W 17-14,,,,,,,,,,,
14,1995,1995-09-10,2,23.079,NWE,,MIA,L 3-20,,,,,,,,,,,
15,1995,1995-09-17,3,23.086,NWE,@,SFO,L 3-28,,,,,,,,,,,
16,1995,1995-10-01,4,23.100,NWE,@,ATL,L 17-30,,,,,,,,,,,
17,1995,1995-10-08,5,23.107,NWE,,DEN,L 3-37,,,,,,,,,,,
18,1995,1995-10-15,6,23.114,NWE,@,KAN,L 26-31,,,,,,,,,,,
19,1995,1995-10-23,7,23.122,NWE,,BUF,W 27-14,,,,,,,,,,,
20,1995,1995-10-29,8,23.128,NWE,,CAR,L 17-20,,,,,,,,,,,
21,1995,1995-11-05,9,23.135,NWE,@,NYJ,W 20-7,,,,,,,,,,,
22,1995,1995-11-12,10,23.142,NWE,@,MIA,W 34-17,,,,,,,,,,,
