ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2016,2016-09-11,1,24.078,CHI,@,HOU,L 14-23,*,7,3,34,11.33,0,42.9%,4.86,0,0,,0
2,2016,2016-09-19,2,24.086,CHI,,PHI,L 14-29,*,6,4,36,9.00,0,66.7%,6.00,1,9,9.00,0
3,2016,2016-09-25,3,24.092,CHI,@,DAL,L 17-31,*,14,6,62,10.33,0,42.9%,4.43,0,0,,0
4,2016,2016-10-02,4,24.099,CHI,,DET,W 17-14,*,9,6,55,9.17,0,66.7%,6.11,0,0,,0
5,2017,2017-09-10,1,25.077,CHI,,ATL,L 17-23,*,4,2,6,3.00,0,50.0%,1.50,0,0,,0
6,2018,2018-09-09,1,26.076,CHI,@,GNB,L 23-24,,0,0,0,,0,0.0%,,0,0,,0
7,2018,2018-09-17,2,26.084,CHI,,SEA,W 24-17,,0,0,0,,0,0.0%,,0,0,,0
8,2018,2018-09-23,3,26.090,CHI,@,ARI,W 16-14,,0,0,0,,0,0.0%,,0,0,,0
