ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,23.312,CAR,@,NYG,L 18-31,*,8,2,22,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2010,2010-09-26,3,23.326,CAR,,CIN,L 7-20,,6,1,44,44.00,0,16.7%,7.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2010,2010-10-03,4,23.333,CAR,@,NOR,L 14-16,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2010,2010-10-10,5,23.340,CAR,,CHI,L 6-23,*,8,1,16,16.00,0,12.5%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2010,2010-10-24,6,23.354,CAR,,SFO,W 23-20,,6,6,91,15.17,0,100.0%,15.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2010,2010-10-31,7,23.361,CAR,@,STL,L 10-20,,8,4,40,10.00,1,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
7,2010,2010-11-07,8,24.003,CAR,,NOR,L 3-34,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2010,2010-11-14,9,24.010,CAR,@,TAM,L 16-31,,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2010,2010-11-28,11,24.024,CAR,@,CLE,L 23-24,,4,2,37,18.50,0,50.0%,9.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2010,2010-12-05,12,24.031,CAR,@,SEA,L 14-31,,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2010,2010-12-12,13,24.038,CAR,,ATL,L 10-31,,9,6,38,6.33,0,66.7%,4.22,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2010,2010-12-19,14,24.045,CAR,,ARI,W 19-12,,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2010,2010-12-23,15,24.049,CAR,@,PIT,L 3-27,,2,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
14,2010,2011-01-02,16,24.059,CAR,@,ATL,L 10-31,,8,4,63,15.75,0,50.0%,7.88,1,60,60.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2011,2011-09-11,1,24.311,CAR,@,ARI,L 21-28,,5,4,70,17.50,0,80.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2011,2011-09-18,2,24.318,CAR,,GNB,L 23-30,,5,4,49,12.25,1,80.0%,9.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
17,2011,2011-09-25,3,24.325,CAR,,JAX,W 16-10,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2011,2011-10-02,4,24.332,CAR,@,CHI,L 29-34,,6,4,42,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
