ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2010,2010-10-17,6,24.017,DEN,,NYJ,L 20-24,,,,
2,2010,2010-10-24,7,24.024,DEN,,OAK,L 14-59,,,,
3,2010,2010-10-31,8,24.031,DEN,@,SFO,L 16-24,,0.0,0,0
4,2010,2010-11-14,9,24.045,DEN,,KAN,W 49-29,,0.0,1,1
5,2010,2010-11-22,10,24.053,DEN,@,SDG,L 14-35,,,,
6,2010,2010-11-28,11,24.059,DEN,,STL,L 33-36,,,,
7,2010,2010-12-05,12,24.066,DEN,@,KAN,L 6-10,,,,
8,2010,2010-12-12,13,24.073,DEN,@,ARI,L 13-43,,,,
9,2011,2011-12-04,12,25.065,DEN,@,MIN,W 35-32,,0.0,0,0
10,2011,2011-12-11,13,25.072,DEN,,CHI,W 13-10,,,,
11,2011,2011-12-18,14,25.079,DEN,,NWE,L 23-41,,0.0,2,0
12,2011,2012-01-01,16,25.093,DEN,,KAN,L 3-7,,,,
