ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-11-12,9,22.117,MIN,,GNB,L 17-23,,,,,,,,,,,,,,,
2,2006,2006-11-19,10,22.124,MIN,@,MIA,L 20-24,,,,,,,,,,,,,,,
3,2006,2006-11-26,11,22.131,MIN,,ARI,W 31-26,,,,,,,,,,,,,,,
4,2006,2006-12-03,12,22.138,MIN,@,CHI,L 13-23,,,,,,,,,,,,,,,
5,2006,2006-12-10,13,22.145,MIN,@,DET,W 30-20,,,,,,,,,,,,,,,
6,2006,2006-12-17,14,22.152,MIN,,NYJ,L 13-26,,0,0,,0,1,1,1.00,0,0.0,,,0,0,0
7,2006,2006-12-21,15,22.156,MIN,@,GNB,L 7-9,,,,,,,,,,,,,,,
8,2006,2006-12-31,16,22.166,MIN,,STL,L 21-41,*,,,,,,,,,,,,,,
9,2007,2007-09-09,1,23.053,MIN,,ATL,W 24-3,,,,,,,,,,,,,,,
10,2007,2007-09-16,2,23.060,MIN,@,DET,L 17-20,,,,,,,,,,,,,,,
11,2007,2007-09-23,3,23.067,MIN,@,KAN,L 10-13,,,,,,,,,,,,,,,
12,2007,2007-09-30,4,23.074,MIN,,GNB,L 16-23,,,,,,,,,,,,,,,
13,2007,2007-10-14,5,23.088,MIN,@,CHI,W 34-31,,,,,,,,,,,,,,,
14,2007,2007-10-21,6,23.095,MIN,@,DAL,L 14-24,,,,,,,,,,,,,,,
15,2007,2007-10-28,7,23.102,MIN,,PHI,L 16-23,*,,,,,,,,,,,,,,
16,2007,2007-11-04,8,23.109,MIN,,SDG,W 35-17,,0,0,,0,0,0,,0,0.0,,,1,0,0
17,2007,2007-11-11,9,23.116,MIN,@,GNB,L 0-34,*,,,,,,,,,,,,,,
18,2007,2007-11-18,10,23.123,MIN,,OAK,W 29-22,,1,27,27.00,0,0,0,,0,0.0,,,0,0,0
19,2007,2007-11-25,11,23.130,MIN,@,NYG,W 41-17,,1,21,21.00,0,0,0,,0,0.0,,,0,0,0
20,2007,2007-12-02,12,23.137,MIN,,DET,W 42-10,*,,,,,,,,,,,,,,
21,2007,2007-12-09,13,23.144,MIN,@,SFO,W 27-7,,,,,,,,,,,,,,,
22,2007,2007-12-17,14,23.152,MIN,,CHI,W 20-13,,,,,,,,,,,,,,,
23,2007,2007-12-23,15,23.158,MIN,,WAS,L 21-32,,,,,,,,,,,,,,,
24,2007,2007-12-30,16,23.165,MIN,@,DEN,L 19-22,,,,,,,,,,,,,,,
25,2008,2008-09-08,1,24.052,MIN,@,GNB,L 19-24,*,0,0,,0,1,0,0.00,0,0.0,4,0,0,0,0
26,2008,2008-09-14,2,24.058,MIN,,IND,L 15-18,,0,0,,0,2,15,7.50,0,0.0,2,0,1,0,0
27,2008,2008-09-21,3,24.065,MIN,,CAR,W 20-10,,0,0,,0,0,0,,0,0.0,2,1,0,0,0
28,2008,2008-09-28,4,24.072,MIN,@,TEN,L 17-30,,0,0,,0,3,19,6.33,0,0.0,2,0,0,0,0
29,2008,2008-10-06,5,24.080,MIN,@,NOR,W 30-27,,0,0,,0,0,0,,0,0.0,4,0,0,0,0
30,2008,2008-10-12,6,24.086,MIN,,DET,W 12-10,,1,42,42.00,0,3,5,1.67,0,0.0,0,0,0,0,0
31,2008,2008-10-19,7,24.093,MIN,@,CHI,L 41-48,,0,0,,0,2,3,1.50,0,0.0,0,0,0,0,0
32,2008,2008-11-02,8,24.107,MIN,,HOU,W 28-21,,0,0,,0,2,5,2.50,0,0.0,2,0,0,0,0
33,2008,2008-11-09,9,24.114,MIN,,GNB,W 28-27,*,1,19,19.00,0,2,19,9.50,0,0.0,1,0,0,0,0
