ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,22.241,SDG,@,DEN,W 37-34,,,,,,,,,
2,1994,1994-11-06,9,22.304,SDG,@,ATL,L 9-10,,,,,,,,,
3,1994,1994-11-27,12,22.325,SDG,,RAM,W 31-17,,,,,,,,,
4,1994,1994-12-11,14,22.339,SDG,,SFO,L 15-38,,,,,,,,,
5,1994,1994-12-18,15,22.346,SDG,@,NYJ,W 21-6,,,,,,,,,
6,1994,1994-12-24,16,22.352,SDG,,PIT,W 37-34,,,,,,,,,
7,1995,1995-09-03,1,23.240,SDG,@,OAK,L 7-17,,,,,,,,,
8,1995,1995-09-10,2,23.247,SDG,,SEA,W 14-10,,,,,,,,,
9,1995,1995-09-17,3,23.254,SDG,@,PHI,W 27-21,,,,,,,,,
10,1995,1995-09-24,4,23.261,SDG,,DEN,W 17-6,,,,,,,,,
11,1995,1995-10-01,5,23.268,SDG,@,PIT,L 16-31,,,,,,,,,
12,1995,1995-10-09,6,23.276,SDG,@,KAN,L 23-29,,,,,,,,,
13,1995,1995-10-15,7,23.282,SDG,,DAL,L 9-23,,,,,,,,,
14,1995,1995-10-22,8,23.289,SDG,@,SEA,W 35-25,,,,,,,,,
15,1995,1995-11-05,9,23.303,SDG,,MIA,L 14-24,,,,,,,,,
16,1995,1995-11-12,10,23.310,SDG,,KAN,L 7-22,,,,,,,,,
17,1995,1995-11-19,11,23.317,SDG,@,DEN,L 27-30,,,,,,,,,
18,1995,1995-11-27,12,23.325,SDG,,OAK,W 12-6,,,,,,,,,
19,1995,1995-12-03,13,23.331,SDG,,CLE,W 31-13,0,0,,0,0,0,1,1,0
20,1995,1995-12-09,14,23.337,SDG,,ARI,W 28-25,,,,,,,,,
21,1995,1995-12-17,15,23.345,SDG,@,IND,W 27-24,0,0,,0,0,0,1,13,0
22,1995,1995-12-23,16,23.351,SDG,@,NYG,W 27-17,,,,,,,,,
23,1996,1996-09-01,1,24.239,SDG,,SEA,W 29-7,,,,,,,,,
24,1996,1996-09-08,2,24.246,SDG,,CIN,W 27-14,,,,,,,,,
25,1996,1996-09-15,3,24.253,SDG,@,GNB,L 10-42,,,,,,,,,
26,1996,1996-09-22,4,24.260,SDG,@,OAK,W 40-34,0,0,,0,1,6,1,83,1
27,1996,1996-09-29,5,24.267,SDG,,KAN,W 22-19,,,,,,,,,
28,1996,1996-10-06,6,24.274,SDG,@,DEN,L 17-28,,,,,,,,,
29,1996,1996-10-21,7,24.289,SDG,,OAK,L 14-23,,,,,,,,,
30,1996,1996-10-27,8,24.295,SDG,@,SEA,L 13-32,,,,,,,,,
31,1996,1996-11-03,9,24.302,SDG,@,IND,W 26-19,,,,,,,,,
32,1996,1996-11-11,10,24.310,SDG,,DET,W 27-21,,,,,,,,,
33,1996,1996-11-17,11,24.316,SDG,,TAM,L 17-25,,,,,,,,,
34,1996,1996-11-24,12,24.323,SDG,@,KAN,W 28-14,,,,,,,,,
35,1996,1996-12-01,13,24.330,SDG,,NWE,L 7-45,,,,,,,,,
36,1996,1996-12-08,14,24.337,SDG,@,PIT,L 3-16,,,,,,,,,
37,1996,1996-12-14,15,24.343,SDG,@,CHI,L 14-27,,,,,,,,,
38,1996,1996-12-22,16,24.351,SDG,,DEN,W 16-10,0,0,,0,0,0,1,0,0
39,1997,1997-08-31,1,25.237,PHI,@,NYG,L 17-31,0,0,,0,,,,,
40,1997,1997-09-07,2,25.244,PHI,,GNB,W 10-9,0,0,,0,,,,,
41,1997,1997-09-15,3,25.252,PHI,@,DAL,L 20-21,0,0,,0,,,,,
42,1997,1997-09-28,4,25.265,PHI,@,MIN,L 19-28,0,0,,0,,,,,
43,1997,1997-10-05,5,25.272,PHI,,WAS,W 24-10,0,0,,0,,,,,
44,1997,1997-10-12,6,25.279,PHI,@,JAX,L 21-38,0,0,,0,,,,,
45,1997,1997-10-19,7,25.286,PHI,,ARI,W 13-10,0,0,,0,,,,,
46,1997,1997-10-26,8,25.293,PHI,,DAL,W 13-12,0,0,,0,,,,,
47,1997,1997-11-02,9,25.300,PHI,@,ARI,L 21-31,1,39,39.00,1,1,6,0,0,0
48,1997,1997-11-10,10,25.308,PHI,,SFO,L 12-24,0,0,,0,,,,,
49,1997,1997-11-16,11,25.314,PHI,@,BAL,T 10-10,0,0,,0,,,,,
50,1997,1997-11-23,12,25.321,PHI,,PIT,W 23-20,0,0,,0,,,,,
51,1997,1997-11-30,13,25.328,PHI,,CIN,W 44-42,0,0,,0,,,,,
52,1997,1997-12-07,14,25.335,PHI,,NYG,L 21-31,0,0,,0,,,,,
53,1997,1997-12-14,15,25.342,PHI,@,ATL,L 17-20,0,0,,0,,,,,
54,1997,1997-12-21,16,25.349,PHI,@,WAS,L 32-35,0,0,,0,,,,,
55,1998,1998-11-29,12,26.327,SDG,,DEN,L 16-31,,,,,,,,,
56,1998,1998-12-06,13,26.334,SDG,@,WAS,L 20-24,,,,,,,,,
57,1998,1998-12-13,14,26.341,SDG,@,SEA,L 17-38,,,,,,,,,
58,1998,1998-12-20,15,26.348,SDG,,OAK,L 10-17,,,,,,,,,
59,1998,1998-12-27,16,26.355,SDG,@,ARI,L 13-16,,,,,,,,,
