ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2018,2018-09-09,1,22.248,SEA,@,DEN,L 24-27,,6,354,59.00,0
2,2018,2018-09-17,2,22.256,SEA,@,CHI,L 17-24,,7,316,45.14,0
3,2018,2018-09-23,3,22.262,SEA,,DAL,W 24-13,,8,350,43.75,0
