ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1984,1984-09-02,1,22.250,STL,@,GNB,L 23-24
2,1984,1984-09-09,2,22.257,STL,,BUF,W 37-7
3,1984,1984-09-16,3,22.264,STL,@,IND,W 34-33
4,1984,1984-09-23,4,22.271,STL,@,NOR,L 24-34
5,1984,1984-09-30,5,22.278,STL,,MIA,L 28-36
6,1984,1984-10-07,6,22.285,STL,@,DAL,W 31-20
7,1984,1984-10-14,7,22.292,STL,,CHI,W 38-21
8,1984,1984-10-21,8,22.299,STL,,WAS,W 26-24
9,1984,1984-10-28,9,22.306,STL,@,PHI,W 34-14
10,1984,1984-11-04,10,22.313,STL,,RAM,L 13-16
11,1984,1984-11-11,11,22.320,STL,,DAL,L 17-24
12,1984,1984-11-25,13,22.334,STL,,PHI,W 17-16
13,1984,1984-12-02,14,22.341,STL,@,NWE,W 33-10
14,1984,1984-12-09,15,22.348,STL,,NYG,W 31-21
15,1984,1984-12-16,16,22.355,STL,@,WAS,L 27-29
16,1985,1985-09-08,1,23.255,STL,@,CLE,W 27-24
17,1985,1985-09-15,2,23.262,STL,,CIN,W 41-27
18,1985,1985-09-22,3,23.269,STL,@,NYG,L 17-27
19,1985,1985-09-29,4,23.276,STL,,GNB,W 43-28
20,1985,1985-10-07,5,23.284,STL,@,WAS,L 10-27
21,1985,1985-10-13,6,23.290,STL,@,PHI,L 7-30
22,1985,1985-10-20,7,23.297,STL,@,PIT,L 10-23
23,1985,1985-10-27,8,23.304,STL,,HOU,L 10-20
24,1985,1985-11-04,9,23.312,STL,,DAL,W 21-10
25,1985,1985-11-10,10,23.318,STL,@,TAM,L 0-16
26,1985,1985-11-17,11,23.325,STL,,PHI,L 14-24
27,1985,1985-11-24,12,23.332,STL,,NYG,L 3-34
28,1985,1985-11-28,13,23.336,STL,@,DAL,L 17-35
29,1985,1985-12-08,14,23.346,STL,,NOR,W 28-16
30,1985,1985-12-15,15,23.353,STL,@,RAM,L 14-46
31,1985,1985-12-21,16,23.359,STL,,WAS,L 16-27
32,1986,1986-09-07,1,24.254,STL,,RAM,L 10-16
33,1990,1990-09-09,1,28.256,HOU,@,ATL,L 27-47
34,1990,1990-09-16,2,28.263,HOU,@,PIT,L 9-20
35,1990,1990-09-23,3,28.270,HOU,,IND,W 24-10
36,1990,1990-09-30,4,28.277,HOU,@,SDG,W 17-7
37,1990,1990-10-07,5,28.284,HOU,,SFO,L 21-24
38,1990,1990-10-14,6,28.291,HOU,,CIN,W 48-17
39,1990,1990-10-21,7,28.298,HOU,,NOR,W 23-10
40,1990,1990-10-28,8,28.305,HOU,,NYJ,L 12-17
41,1990,1990-11-04,9,28.312,HOU,@,RAM,L 13-17
42,1990,1990-11-18,10,28.326,HOU,@,CLE,W 35-23
43,1990,1990-11-26,11,28.334,HOU,,BUF,W 27-24
44,1990,1990-12-02,12,28.340,HOU,@,SEA,L 10-13
45,1990,1990-12-09,13,28.347,HOU,,CLE,W 58-14
46,1990,1990-12-16,14,28.354,HOU,@,KAN,W 27-10
47,1990,1990-12-23,15,28.361,HOU,@,CIN,L 20-40
48,1990,1990-12-30,16,29.003,HOU,,PIT,W 34-14
49,1991,1991-09-16,3,29.263,HOU,,KAN,W 17-7
50,1991,1991-09-22,4,29.269,HOU,@,NWE,L 20-24
51,1991,1991-10-06,5,29.283,HOU,,DEN,W 42-14
52,1991,1991-10-13,6,29.290,HOU,@,NYJ,W 23-20
53,1991,1991-10-20,7,29.297,HOU,@,MIA,W 17-13
54,1991,1991-10-27,8,29.304,HOU,,CIN,W 35-3
