ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1993,1993-09-05,1,29.301,IND,,MIA,L 20-24,0,0,,0
2,1993,1993-09-12,2,29.308,IND,@,CIN,W 9-6,0,0,,0
3,1993,1993-09-26,3,29.322,IND,,CLE,W 23-10,0,0,,0
4,1993,1993-10-03,4,29.329,IND,@,DEN,L 13-35,0,0,,0
5,1993,1993-10-10,5,29.336,IND,,DAL,L 3-27,0,0,,0
6,1993,1993-10-24,6,29.350,IND,@,MIA,L 27-41,0,0,,0
7,1993,1993-10-31,7,29.357,IND,,NWE,W 9-6,0,0,,0
8,1993,1993-11-07,8,29.364,IND,@,WAS,L 24-30,0,0,,0
9,1993,1993-11-14,9,30.006,IND,,NYJ,L 17-31,2,2,1.00,0
10,1993,1993-11-21,10,30.013,IND,@,BUF,L 9-23,0,0,,0
11,1993,1993-11-29,11,30.021,IND,,SDG,L 0-31,0,0,,0
12,1993,1993-12-05,12,30.027,IND,@,NYJ,W 9-6,0,0,,0
13,1993,1993-12-12,13,30.034,IND,@,NYG,L 6-20,0,0,,0
14,1993,1993-12-19,14,30.041,IND,,PHI,L 10-20,0,0,,0
15,1993,1993-12-26,15,30.048,IND,@,NWE,L 0-38,0,0,,0
16,1993,1994-01-02,16,30.055,IND,,BUF,L 10-30,0,0,,0
17,1995,1995-09-03,1,31.299,CAR,@,ATL,L 20-23,0,0,,0
18,1995,1995-09-10,2,31.306,CAR,@,BUF,L 9-31,0,0,,0
19,1995,1995-09-17,3,31.313,CAR,,STL,L 10-31,0,0,,0
20,1995,1995-10-01,4,31.327,CAR,,TAM,L 13-20,0,0,,0
21,1995,1995-10-08,5,31.334,CAR,@,CHI,L 27-31,0,0,,0
22,1995,1995-10-15,6,31.341,CAR,,NYJ,W 26-15,0,0,,0
23,1995,1995-10-22,7,31.348,CAR,,NOR,W 20-3,0,0,,0
24,1995,1995-10-29,8,31.355,CAR,@,NWE,W 20-17,0,0,,0
25,1995,1995-11-05,9,31.362,CAR,@,SFO,W 13-7,0,0,,0
26,1995,1995-11-12,10,32.004,CAR,@,STL,L 17-28,0,0,,0
27,1995,1995-11-19,11,32.011,CAR,,ARI,W 27-7,0,0,,0
28,1995,1995-11-26,12,32.018,CAR,@,NOR,L 26-34,0,0,,0
29,1995,1995-12-03,13,32.025,CAR,,IND,W 13-10,0,0,,0
30,1995,1995-12-10,14,32.032,CAR,,SFO,L 10-31,0,0,,0
31,1995,1995-12-17,15,32.039,CAR,,ATL,W 21-17,1,5,5.00,0
32,1995,1995-12-24,16,32.046,CAR,@,WAS,L 17-20,0,0,,0
