ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1970,1970-10-10,4,22.285,NYJ,,MIA,L 6-20,,,,,,,,,,,,,,,,,,,,,,,,,
2,1970,1970-10-18,5,22.293,NYJ,,BAL,L 22-29,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0
3,1970,1970-10-25,6,22.300,NYJ,,BUF,L 6-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0
4,1970,1970-11-01,7,22.307,NYJ,,NYG,L 10-22,,,,,,,,,,,,,,,,,,,,,,,,,
5,1970,1970-11-08,8,22.314,NYJ,@,PIT,L 17-21,0,0,,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1970,1970-11-15,9,22.321,NYJ,@,RAM,W 31-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,2.00,0,0,0
7,1970,1970-11-22,10,22.328,NYJ,,BOS,W 17-3,,,,,,,,,,,,,,,,,,,,,,,,,
8,1970,1970-12-06,12,22.342,NYJ,,OAK,L 13-14,,,,,,,,,,,,,,,,,,,,,,,,,
9,1970,1970-12-13,13,22.349,NYJ,@,MIA,L 10-16,,,,,,,,,,,,,,,,,,,,,,,,,
10,1970,1970-12-19,14,22.355,NYJ,@,BAL,L 20-35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0
11,1971,1971-09-19,1,23.264,NYJ,@,BAL,L 0-22,,,,,,,,,,,,,,,,,,,,,,,,,
12,1971,1971-09-27,2,23.272,NYJ,@,STL,L 10-17,,,,,,,,,,,,,,,,,,,,,,,,,
13,1971,1971-10-03,3,23.278,NYJ,@,MIA,W 14-10,,,,,,,,,,,,,,,,,,,,,,,,,
14,1971,1971-10-10,4,23.285,NYJ,@,NWE,L 0-20,,,,,,,,,,,,,,,,,,,,,,,,,
15,1971,1971-10-17,5,23.292,NYJ,,BUF,W 28-17,7,26,3.71,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
16,1971,1971-10-24,6,23.299,NYJ,,MIA,L 14-30,,,,,,,,,,,,,,,,,,,,,,,,,
17,1971,1971-10-31,7,23.306,NYJ,@,SDG,L 21-49,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,11,11.00,0,0,0
18,1971,1971-11-28,11,23.334,NYJ,,SFO,L 21-24,,,,,,,,,,,,,,,,,,,,,,,,,
19,1971,1971-12-04,12,23.340,NYJ,@,DAL,L 10-52,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1971,1971-12-12,13,23.348,NYJ,,NWE,W 13-6,,,,,,,,,,,,,,,,,,,,,,,,,
21,1971,1971-12-19,14,23.355,NYJ,,CIN,W 35-21,4,76,19.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
22,1972,1972-09-17,1,24.263,NYJ,@,BUF,W 41-24,1,0,0.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1972,1972-09-24,2,24.270,NYJ,@,BAL,W 44-34,3,-5,-1.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,45,22.50,0,0,0
24,1972,1972-10-01,3,24.277,NYJ,@,HOU,L 20-26,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1972,1972-10-08,4,24.284,NYJ,,MIA,L 17-27,10,34,3.40,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1972,1972-10-15,5,24.291,NYJ,@,NWE,W 41-13,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1972,1972-10-22,6,24.298,NYJ,,BAL,W 24-20,,,,,,,,,,,,,,,,,,,,,,,,,
28,1972,1972-10-29,7,24.305,NYJ,,NWE,W 34-10,13,68,5.23,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1972,1972-11-05,8,24.312,NYJ,,WAS,L 17-35,,,,,,,,,,,,,,,,,,,,,,,,,
30,1972,1972-11-12,9,24.319,NYJ,,BUF,W 41-3,3,9,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1972,1972-11-19,10,24.326,NYJ,@,MIA,L 24-28,4,11,2.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1972,1972-11-23,11,24.330,NYJ,@,DET,L 20-37,10,121,12.10,0,1,44,44.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
33,1972,1972-12-03,12,24.340,NYJ,,NOR,W 18-17,9,38,4.22,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1972,1972-12-17,14,24.354,NYJ,,CLE,L 10-26,5,24,4.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1973,1973-09-17,1,25.262,NYJ,@,GNB,L 7-23,1,11,11.00,0,2,11,5.50,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0
36,1973,1973-09-23,2,25.268,NYJ,@,BAL,W 34-10,,,,,,,,,,,,,,,,,,,,,,,,,
37,1973,1973-09-30,3,25.275,NYJ,@,BUF,L 7-9,1,-2,-2.00,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1973,1973-10-07,4,25.282,NYJ,@,MIA,L 3-31,4,21,5.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0
39,1973,1973-10-21,6,25.296,NYJ,@,PIT,L 14-26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,0,0
40,1973,1973-10-28,7,25.303,NYJ,,DEN,L 28-40,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0,0
41,1973,1973-11-04,8,25.310,NYJ,,MIA,L 14-24,,,,,,,,,,,,,,,,,,,,,,,,,
42,1973,1973-11-18,10,25.324,NYJ,@,CIN,L 14-20,2,2,1.00,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
43,1973,1973-11-25,11,25.331,NYJ,,ATL,L 20-28,,,,,,,,,,,,,,,,,,,,,,,,,
