ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1973,1973-09-16,1,23.125,SDG,@,WAS,L 0-38,0,0,,0,0,0,,0,1,16,16.00,0,1,0,0.00,0,0,0
2,1973,1973-09-23,2,23.132,SDG,,BUF,W 34-7,0,0,,0,0,0,,0,1,28,28.00,0,1,17,17.00,0,0,0
3,1973,1973-09-30,3,23.139,SDG,,CIN,L 13-20,0,0,,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
4,1973,1973-10-07,4,23.146,SDG,@,PIT,L 21-38,0,0,,0,0,0,,0,2,45,22.50,0,1,28,28.00,0,0,0
5,1973,1973-10-14,5,23.153,SDG,,OAK,L 17-27,0,0,,0,0,0,,0,2,37,18.50,0,2,6,3.00,0,0,0
6,1973,1973-10-21,6,23.160,SDG,,ATL,L 0-41,0,0,,0,0,0,,0,4,140,35.00,0,0,0,,0,0,0
7,1973,1973-10-28,7,23.167,SDG,@,CLE,T 16-16,1,50,50.00,0,0,0,,0,3,65,21.67,0,0,0,,0,0,0
8,1973,1973-11-04,8,23.174,SDG,,KAN,L 0-19,0,0,,0,0,0,,0,2,16,8.00,0,1,5,5.00,0,0,0
9,1973,1973-11-11,9,23.181,SDG,@,DEN,L 19-30,2,17,8.50,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
10,1973,1973-11-18,10,23.188,SDG,,NOR,W 17-14,0,0,,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0
11,1973,1973-12-16,14,23.216,SDG,@,KAN,L 6-33,0,0,,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0
12,1974,1974-09-15,1,24.124,RAM,@,DEN,W 17-10,,,,,,,,,,,,,,,,,,
13,1974,1974-09-22,2,24.131,RAM,,NOR,W 24-0,,,,,,,,,,,,,,,,,,
14,1974,1974-09-29,3,24.138,RAM,@,NWE,L 14-20,,,,,,,,,,,,,,,,,,
15,1974,1974-10-06,4,24.145,RAM,,DET,W 16-13,,,,,,,,,,,,,,,,,,
16,1974,1974-10-13,5,24.152,RAM,@,GNB,L 6-17,0,0,,0,0,0,,0,3,73,24.33,0,0,0,,0,0,0
17,1974,1974-10-20,6,24.159,RAM,,SFO,W 37-14,0,0,,0,0,0,,0,2,49,24.50,0,0,0,,0,0,0
18,1974,1974-10-27,7,24.166,RAM,@,NYJ,W 20-13,,,,,,,,,,,,,,,,,,
19,1974,1974-11-04,8,24.174,RAM,@,SFO,W 15-13,0,0,,0,0,0,,0,2,66,33.00,0,0,0,,0,0,0
20,1974,1974-11-10,9,24.180,RAM,,ATL,W 21-0,,,,,,,,,,,,,,,,,,
