ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2017,2017-09-10,1,22.292,IND,@,LAR,L 9-46,,0,0,0,,0,0.0%,
2,2017,2017-09-17,2,22.299,IND,,ARI,L 13-16,,0,0,0,,0,0.0%,
3,2017,2017-09-24,3,22.306,IND,,CLE,W 31-28,,1,1,6,6.00,0,100.0%,6.00
4,2017,2017-10-01,4,22.313,IND,@,SEA,L 18-46,*,2,0,0,,0,0.0%,0.00
5,2017,2017-10-08,5,22.320,IND,,SFO,W 26-23,,4,1,13,13.00,0,25.0%,3.25
6,2017,2017-10-16,6,22.328,IND,@,TEN,L 22-36,,0,0,0,,0,0.0%,
7,2017,2017-10-22,7,22.334,IND,,JAX,L 0-27,,3,1,7,7.00,0,33.3%,2.33
8,2017,2017-10-29,8,22.341,IND,@,CIN,L 23-24,,0,0,0,,0,0.0%,
9,2017,2017-11-05,9,22.348,IND,@,HOU,W 20-14,,0,0,0,,0,0.0%,
10,2017,2017-11-12,10,22.355,IND,,PIT,L 17-20,,2,0,0,,0,0.0%,0.00
11,2017,2017-12-23,15,23.031,IND,@,BAL,L 16-23,*,0,0,0,,0,0.0%,
12,2017,2017-12-31,16,23.039,IND,,HOU,W 22-13,*,1,0,0,,0,0.0%,0.00
13,2018,2018-09-09,1,23.291,SEA,@,DEN,L 24-27,,0,0,0,,0,0.0%,
14,2018,2018-09-17,2,23.299,SEA,@,CHI,L 17-24,,0,0,0,,0,0.0%,
15,2018,2018-09-23,3,23.305,SEA,,DAL,W 24-13,,0,0,0,,0,0.0%,
