ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1996,1996-09-08,2,26.213,STL,@,SFO,L 0-34,,3,4,75.00,32,0,0,97.9,1,6,8.00,8.00,0,0,,0
2,1996,1996-10-13,6,26.248,STL,@,CAR,L 13-45,,4,7,57.14,30,0,1,28.0,1,12,4.29,-2.14,1,2,2.00,0
3,1996,1996-10-27,8,26.262,STL,@,BAL,L 31-37,,0,0,,0,0,0,,0,,,,1,0,0.00,0
4,1996,1996-11-10,10,26.276,STL,,ATL,W 59-16,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0
5,1996,1996-12-08,14,26.304,STL,@,CHI,L 9-35,,4,4,100.00,47,1,0,155.2,0,0,11.75,16.75,0,0,,0
6,1996,1996-12-21,16,26.317,STL,,NOR,W 14-13,,12,19,63.16,132,2,1,96.8,2,16,6.95,6.68,4,13,3.25,0
7,1998,1998-11-01,8,28.266,JAX,@,BAL,W 45-19,,2,2,100.00,21,0,0,110.4,0,0,10.50,10.50,1,5,5.00,0
8,1998,1998-11-08,9,28.273,JAX,,CIN,W 24-11,,4,9,44.44,35,0,0,55.3,1,3,3.89,3.89,0,0,,0
9,1998,1998-12-06,13,28.301,JAX,,DET,W 37-22,,15,23,65.22,228,2,0,126.7,1,7,9.91,11.65,3,-3,-1.00,0
10,1998,1998-12-13,14,28.308,JAX,,TEN,L 13-16,*,6,11,54.55,71,0,0,74.4,0,0,6.45,6.45,1,6,6.00,0
11,2000,2000-09-03,1,30.208,JAX,@,CLE,W 27-7,,0,0,,0,0,0,,0,,,,3,-5,-1.67,0
12,2000,2000-10-01,5,30.236,JAX,,PIT,L 13-24,,8,13,61.54,88,1,0,107.2,0,0,6.77,8.31,0,0,,0
13,2000,2000-10-08,6,30.243,JAX,,BAL,L 10-15,,11,15,73.33,93,0,1,61.3,0,0,6.20,3.20,1,2,2.00,0
14,2000,2000-12-03,13,30.299,JAX,,CLE,W 48-0,,1,2,50.00,53,0,0,95.8,0,0,26.50,26.50,0,0,,0
15,2000,2000-12-10,14,30.306,JAX,,ARI,W 44-10,,2,3,66.67,73,1,0,149.3,0,0,24.33,31.00,3,-3,-1.00,0
16,2001,2001-10-08,4,31.242,STL,@,DET,W 35-0,,0,0,,0,0,0,,0,,,,3,-3,-1.00,0
17,2001,2001-10-14,5,31.248,STL,,NYG,W 15-14,,,,,,,,,0,,,,,,,
18,2001,2001-10-21,6,31.255,STL,@,NYJ,W 34-14,,1,1,100.00,10,0,0,108.3,2,7,10.00,10.00,3,-3,-1.00,0
19,2001,2001-11-11,8,31.276,STL,,CAR,W 48-14,,2,2,100.00,12,0,0,91.7,0,0,6.00,6.00,2,-3,-1.50,0
20,2001,2001-12-02,11,31.297,STL,@,ATL,W 35-6,,,,,,,,,0,,,,,,,
21,2002,2002-09-29,4,32.233,STL,,DAL,L 10-13,,24,37,64.86,262,1,1,83.4,1,6,7.08,6.41,1,5,5.00,0
22,2002,2002-10-06,5,32.240,STL,@,SFO,L 13-37,*,23,40,57.50,232,1,2,61.7,1,7,5.80,4.05,0,0,,0
23,2002,2002-12-08,13,32.303,STL,@,KAN,L 10-49,*,24,35,68.57,218,1,2,70.9,6,48,6.23,4.23,1,2,2.00,0
24,2002,2002-12-22,15,32.317,STL,@,SEA,L 10-30,,31,48,64.58,259,1,3,59.3,1,8,5.40,3.00,2,-1,-0.50,0
25,2002,2002-12-30,16,32.325,STL,,SFO,W 31-20,,22,35,62.86,245,3,2,88.4,1,8,7.00,6.14,1,0,0.00,0
26,2004,2004-12-19,14,34.315,STL,@,ARI,L 7-31,,16,30,53.33,188,0,0,72.6,2,6,6.27,6.27,0,0,,0
27,2005,2005-10-17,6,35.251,STL,@,IND,L 28-45,,17,21,80.95,134,1,2,69.5,1,11,6.38,3.05,0,0,,0
28,2005,2005-10-23,7,35.257,STL,,NOR,W 28-17,*,18,29,62.07,198,0,0,82.3,1,9,6.83,6.83,4,-2,-0.50,0
29,2005,2005-10-30,8,35.264,STL,,JAX,W 24-21,*,13,21,61.90,200,2,3,85.5,2,14,9.52,5.00,2,-2,-1.00,0
30,2005,2005-11-20,10,35.285,STL,,ARI,L 28-38,,14,19,73.68,161,1,0,116.3,2,13,8.47,9.53,0,0,,0
31,2005,2005-11-27,11,35.292,STL,@,HOU,W 33-27,*,2,3,66.67,14,0,0,77.1,2,11,4.67,4.67,0,0,,0
32,2005,2005-12-18,14,35.313,STL,,PHI,L 16-17,,8,11,72.73,58,0,0,84.7,0,0,5.27,5.27,0,0,,0
33,2005,2005-12-24,15,35.319,STL,,SFO,L 20-24,*,33,41,80.49,354,1,2,90.4,1,9,8.63,6.93,2,11,5.50,0
34,2005,2006-01-01,16,35.327,STL,@,DAL,W 20-10,*,19,32,59.38,158,0,0,72.1,2,11,4.94,4.94,1,-1,-1.00,0
35,2006,2006-09-10,1,36.214,NOR,@,CLE,W 19-14,,0,0,,0,0,0,,0,,,,0,0,,0
36,2006,2006-09-17,2,36.221,NOR,@,GNB,W 34-27,,0,0,,0,0,0,,0,,,,0,0,,0
37,2006,2006-09-25,3,36.229,NOR,,ATL,W 23-3,,0,0,,0,0,0,,0,,,,0,0,,0
38,2006,2006-10-01,4,36.235,NOR,@,CAR,L 18-21,,0,0,,0,0,0,,0,,,,0,0,,0
39,2006,2006-10-08,5,36.242,NOR,,TAM,W 24-21,,0,0,,0,0,0,,0,,,,0,0,,0
40,2006,2006-10-15,6,36.249,NOR,,PHI,W 27-24,,0,0,,0,0,0,,0,,,,0,0,,0
41,2006,2006-10-29,7,36.263,NOR,,BAL,L 22-35,,0,0,,0,0,0,,0,,,,0,0,,0
42,2006,2006-11-05,8,36.270,NOR,@,TAM,W 31-14,,0,0,,0,0,0,,0,,,,0,0,,0
43,2006,2006-11-12,9,36.277,NOR,@,PIT,L 31-38,,0,0,,0,0,0,,0,,,,0,0,,0
44,2006,2006-11-19,10,36.284,NOR,,CIN,L 16-31,,0,0,,0,0,0,,0,,,,0,0,,0
