ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2000,2000-09-03,1,22.175,NOR,,DET,L 10-14,*,,,,,,0.0%,,,,,,,,,,,,,,
2,2000,2000-09-10,2,22.182,NOR,@,SDG,W 28-27,,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,0,0,0.0,,
3,2000,2000-09-17,3,22.189,NOR,@,SEA,L 10-20,,,,,,,0.0%,,,,,,,,,,,,,,
4,2000,2000-09-24,4,22.196,NOR,,PHI,L 7-21,*,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,,
5,2000,2000-10-08,5,22.210,NOR,@,CHI,W 31-10,*,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
6,2000,2000-10-15,6,22.217,NOR,,CAR,W 24-6,,0,0,0,,0,0.0%,,4,22,5.50,0,0,0,,0,0,0,0.0,,
7,2000,2000-10-22,7,22.224,NOR,@,ATL,W 21-19,*,3,2,16,8.00,0,66.7%,5.33,3,14,4.67,0,0,0,,0,0,0,0.0,,
8,2000,2000-10-29,8,22.231,NOR,@,ARI,W 21-10,*,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,,0,0,0,0.0,,
9,2000,2000-11-05,9,22.238,NOR,,SFO,W 31-15,,2,0,0,,0,0.0%,0.00,2,6,3.00,0,0,0,,0,0,0,0.0,,
10,2000,2000-11-12,10,22.245,NOR,@,CAR,W 20-10,*,2,2,10,5.00,0,100.0%,5.00,2,9,4.50,0,0,0,,0,0,0,0.0,,
11,2000,2000-11-19,11,22.252,NOR,,OAK,L 22-31,,0,0,0,,0,0.0%,,4,42,10.50,0,0,0,,0,0,0,0.0,,
12,2000,2000-11-26,12,22.259,NOR,@,STL,W 31-24,,2,0,0,,0,0.0%,0.00,6,20,3.33,0,0,0,,0,0,0,0.0,,
13,2000,2000-12-03,13,22.266,NOR,,DEN,L 23-38,,0,0,0,,0,0.0%,,1,-3,-3.00,0,0,0,,0,0,0,0.0,,
14,2000,2000-12-10,14,22.273,NOR,@,SFO,W 31-27,,1,0,0,,0,0.0%,0.00,6,18,3.00,0,0,0,,0,0,0,0.0,,
15,2001,2001-09-09,1,23.181,NOR,@,BUF,W 24-6,*,1,1,10,10.00,0,100.0%,10.00,2,4,2.00,0,0,0,,0,0,0,0.0,,
16,2001,2001-09-30,2,23.202,NOR,@,NYG,L 13-21,*,,,,,,0.0%,,,,,,,,,,,,,,
17,2001,2001-10-07,3,23.209,NOR,,MIN,W 28-15,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0,0.0,,
18,2001,2001-10-14,4,23.216,NOR,@,CAR,W 27-25,*,1,,,,,0.0%,,,,,,,,,,,,,,
19,2001,2001-10-21,5,23.223,NOR,,ATL,L 13-20,*,,,,,,0.0%,,,,,,,,,,,,,,
20,2001,2001-10-28,6,23.230,NOR,@,STL,W 34-31,*,0,0,0,,0,0.0%,,2,4,2.00,0,0,0,,0,0,0,0.0,,
21,2001,2001-11-04,7,23.237,NOR,,NYJ,L 9-16,*,1,,,,,0.0%,,,,,,,,,,,,,,
22,2001,2001-11-11,8,23.244,NOR,@,SFO,L 27-28,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,,
23,2001,2001-11-18,9,23.251,NOR,,IND,W 34-20,,0,,,,,0.0%,,,,,,,,,,,,,,
24,2001,2001-11-25,10,23.258,NOR,@,NWE,L 17-34,,1,,,,,0.0%,,,,,,,,,,,,,,
25,2001,2001-12-02,11,23.265,NOR,,CAR,W 27-23,*,1,1,4,4.00,1,100.0%,4.00,0,0,,0,0,0,,0,1,6,0.0,,
26,2001,2001-12-09,12,23.272,NOR,@,ATL,W 28-10,,,,,,,0.0%,,,,,,,,,,,,,,
27,2001,2001-12-17,13,23.280,NOR,,STL,L 21-34,*,2,1,4,4.00,1,50.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,,
28,2001,2001-12-23,14,23.286,NOR,@,TAM,L 21-48,,,,,,,0.0%,,,,,,,,,,,,,,
29,2002,2002-09-08,1,24.180,NOR,@,TAM,W 26-20,,5,3,6,2.00,0,60.0%,1.20,0,0,,0,0,0,,0,0,0,0.0,,
30,2002,2002-09-15,2,24.187,NOR,,GNB,W 35-20,*,2,2,2,1.00,0,100.0%,1.00,1,-1,-1.00,0,0,0,,0,0,0,0.0,,
31,2002,2002-09-22,3,24.194,NOR,@,CHI,W 29-23,*,0,,,,,0.0%,,,,,,,,,,,,,,
32,2002,2002-09-29,4,24.201,NOR,@,DET,L 21-26,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
33,2002,2002-10-06,5,24.208,NOR,,PIT,W 32-29,,,,,,,0.0%,,,,,,,,,,,,,,
34,2002,2002-10-13,6,24.215,NOR,@,WAS,W 43-27,,,,,,,0.0%,,,,,,,,,,,,,,
35,2002,2002-10-20,7,24.222,NOR,,SFO,W 35-27,*,,,,,,0.0%,,,,,,,,,,,,,,
