ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1994,1994-09-25,4,23.152,NYJ,,CHI,L 7-19,,0,0,,0,0.0%,,,
2,1994,1994-10-02,5,23.159,NYJ,@,CLE,L 7-27,2,2,16,8.00,0,100.0%,8.00,0,0
3,1994,1994-10-09,6,23.166,NYJ,,IND,W 16-6,,0,0,,0,0.0%,,,
4,1994,1994-10-16,7,23.173,NYJ,,NWE,W 24-17,2,1,3,3.00,0,50.0%,1.50,0,0
5,1994,1994-10-30,8,23.187,NYJ,@,IND,L 25-28,,0,0,,0,0.0%,,,
6,1994,1994-11-06,9,23.194,NYJ,,BUF,W 22-17,,0,0,,0,0.0%,,,
7,1994,1994-11-13,10,23.201,NYJ,@,GNB,L 10-17,2,0,0,,0,0.0%,0.00,,
8,1994,1994-11-20,11,23.208,NYJ,@,MIN,W 31-21,1,1,11,11.00,1,100.0%,11.00,1,6
9,1994,1994-11-27,12,23.215,NYJ,,MIA,L 24-28,,0,0,,0,0.0%,,,
10,1994,1994-12-04,13,23.222,NYJ,@,NWE,L 13-24,5,0,0,,0,0.0%,0.00,,
11,1994,1994-12-10,14,23.228,NYJ,,DET,L 7-18,,0,0,,0,0.0%,,,
12,1994,1994-12-18,15,23.236,NYJ,,SDG,L 6-21,,0,0,,0,0.0%,,,
13,1994,1994-12-24,16,23.242,NYJ,@,HOU,L 10-24,3,2,12,6.00,0,66.7%,4.00,0,0
14,1995,1995-09-03,1,24.130,NYJ,@,MIA,L 14-52,1,1,18,18.00,0,100.0%,18.00,0,0
15,1995,1995-09-10,2,24.137,NYJ,,IND,L 24-27,1,0,0,,0,0.0%,0.00,,
16,1995,1995-09-17,3,24.144,NYJ,,JAX,W 27-10,1,1,5,5.00,0,100.0%,5.00,0,0
17,1995,1995-09-24,4,24.151,NYJ,@,ATL,L 3-13,,0,0,,0,0.0%,,,
18,1995,1995-10-01,5,24.158,NYJ,,OAK,L 10-47,4,1,4,4.00,0,25.0%,1.00,0,0
19,1995,1995-10-08,6,24.165,NYJ,@,BUF,L 10-29,,0,0,,0,0.0%,,,
20,1995,1995-10-15,7,24.172,NYJ,@,CAR,L 15-26,1,1,3,3.00,0,100.0%,3.00,0,0
21,1995,1995-10-22,8,24.179,NYJ,,MIA,W 17-16,,0,0,,0,0.0%,,,
22,1995,1995-10-29,9,24.186,NYJ,@,IND,L 10-17,,0,0,,0,0.0%,,,
23,1995,1995-11-05,10,24.193,NYJ,,NWE,L 7-20,,0,0,,0,0.0%,,,
24,1995,1995-11-19,11,24.207,NYJ,,BUF,L 26-28,,0,0,,0,0.0%,,,
25,1995,1995-11-26,12,24.214,NYJ,@,SEA,W 16-10,,0,0,,0,0.0%,,,
26,1995,1995-12-03,13,24.221,NYJ,,STL,L 20-23,0,0,0,,0,0.0%,,,
27,1995,1995-12-10,14,24.228,NYJ,@,NWE,L 28-31,6,6,105,17.50,2,100.0%,17.50,2,12
28,1995,1995-12-17,15,24.235,NYJ,@,HOU,L 6-23,5,3,39,13.00,0,60.0%,7.80,0,0
29,1995,1995-12-24,16,24.242,NYJ,,NOR,L 0-12,6,5,56,11.20,0,83.3%,9.33,0,0
30,1997,1997-08-31,1,26.127,BAL,,JAX,L 27-28,1,1,5,5.00,0,100.0%,5.00,0,0
31,1997,1997-09-07,2,26.134,BAL,,CIN,W 23-10,2,2,17,8.50,0,100.0%,8.50,0,0
32,1997,1997-09-14,3,26.141,BAL,@,NYG,W 24-23,3,0,0,,0,0.0%,0.00,,
33,1997,1997-09-21,4,26.148,BAL,@,TEN,W 36-10,,0,0,,0,0.0%,,,
34,1997,1997-09-28,5,26.155,BAL,@,SDG,L 17-21,6,5,55,11.00,0,83.3%,9.17,0,0
35,1997,1997-10-05,6,26.162,BAL,,PIT,L 34-42,,0,0,,0,0.0%,,,
36,1997,1997-10-19,7,26.176,BAL,,MIA,L 13-24,2,1,3,3.00,0,50.0%,1.50,0,0
37,1997,1997-10-26,8,26.183,BAL,@,WAS,W 20-17,,0,0,,0,0.0%,,,
38,1997,1997-11-02,9,26.190,BAL,@,NYJ,L 16-19,1,1,22,22.00,0,100.0%,22.00,0,0
39,1997,1997-11-09,10,26.197,BAL,@,PIT,L 0-37,6,1,13,13.00,0,16.7%,2.17,0,0
40,1997,1997-11-16,11,26.204,BAL,,PHI,T 10-10,3,1,9,9.00,0,33.3%,3.00,0,0
41,1997,1997-11-23,12,26.211,BAL,,ARI,L 13-16,4,3,35,11.67,0,75.0%,8.75,0,0
42,1997,1997-11-30,13,26.218,BAL,@,JAX,L 27-29,1,0,0,,0,0.0%,0.00,,
43,1997,1997-12-07,14,26.225,BAL,,SEA,W 31-24,1,1,24,24.00,0,100.0%,24.00,0,0
44,1997,1997-12-14,15,26.232,BAL,,TEN,W 21-19,,0,0,,0,0.0%,,,
45,1997,1997-12-21,16,26.239,BAL,@,CIN,L 14-16,1,0,0,,0,0.0%,0.00,,
46,1998,1998-09-13,2,27.140,BAL,@,NYJ,W 24-10,2,1,6,6.00,0,50.0%,3.00,0,0
47,1998,1998-09-20,3,27.147,BAL,@,JAX,L 10-24,,,,,,0.0%,,,
48,1998,1998-09-27,4,27.154,BAL,,CIN,W 31-24,,,,,,0.0%,,,
49,1998,1998-10-11,5,27.168,BAL,,TEN,L 8-12,3,2,15,7.50,0,66.7%,5.00,0,0
50,1998,1998-10-18,6,27.175,BAL,@,PIT,L 6-16,2,1,18,18.00,0,50.0%,9.00,0,0
51,1998,1998-10-25,7,27.182,BAL,@,GNB,L 10-28,,,,,,0.0%,,,
