ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1969,1969-10-18,5,25.105,PIT,@,CLE,L 31-42,0,0,,0,1,0,0.00,0
2,1969,1969-11-02,7,25.120,PIT,,GNB,L 34-38,1,0,0.00,0,0,0,,0
3,1969,1969-11-09,8,25.127,PIT,@,CHI,L 7-38,1,0,0.00,0,0,0,,0
4,1969,1969-11-23,10,25.141,PIT,@,MIN,L 14-52,1,0,0.00,0,0,0,,0
5,1970,1970-09-20,1,26.077,PIT,,HOU,L 7-19,,,,,,,,
6,1970,1970-09-27,2,26.084,PIT,@,DEN,L 13-16,,,,,,,,
7,1970,1970-10-03,3,26.090,PIT,@,CLE,L 7-15,,,,,,,,
8,1970,1970-10-11,4,26.098,PIT,,BUF,W 23-10,,,,,,,,
9,1970,1970-10-18,5,26.105,PIT,@,HOU,W 7-3,,,,,,,,
10,1970,1970-10-25,6,26.112,PIT,@,OAK,L 14-31,,,,,,,,
11,1970,1970-11-02,7,26.120,PIT,,CIN,W 21-10,,,,,,,,
12,1970,1970-11-08,8,26.126,PIT,,NYJ,W 21-17,,,,,,,,
13,1970,1970-11-15,9,26.133,PIT,,KAN,L 14-31,,,,,,,,
14,1970,1970-11-22,10,26.140,PIT,@,CIN,L 7-34,,,,,,,,
15,1970,1970-11-29,11,26.147,PIT,,CLE,W 28-9,,,,,,,,
16,1970,1970-12-06,12,26.154,PIT,,GNB,L 12-20,,,,,,,,
17,1970,1970-12-13,13,26.161,PIT,@,ATL,L 16-27,,,,,,,,
18,1970,1970-12-20,14,26.168,PIT,@,PHI,L 20-30,,,,,,,,
19,1971,1971-09-19,1,27.076,PIT,@,CHI,L 15-17,,,,,,,,
20,1971,1971-09-26,2,27.083,PIT,,CIN,W 21-10,,,,,,,,
21,1971,1971-10-03,3,27.090,PIT,,SDG,W 21-17,,,,,,,,
22,1971,1971-10-10,4,27.097,PIT,@,CLE,L 17-27,,,,,,,,
23,1971,1971-10-18,5,27.105,PIT,@,KAN,L 16-38,,,,,,,,
24,1971,1971-10-24,6,27.111,PIT,,HOU,W 23-16,,,,,,,,
25,1971,1971-10-31,7,27.118,PIT,@,BAL,L 21-34,,,,,,,,
26,1971,1971-11-07,8,27.125,PIT,,CLE,W 26-9,,,,,,,,
27,1971,1971-11-14,9,27.132,PIT,@,MIA,L 21-24,,,,,,,,
28,1971,1971-11-21,10,27.139,PIT,,NYG,W 17-13,,,,,,,,
29,1971,1971-11-28,11,27.146,PIT,,DEN,L 10-22,,,,,,,,
30,1971,1971-12-05,12,27.153,PIT,@,HOU,L 3-29,,,,,,,,
31,1972,1972-09-17,1,28.074,PIT,,OAK,W 34-28,,,,,,,,
32,1972,1972-09-24,2,28.081,PIT,@,CIN,L 10-15,,,,,,,,
33,1972,1972-10-01,3,28.088,PIT,@,STL,W 25-19,,,,,,,,
34,1972,1972-10-08,4,28.095,PIT,@,DAL,L 13-17,,,,,,,,
35,1972,1972-10-15,5,28.102,PIT,,HOU,W 24-7,,,,,,,,
36,1972,1972-10-22,6,28.109,PIT,,NWE,W 33-3,,,,,,,,
37,1972,1972-10-29,7,28.116,PIT,@,BUF,W 38-21,,,,,,,,
38,1972,1972-11-05,8,28.123,PIT,,CIN,W 40-17,,,,,,,,
39,1972,1972-11-12,9,28.130,PIT,,KAN,W 16-7,,,,,,,,
40,1972,1972-11-19,10,28.137,PIT,@,CLE,L 24-26,,,,,,,,
41,1972,1972-11-26,11,28.144,PIT,,MIN,W 23-10,,,,,,,,
42,1973,1973-09-16,1,29.073,PIT,,DET,W 24-10,,,,,,,,
43,1973,1973-09-23,2,29.080,PIT,,CLE,W 33-6,,,,,,,,
44,1973,1973-09-30,3,29.087,PIT,@,HOU,W 36-7,,,,,,,,
45,1973,1973-10-21,6,29.108,PIT,,NYJ,W 26-14,,,,,,,,
46,1973,1973-10-28,7,29.115,PIT,,CIN,W 20-13,,,,,,,,
47,1973,1973-11-05,8,29.123,PIT,,WAS,W 21-16,,,,,,,,
48,1973,1973-11-11,9,29.129,PIT,@,OAK,W 17-9,,,,,,,,
49,1973,1973-11-18,10,29.136,PIT,,DEN,L 13-23,,,,,,,,
50,1973,1973-11-25,11,29.143,PIT,@,CLE,L 16-21,,,,,,,,
51,1973,1973-12-03,12,29.151,PIT,@,MIA,L 26-30,,,,,,,,
52,1973,1973-12-09,13,29.157,PIT,,HOU,W 33-7,,,,,,,,
53,1973,1973-12-15,14,29.163,PIT,@,SFO,W 37-14,,,,,,,,
54,1974,1974-09-15,1,30.072,PIT,,BAL,W 30-0,,,,,,,,
55,1974,1974-09-22,2,30.079,PIT,@,DEN,T 35-35,,,,,,,,
56,1974,1974-09-29,3,30.086,PIT,,OAK,L 0-17,,,,,,,,
57,1974,1974-10-06,4,30.093,PIT,@,HOU,W 13-7,,,,,,,,
58,1974,1974-10-13,5,30.100,PIT,@,KAN,W 34-24,,,,,,,,
59,1974,1974-10-20,6,30.107,PIT,,CLE,W 20-16,,,,,,,,
60,1974,1974-10-28,7,30.115,PIT,,ATL,W 24-17,,,,,,,,
61,1974,1974-11-03,8,30.121,PIT,,PHI,W 27-0,,,,,,,,
62,1974,1974-11-10,9,30.128,PIT,@,CIN,L 10-17,,,,,,,,
63,1974,1974-11-17,10,30.135,PIT,@,CLE,W 26-16,,,,,,,,
64,1974,1974-11-25,11,30.143,PIT,@,NOR,W 28-7,,,,,,,,
65,1975,1975-09-21,1,31.078,PIT,@,SDG,W 37-0,,,,,,,,
66,1975,1975-09-28,2,31.085,PIT,,BUF,L 21-30,,,,,,,,
67,1975,1975-10-05,3,31.092,PIT,@,CLE,W 42-6,,,,,,,,
68,1975,1975-10-12,4,31.099,PIT,,DEN,W 20-9,,,,,,,,
69,1975,1975-10-19,5,31.106,PIT,,CHI,W 34-3,,,,,,,,
70,1975,1975-10-26,6,31.113,PIT,@,GNB,W 16-13,,,,,,,,
71,1975,1975-11-02,7,31.120,PIT,@,CIN,W 30-24,,,,,,,,
72,1975,1975-11-09,8,31.127,PIT,,HOU,W 24-17,,,,,,,,
73,1975,1975-11-16,9,31.134,PIT,,KAN,W 28-3,,,,,,,,
74,1975,1975-11-24,10,31.142,PIT,@,HOU,W 32-9,,,,,,,,
75,1975,1975-11-30,11,31.148,PIT,@,NYJ,W 20-7,,,,,,,,
