ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-11-22,11,23.183,IND,@,ATL,W 31-13,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
2,2007,2007-12-02,12,23.193,IND,,JAX,W 28-25,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
3,2007,2007-12-09,13,23.200,IND,@,BAL,W 44-20,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,,
4,2007,2007-12-16,14,23.207,IND,@,OAK,W 21-14,,4,2,37,18.50,0,50.0%,9.25,0,0,,0,0,0,0.0,,
5,2007,2007-12-23,15,23.214,IND,,HOU,W 38-15,,4,3,42,14.00,0,75.0%,10.50,0,0,,0,0,0,0.0,,
6,2007,2007-12-30,16,23.221,IND,,TEN,L 10-16,*,6,1,7,7.00,0,16.7%,1.17,0,0,,0,0,0,0.0,,
7,2009,2009-10-18,5,25.148,CHI,@,ATL,L 14-21,,,,,,,0.0%,,,,,,,,,,
8,2009,2009-10-25,6,25.155,CHI,@,CIN,L 10-45,,,,,,,0.0%,,,,,,,,,,
9,2009,2009-11-12,9,25.173,CHI,@,SFO,L 6-10,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0
10,2009,2009-11-22,10,25.183,CHI,,PHI,L 20-24,,,,,,,0.0%,,,,,,,,,,
11,2009,2009-11-29,11,25.190,CHI,@,MIN,L 10-36,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
12,2009,2009-12-06,12,25.197,CHI,,STL,W 17-9,,2,,,,,0.0%,,,,,,,,,,
13,2009,2009-12-13,13,25.204,CHI,,GNB,L 14-21,*,12,8,76,9.50,1,66.7%,6.33,0,0,,0,1,6,0.0,0,0
14,2009,2009-12-20,14,25.211,CHI,@,BAL,L 7-31,*,10,2,10,5.00,0,20.0%,1.00,0,0,,0,0,0,0.0,1,0
15,2009,2009-12-28,15,25.219,CHI,,MIN,W 36-30,,9,7,150,21.43,1,77.8%,16.67,1,18,18.00,0,1,6,0.0,0,0
16,2009,2010-01-03,16,25.225,CHI,@,DET,W 37-23,,8,5,46,9.20,2,62.5%,5.75,0,0,,0,2,12,0.0,0,0
17,2010,2010-09-12,1,26.112,CHI,,DET,W 19-14,*,10,5,71,14.20,0,50.0%,7.10,0,0,,0,0,0,0.0,0,0
18,2010,2010-09-19,2,26.119,CHI,@,DAL,W 27-20,,,,,,,0.0%,,,,,,,,,,
19,2010,2010-10-10,5,26.140,CHI,@,CAR,W 23-6,,1,,,,,0.0%,,,,,,,,,,
20,2010,2010-10-17,6,26.147,CHI,,SEA,L 20-23,,5,2,40,20.00,0,40.0%,8.00,0,0,,0,0,0,0.0,0,0
21,2010,2010-10-24,7,26.154,CHI,,WAS,L 14-17,*,,,,,,0.0%,,,,,,,,,,
22,2010,2010-11-07,8,26.168,CHI,@,BUF,W 22-19,,2,,,,,0.0%,,,,,,,,,,
23,2010,2010-11-14,9,26.175,CHI,,MIN,W 27-13,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0
24,2010,2010-11-18,10,26.179,CHI,@,MIA,W 16-0,,,,,,,0.0%,,,,,,,,,,
25,2010,2010-11-28,11,26.189,CHI,,PHI,W 31-26,,,,,,,0.0%,,,,,,,,,,
26,2010,2010-12-05,12,26.196,CHI,@,DET,W 24-20,,1,,,,,0.0%,,,,,,,,,,
27,2010,2010-12-12,13,26.203,CHI,,NWE,L 7-36,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0
28,2010,2010-12-20,14,26.211,CHI,@,MIN,W 40-14,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
29,2010,2010-12-26,15,26.217,CHI,,NYJ,W 38-34,,,,,,,0.0%,,,,,,,,,,
30,2010,2011-01-02,16,26.224,CHI,@,GNB,L 3-10,,1,,,,,0.0%,,,,,,,,,,
31,2011,2011-09-11,1,27.111,MIN,@,SDG,L 17-24,,,,,,,0.0%,,,,,,,,,,
