ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1984,1984-10-28,9,22.294,DEN,@,RAI,W 22-19,0,0,,0,,
2,1984,1984-11-04,10,22.301,DEN,,NWE,W 26-19,0,0,,0,,
3,1984,1984-11-11,11,22.308,DEN,@,SDG,W 16-13,3,46,15.33,0,0,0
4,1984,1984-11-18,12,22.315,DEN,,MIN,W 42-21,1,12,12.00,1,1,6
5,1984,1984-11-25,13,22.322,DEN,,SEA,L 24-27,1,41,41.00,0,0,0
6,1984,1984-12-02,14,22.329,DEN,@,KAN,L 13-16,1,5,5.00,0,0,0
7,1984,1984-12-09,15,22.336,DEN,,SDG,W 16-13,2,28,14.00,0,0,0
8,1984,1984-12-15,16,22.342,DEN,@,SEA,W 31-14,0,0,,0,,
9,1988,1988-09-04,1,26.240,DAL,@,PIT,L 21-24,3,36,12.00,1,1,6
10,1988,1988-09-12,2,26.248,DAL,@,PHO,W 17-14,0,0,,0,,
11,1988,1988-09-18,3,26.254,DAL,,NYG,L 10-12,2,21,10.50,0,0,0
12,1988,1988-09-25,4,26.261,DAL,,ATL,W 26-20,6,107,17.83,1,1,6
13,1988,1988-10-03,5,26.269,DAL,@,NOR,L 17-20,3,49,16.33,0,0,0
14,1988,1988-10-09,6,26.275,DAL,,WAS,L 17-35,5,84,16.80,0,0,0
15,1988,1988-10-16,7,26.282,DAL,@,CHI,L 7-17,2,21,10.50,0,0,0
16,1988,1988-10-23,8,26.289,DAL,@,PHI,L 23-24,8,112,14.00,1,1,6
17,1988,1988-10-30,9,26.296,DAL,,PHO,L 10-16,5,90,18.00,1,1,6
18,1988,1988-11-06,10,26.303,DAL,@,NYG,L 21-29,8,103,12.88,1,1,6
19,1988,1988-11-13,11,26.310,DAL,,MIN,L 3-43,0,0,,0,,
20,1988,1988-11-20,12,26.317,DAL,,CIN,L 24-38,1,6,6.00,1,1,6
21,1988,1988-11-24,13,26.321,DAL,,HOU,L 17-25,5,89,17.80,0,0,0
22,1988,1988-12-04,14,26.331,DAL,@,CLE,L 21-24,1,11,11.00,0,0,0
23,1988,1988-12-11,15,26.338,DAL,@,WAS,W 24-17,3,35,11.67,0,0,0
24,1988,1988-12-18,16,26.345,DAL,,PHI,L 7-23,2,24,12.00,0,0,0
25,1989,1989-09-24,3,27.259,DAL,,WAS,L 7-30,1,16,16.00,0,0,0
26,1989,1989-10-01,4,27.266,DAL,,NYG,L 13-30,0,0,,0,,
