ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,23.273,MIA,,DEN,W 34-10,*,22,57,2.59,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
2,2005,2005-09-18,2,23.280,MIA,@,NYJ,L 7-17,*,12,35,2.92,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
3,2005,2005-09-25,3,23.287,MIA,,CAR,W 27-24,*,23,132,5.74,1,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
4,2005,2005-10-09,4,23.301,MIA,@,BUF,L 14-20,*,17,97,5.71,0,7,6,19,3.17,0,85.7%,2.71,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
5,2005,2005-10-16,5,23.308,MIA,@,TAM,L 13-27,*,9,22,2.44,1,3,2,44,22.00,0,66.7%,14.67,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
6,2005,2005-10-21,6,23.313,MIA,,KAN,L 20-30,*,8,95,11.88,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
7,2005,2005-10-30,7,23.322,MIA,@,NOR,W 21-6,*,23,106,4.61,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
8,2005,2005-11-06,8,23.329,MIA,,ATL,L 10-17,*,12,67,5.58,0,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
9,2005,2005-11-13,9,23.336,MIA,,NWE,L 16-23,*,14,64,4.57,0,4,4,28,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
10,2005,2005-11-20,10,23.343,MIA,@,CLE,L 0-22,*,12,56,4.67,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
11,2005,2005-11-27,11,23.350,MIA,@,OAK,W 33-21,*,15,58,3.87,1,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
12,2005,2005-12-04,12,23.357,MIA,,BUF,W 24-23,*,9,22,2.44,0,4,2,30,15.00,1,50.0%,7.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
13,2005,2005-12-11,13,23.364,MIA,@,SDG,W 23-21,*,11,30,2.73,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
14,2005,2005-12-18,14,24.006,MIA,,NYJ,W 24-20,*,12,45,3.75,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
15,2005,2006-01-01,16,24.020,MIA,@,NWE,W 28-26,,8,21,2.63,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
16,2006,2006-09-07,1,24.269,MIA,@,PIT,L 17-28,*,15,30,2.00,2,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0.0,,
17,2006,2006-09-17,2,24.279,MIA,,BUF,L 6-16,*,15,70,4.67,0,6,6,52,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
18,2006,2006-09-24,3,24.286,MIA,,TEN,W 13-10,*,26,90,3.46,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
19,2006,2006-10-01,4,24.293,MIA,@,HOU,L 15-17,*,12,49,4.08,0,8,8,62,7.75,0,100.0%,7.75,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
20,2006,2006-10-08,5,24.300,MIA,@,NWE,L 10-20,*,17,39,2.29,1,2,1,-3,-3.00,0,50.0%,-1.50,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
21,2006,2006-10-15,6,24.307,MIA,@,NYJ,L 17-20,*,22,127,5.77,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
22,2006,2006-10-22,7,24.314,MIA,,GNB,L 24-34,*,15,59,3.93,0,5,5,63,12.60,0,100.0%,12.60,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
23,2006,2006-11-05,8,24.328,MIA,@,CHI,W 31-13,*,29,157,5.41,0,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
24,2006,2006-11-12,9,24.335,MIA,,KAN,W 13-10,*,25,89,3.56,1,2,1,-3,-3.00,0,50.0%,-1.50,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6,0.0,,
25,2006,2006-11-19,10,24.342,MIA,,MIN,W 24-20,*,11,5,0.45,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
26,2006,2006-11-23,11,24.346,MIA,@,DET,W 27-10,*,15,68,4.53,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
27,2006,2006-12-25,15,25.013,MIA,,NYJ,L 10-13,,18,110,6.11,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
28,2006,2006-12-31,16,25.019,MIA,@,IND,L 22-27,*,21,115,5.48,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
29,2007,2007-09-09,1,25.271,MIA,@,WAS,L 13-16,*,11,32,2.91,0,6,6,40,6.67,0,100.0%,6.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
30,2007,2007-09-16,2,25.278,MIA,,DAL,L 20-37,*,11,33,3.00,0,2,2,36,18.00,0,100.0%,18.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
31,2007,2007-09-23,3,25.285,MIA,@,NYJ,L 28-31,*,23,112,4.87,2,8,6,99,16.50,1,75.0%,12.38,0,0,,0,0,0,,,,,,0,0,,0,3,18,0.0,,
