ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,24.068,HOU,@,PIT,L 17-38,,0,0,,0,0.0,0,2
2,2008,2008-09-21,2,24.082,HOU,@,TEN,L 12-31,,0,0,,0,0.0,0,1
3,2008,2008-09-28,3,24.089,HOU,@,JAX,L 27-30,,0,0,,0,0.0,1,0
4,2008,2008-10-05,4,24.096,HOU,,IND,L 27-31,*,0,0,,0,0.0,2,1
5,2008,2008-10-12,5,24.103,HOU,,MIA,W 29-28,*,0,0,,0,0.0,1,0
6,2008,2008-10-19,6,24.110,HOU,,DET,W 28-21,,0,0,,0,0.0,1,0
7,2008,2008-10-26,7,24.117,HOU,,CIN,W 35-6,,0,0,,0,0.0,0,1
8,2008,2008-11-02,8,24.124,HOU,@,MIN,L 21-28,,0,0,,0,0.0,0,1
9,2008,2008-11-09,9,24.131,HOU,,BAL,L 13-41,,0,0,,0,0.0,3,0
10,2008,2008-11-16,10,24.138,HOU,@,IND,L 27-33,,0,0,,0,0.0,3,1
11,2008,2008-11-23,11,24.145,HOU,@,CLE,W 16-6,,0,0,,0,0.0,1,0
12,2008,2008-12-01,12,24.153,HOU,,JAX,W 30-17,,0,0,,0,0.0,1,0
13,2008,2008-12-07,13,24.159,HOU,@,GNB,W 24-21,,0,0,,0,0.0,1,0
14,2008,2008-12-14,14,24.166,HOU,,TEN,W 13-12,,0,0,,0,0.0,3,1
15,2008,2008-12-21,15,24.173,HOU,@,OAK,L 16-27,,0,0,,0,0.0,2,0
16,2008,2008-12-28,16,24.180,HOU,,CHI,W 31-24,,0,0,,0,0.0,1,0
17,2009,2009-09-13,1,25.074,HOU,,NYJ,L 7-24,*,,,,,,,
18,2009,2009-09-20,2,25.081,HOU,@,TEN,W 34-31,,1,0,0.00,0,0.0,1,0
19,2009,2009-09-27,3,25.088,HOU,,JAX,L 24-31,,,,,,,,
20,2009,2009-10-04,4,25.095,HOU,,OAK,W 29-6,,0,0,,0,0.0,1,0
21,2009,2009-10-11,5,25.102,HOU,@,ARI,L 21-28,*,,,,,,,
22,2009,2009-10-25,7,25.116,HOU,,SFO,W 24-21,,,,,,,,
23,2009,2009-11-01,8,25.123,HOU,@,BUF,W 31-10,,,,,,,,
24,2009,2009-11-23,10,25.145,HOU,,TEN,L 17-20,,,,,,,,
25,2009,2009-12-06,12,25.158,HOU,@,JAX,L 18-23,,,,,,,,
26,2009,2009-12-13,13,25.165,HOU,,SEA,W 34-7,,0,0,,0,0.0,1,0
27,2009,2009-12-20,14,25.172,HOU,@,STL,W 16-13,,0,0,,0,0.0,0,1
28,2009,2009-12-27,15,25.179,HOU,@,MIA,W 27-20,,,,,,,,
29,2009,2010-01-03,16,25.186,HOU,,NWE,W 34-27,,,,,,,,
