ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2014,2014-09-08,1,24.021,DET,,NYG,W 35-14,,3,3,100.0,2,3,66.7,0,9
2,2014,2014-09-14,2,24.027,DET,@,CAR,L 7-24,,1,1,100.0,,2,0.0,0,1
3,2014,2014-09-21,3,24.034,DET,,GNB,W 19-7,,2,2,100.0,1,2,50.0,0,5
