ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2002,2002-09-15,2,24.126,CAR,,DET,W 31-7,,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
2,2002,2002-09-22,3,24.133,CAR,@,MIN,W 21-14,,,,,,,,,,,0.0%,,,,,,,,,0,,,,,,,,,
3,2002,2002-09-29,4,24.140,CAR,@,GNB,L 14-17,,9,52,5.78,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
4,2002,2002-10-06,5,24.147,CAR,,ARI,L 13-16,,1,0,0.00,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,,,,1,15,15.00,0,0,0
5,2002,2002-10-13,6,24.154,CAR,@,DAL,L 13-14,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
6,2002,2002-10-20,7,24.161,CAR,@,ATL,L 0-30,,1,-3,-3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,4,83,20.75,0,0,0
7,2002,2002-10-27,8,24.168,CAR,,TAM,L 9-12,,,,,,,,,,,0.0%,,,,,,,,,0,,,,,,,,,
8,2002,2002-11-10,9,24.182,CAR,,NOR,L 24-34,,3,17,5.67,0,6,3,9,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0
9,2002,2002-11-17,10,24.189,CAR,@,TAM,L 10-23,,4,17,4.25,0,7,6,44,7.33,0,85.7%,6.29,0,0,,0,0,0,,0,,,,2,46,23.00,0,0,0
10,2002,2002-11-24,11,24.196,CAR,,ATL,L 0-41,,4,29,7.25,0,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,,0,,,,5,95,19.00,0,0,0
11,2002,2002-12-01,12,24.203,CAR,@,CLE,W 13-6,*,27,122,4.52,0,2,1,4,4.00,0,50.0%,2.00,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,1,14,14.00,0,0,0
12,2002,2002-12-08,13,24.210,CAR,,CIN,W 52-31,*,17,45,2.65,1,5,2,9,4.50,0,40.0%,1.80,0,0,,0,0,0,,0,,,,0,0,,0,1,6
13,2002,2002-12-15,14,24.217,CAR,@,PIT,L 14-30,,8,19,2.38,1,2,1,6,6.00,1,50.0%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,2,12
14,2002,2002-12-22,15,24.224,CAR,,CHI,W 24-14,*,23,55,2.39,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,2,12
15,2003,2003-12-28,16,25.230,PIT,@,BAL,L 10-13,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
16,2004,2004-09-12,1,26.123,CLE,,BAL,W 20-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,30,30.00,0,0,0
17,2004,2004-09-19,2,26.130,CLE,@,DAL,L 12-19,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,15,7.50,0,0,0
18,2004,2004-10-03,4,26.144,CLE,,WAS,W 17-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,55,27.50,0,0,0
19,2004,2004-10-10,5,26.151,CLE,@,PIT,L 23-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,5,76,15.20,0,0,0
20,2004,2004-10-17,6,26.158,CLE,,CIN,W 34-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,67,22.33,0,0,0
21,2005,2005-11-13,9,27.185,KAN,@,BUF,L 3-14,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,2005,2005-11-20,10,27.192,KAN,@,HOU,W 45-17,,2,8,4.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
23,2005,2005-11-27,11,27.199,KAN,,NWE,W 26-16,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
24,2005,2005-12-04,12,27.206,KAN,,DEN,W 31-27,,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
25,2005,2005-12-11,13,27.213,KAN,@,DAL,L 28-31,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
26,2005,2005-12-17,14,27.219,KAN,@,NYG,L 17-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
27,2005,2005-12-24,15,27.226,KAN,,SDG,W 20-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
