ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,23.292,DAL,@,CLE,W 28-10,,5,26,5.20,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
2,2008,2008-09-15,2,23.300,DAL,,PHI,W 41-37,,,,,,,,,,,0.0%,,,,,,,,,,,
3,2008,2008-09-21,3,23.306,DAL,@,GNB,W 27-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,1
4,2008,2008-09-28,4,23.313,DAL,,WAS,L 24-26,,,,,,,,,,,0.0%,,,,,,,,,,,
5,2008,2008-10-05,5,23.320,DAL,,CIN,W 31-22,,,,,,,,,,,0.0%,,,,,,,,,,,
6,2008,2008-10-12,6,23.327,DAL,@,ARI,L 24-30,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
7,2008,2008-10-19,7,23.334,DAL,@,STL,L 14-34,,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
8,2008,2008-10-26,8,23.341,DAL,,TAM,W 13-9,,,,,,1,,,,,0.0%,,,,,,,,,,,
9,2008,2008-11-02,9,23.348,DAL,@,NYG,L 14-35,,5,27,5.40,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
10,2008,2008-11-16,10,23.362,DAL,@,WAS,W 14-10,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
11,2008,2008-11-23,11,24.003,DAL,,SFO,W 35-22,,6,18,3.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
12,2008,2008-11-27,12,24.007,DAL,,SEA,W 34-9,,11,57,5.18,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
13,2008,2008-12-07,13,24.017,DAL,@,PIT,L 13-20,*,23,88,3.83,0,8,5,78,15.60,0,62.5%,9.75,0,0,,0,,0,0,0.0,0,0
14,2008,2008-12-14,14,24.024,DAL,,NYG,W 20-8,,9,91,10.11,1,5,4,52,13.00,0,80.0%,10.40,0,0,,0,,1,6,0.0,0,0
