ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
14,1968,1968-12-14,14,23.312,CLE,@,STL,L 16-27,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,3,3,100.0,0,10,3,65,21.67,0
15,1969,1969-09-21,1,24.227,CLE,@,PHI,W 27-20,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,3,145,48.33,0
16,1969,1969-09-28,2,24.234,CLE,,WAS,W 27-23,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,3,126,42.00,0
17,1969,1969-10-05,3,24.241,CLE,,DET,L 21-28,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,2,0.0,0,3,3,129,43.00,0
18,1969,1969-10-12,4,24.248,CLE,@,NOR,W 27-17,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,5,40.0,0,9,2,100,50.00,0
19,1969,1969-10-18,5,24.254,CLE,,PIT,W 42-31,,0,0,,0,0,0,,0,0,,,0,0,,0,6,6,100.0,,2,0.0,0,6,4,138,34.50,0
20,1969,1969-10-26,6,24.262,CLE,,STL,T 21-21,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,,,0,3,6,236,39.33,0
21,1969,1969-11-02,7,24.269,CLE,,DAL,W 42-10,,0,0,,0,0,0,,0,0,,,0,0,,0,6,6,100.0,,2,0.0,0,6,3,117,39.00,0
22,1969,1969-11-09,8,24.276,CLE,@,MIN,L 3-51,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,1,1,100.0,0,3,5,171,34.20,0
23,1969,1969-11-16,9,24.283,CLE,@,PIT,W 24-3,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,5,188,37.60,0
24,1969,1969-11-23,10,24.290,CLE,,NYG,W 28-17,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,,1,0.0,0,4,3,121,40.33,0
25,1969,1969-11-30,11,24.297,CLE,@,CHI,W 28-24,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,,1,0.0,0,4,5,178,35.60,0
26,1969,1969-12-07,12,24.304,CLE,,GNB,W 20-7,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,2,2,100.0,0,8,7,239,34.14,0
27,1969,1969-12-14,13,24.311,CLE,@,STL,W 27-21,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,7,220,31.43,1
28,1969,1969-12-21,14,24.318,CLE,@,NYG,L 14-27,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,,,,0,2,1,30,30.00,0
29,1970,1970-09-21,1,25.227,CLE,,NYJ,W 31-21,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,1,2,50.0,0,7,5,233,46.60,0
30,1970,1970-09-27,2,25.233,CLE,@,SFO,L 31-34,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,1,1,100.0,0,7,4,150,37.50,0
31,1970,1970-10-03,3,25.239,CLE,,PIT,W 15-7,,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,50.0,,2,0.0,0,1,7,310,44.29,0
32,1970,1970-10-11,4,25.247,CLE,,CIN,W 30-27,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,,,,0,4,6,274,45.67,0
33,1970,1970-10-18,5,25.254,CLE,,DET,L 24-41,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,4,185,46.25,0
34,1970,1970-10-25,6,25.261,CLE,@,MIA,W 28-0,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,,,,0,4,4,166,41.50,0
35,1970,1970-11-01,7,25.268,CLE,,SDG,L 10-27,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,1,100.0,0,4,3,151,50.33,0
36,1970,1970-11-08,8,25.275,CLE,@,OAK,L 20-23,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,2,2,100.0,0,8,8,344,43.00,0
37,1970,1970-11-15,9,25.282,CLE,@,CIN,L 10-14,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,2,50.0,0,4,6,260,43.33,0
38,1970,1970-11-22,10,25.289,CLE,,HOU,W 28-14,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,,2,0.0,0,4,4,186,46.50,0
39,1970,1970-11-29,11,25.296,CLE,@,PIT,L 9-28,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,3,4,75.0,0,9,7,248,35.43,0
40,1970,1970-12-07,12,25.304,CLE,@,HOU,W 21-10,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,1,0.0,0,3,4,188,47.00,0
41,1970,1970-12-12,13,25.309,CLE,,DAL,L 2-6,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,1,0.0,0,0,5,160,32.00,1
42,1970,1970-12-20,14,25.317,CLE,@,DEN,W 27-13,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,3,66.7,0,9,4,168,42.00,0
43,1971,1971-09-19,1,26.225,CLE,,HOU,W 31-0,,0,0,,0,0,0,,0,0,,,1,12,12.00,0,4,4,100.0,1,3,33.3,0,7,5,218,43.60,0
44,1971,1971-09-26,2,26.232,CLE,@,BAL,W 14-13,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,,2,0.0,0,2,5,166,33.20,1
45,1971,1971-10-04,3,26.240,CLE,,OAK,L 20-34,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,2,4,50.0,0,8,3,121,40.33,0
46,1971,1971-10-10,4,26.246,CLE,,PIT,W 27-17,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,4,181,45.25,0
47,1971,1971-10-17,5,26.253,CLE,@,CIN,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,3,66.7,0,9,4,179,44.75,0
48,1971,1971-10-24,6,26.260,CLE,,DEN,L 0-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,9,427,47.44,0
49,1971,1971-10-31,7,26.267,CLE,,ATL,L 14-31,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,,,,0,2,4,191,47.75,0
50,1971,1971-11-07,8,26.274,CLE,@,PIT,L 9-26,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,2,0.0,0,1,7,233,33.29,1
51,1971,1971-11-14,9,26.281,CLE,@,KAN,L 7-13,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,2,0.0,0,1,5,189,37.80,0
52,1971,1971-11-21,10,26.288,CLE,,NWE,W 27-7,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
53,1971,1971-11-28,11,26.295,CLE,@,HOU,W 37-24,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,3,3,100.0,0,13,4,142,35.50,0
54,1971,1971-12-05,12,26.302,CLE,,CIN,W 31-27,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,1,1,100.0,0,7,5,211,42.20,0
55,1971,1971-12-12,13,26.309,CLE,@,NOR,W 21-17,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,1,0.0,0,3,3,101,33.67,0
56,1971,1971-12-19,14,26.316,CLE,@,WAS,W 20-13,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,2,2,100.0,0,8,4,149,37.25,0
57,1972,1972-09-17,1,27.224,CLE,,GNB,L 10-26,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,1,100.0,0,4,7,327,46.71,0
58,1972,1972-09-24,2,27.231,CLE,@,PHI,W 27-17,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,4,192,48.00,0
59,1972,1972-10-01,3,27.238,CLE,,CIN,W 27-6,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,3,66.7,0,9,8,361,45.13,0
60,1972,1972-10-08,4,27.245,CLE,,KAN,L 7-31,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,,,0,1,6,288,48.00,0
61,1972,1972-10-15,5,27.252,CLE,,CHI,L 0-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,11,480,43.64,0
62,1972,1972-10-22,6,27.259,CLE,@,HOU,W 23-17,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,3,4,75.0,0,11,6,273,45.50,0
63,1972,1972-10-29,7,27.266,CLE,@,DEN,W 27-20,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,3,155,51.67,0
64,1972,1972-11-05,8,27.273,CLE,,HOU,W 20-0,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,2,3,66.7,0,8,7,284,40.57,0
65,1972,1972-11-13,9,27.281,CLE,@,SDG,W 21-17,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,,,0,3,5,203,40.60,0
66,1972,1972-11-19,10,27.287,CLE,,PIT,W 26-24,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,4,5,80.0,0,14,3,99,33.00,0
67,1972,1972-11-26,11,27.294,CLE,,BUF,W 27-10,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,6,235,39.17,0
68,1972,1972-12-03,12,27.301,CLE,@,PIT,L 0-30,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,1,0.0,0,0,6,251,41.83,0
69,1972,1972-12-09,13,27.307,CLE,@,CIN,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,5,208,41.60,0
70,1972,1972-12-17,14,27.315,CLE,@,NYJ,W 26-10,,0,0,,0,0,0,,0,0,,,0,0,,0,2,3,66.7,2,2,100.0,0,8,4,142,35.50,0
71,1973,1973-09-16,1,28.222,CLE,,BAL,W 24-14,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,7,238,34.00,1
72,1973,1973-09-23,2,28.229,CLE,@,PIT,L 6-33,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,2,2,100.0,0,6,6,269,44.83,0
73,1973,1973-09-30,3,28.236,CLE,,NYG,W 12-10,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,4,5,80.0,0,12,3,127,42.33,0
74,1973,1973-10-07,4,28.243,CLE,,CIN,W 17-10,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,2,50.0,0,5,7,323,46.14,0
75,1973,1973-10-15,5,28.251,CLE,,MIA,L 9-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,3,5,60.0,0,9,5,171,34.20,0
76,1973,1973-10-21,6,28.257,CLE,,HOU,W 42-13,,0,0,,0,0,0,,0,0,,,0,0,,0,6,6,100.0,,1,0.0,0,6,6,210,35.00,0
77,1973,1973-10-28,7,28.264,CLE,,SDG,T 16-16,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,3,4,75.0,0,10,2,78,39.00,0
78,1973,1973-11-04,8,28.271,CLE,@,MIN,L 3-26,,0,0,,0,0,0,,0,0,,,1,-3,-3.00,0,,,,1,1,100.0,0,3,7,232,33.14,0
79,1973,1973-11-11,9,28.278,CLE,@,HOU,W 23-13,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,3,5,60.0,0,11,3,105,35.00,0
80,1973,1973-11-18,10,28.285,CLE,@,OAK,W 7-3,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,,,0,1,10,426,42.60,0
81,1973,1973-11-25,11,28.292,CLE,,PIT,W 21-16,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,,,0,3,7,250,35.71,0
82,1973,1973-12-02,12,28.299,CLE,@,KAN,T 20-20,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,2,2,100.0,0,8,9,458,50.89,0
83,1973,1973-12-09,13,28.306,CLE,@,CIN,L 17-34,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,2,50.0,0,5,4,178,44.50,0
84,1973,1973-12-16,14,28.313,CLE,@,RAM,L 17-30,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,1,100.0,0,5,6,256,42.67,0
85,1974,1974-09-15,1,29.221,CLE,@,CIN,L 7-33,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,,,0,1,9,337,37.44,0
86,1974,1974-09-22,2,29.228,CLE,,HOU,W 20-7,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,2,2,100.0,0,8,9,331,36.78,0
87,1974,1974-09-29,3,29.235,CLE,@,STL,L 7-29,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,1,0.0,0,1,7,295,42.14,0
88,1974,1974-10-06,4,29.242,CLE,,OAK,L 24-40,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,5,196,39.20,0
89,1974,1974-10-13,5,29.249,CLE,,CIN,L 24-34,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,4,130,32.50,0
90,1974,1974-10-20,6,29.256,CLE,@,PIT,L 16-20,,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,50.0,1,1,100.0,0,4,6,258,43.00,0
91,1974,1974-10-27,7,29.263,CLE,,DEN,W 23-21,,1,1,100.00,27,0,0,118.7,0,0,27.00,27.00,0,0,,0,2,2,100.0,3,4,75.0,0,11,6,249,41.50,0
92,1974,1974-11-03,8,29.270,CLE,@,SDG,L 35-36,,0,0,,0,0,0,,0,0,,,0,0,,0,5,5,100.0,,,,0,5,5,194,38.80,0
93,1974,1974-11-10,9,29.277,CLE,@,NWE,W 21-14,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,,,0,3,8,338,42.25,0
94,1974,1974-11-17,10,29.284,CLE,,PIT,L 16-26,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,3,3,100.0,0,10,6,259,43.17,0
95,1974,1974-11-24,11,29.291,CLE,,BUF,L 10-15,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,1,100.0,0,4,4,159,39.75,0
96,1974,1974-12-01,12,29.298,CLE,,SFO,W 7-0,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,,,0,1,9,359,39.89,0
97,1974,1974-12-07,13,29.304,CLE,@,DAL,L 17-41,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,1,100.0,0,5,6,243,40.50,0
98,1974,1974-12-15,14,29.312,CLE,@,HOU,L 24-28,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,6,295,49.17,0
99,1975,1975-09-21,1,30.227,CLE,@,CIN,L 17-24,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,1,100.0,0,5,4,163,40.75,0
100,1975,1975-09-28,2,30.234,CLE,,MIN,L 10-42,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,1,100.0,0,4,8,291,36.38,0
101,1975,1975-10-05,3,30.241,CLE,,PIT,L 6-42,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,0.0,,,,0,0,8,329,41.13,0
102,1975,1975-10-12,4,30.248,CLE,,HOU,L 10-40,,1,1,100.00,1,0,0,79.2,0,0,1.00,1.00,0,0,,0,1,1,100.0,1,1,100.0,0,4,4,158,39.50,0
103,1975,1975-10-19,5,30.255,CLE,@,DEN,L 15-16,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,5,7,71.4,0,15,4,190,47.50,0
104,1975,1975-10-26,6,30.262,CLE,,WAS,L 7-23,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,1,0.0,0,1,7,266,38.00,0
105,1975,1975-11-02,7,30.269,CLE,@,BAL,L 7-21,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,,,0,1,8,282,35.25,1
106,1975,1975-11-09,8,30.276,CLE,@,DET,L 10-21,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,1,100.0,0,4,9,411,45.67,0
107,1975,1975-11-16,9,30.283,CLE,@,OAK,L 17-38,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,1,100.0,0,5,5,199,39.80,0
108,1975,1975-11-23,10,30.290,CLE,,CIN,W 35-23,,0,0,,0,0,0,,0,0,,,0,0,,0,2,4,50.0,3,3,100.0,0,11,5,192,38.40,0
109,1975,1975-11-30,11,30.297,CLE,,NOR,W 17-16,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,1,100.0,0,5,4,152,38.00,0
110,1975,1975-12-07,12,30.304,CLE,@,PIT,L 17-31,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,1,100.0,0,5,8,328,41.00,0
111,1975,1975-12-14,13,30.311,CLE,,KAN,W 40-14,,1,1,100.00,-1,0,0,79.2,0,0,-1.00,-1.00,0,0,,0,5,5,100.0,1,3,33.3,0,8,1,38,38.00,0
112,1975,1975-12-21,14,30.318,CLE,@,HOU,L 10-21,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,2,50.0,0,4,7,318,45.43,0
113,1976,1976-09-12,1,31.219,CLE,,NYJ,W 38-17,,0,0,,0,0,0,,0,0,,,0,0,,0,5,5,100.0,1,1,100.0,0,8,4,149,37.25,0
114,1976,1976-09-19,2,31.226,CLE,@,PIT,L 14-31,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,,1,0.0,0,2,7,293,41.86,1
115,1976,1976-09-26,3,31.233,CLE,@,DEN,L 13-44,,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,50.0,,1,0.0,0,1,6,239,39.83,1
116,1976,1976-10-03,4,31.240,CLE,,CIN,L 24-45,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,3,33.3,0,5,3,120,40.00,0
117,1976,1976-10-10,5,31.247,CLE,,PIT,W 18-16,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,1,0.0,4,6,66.7,0,12,5,188,37.60,0
118,1976,1976-10-17,6,31.254,CLE,@,ATL,W 20-17,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,,,,0,2,4,152,38.00,0
119,1976,1976-10-24,7,31.261,CLE,,SDG,W 21-17,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,3,0.0,0,3,2,79,39.50,0
120,1976,1976-10-31,8,31.268,CLE,@,CIN,L 6-21,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,2,2,100.0,0,6,5,180,36.00,0
121,1976,1976-11-07,9,31.275,CLE,@,HOU,W 21-7,,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,50.0,2,2,100.0,0,7,6,271,45.17,0
122,1976,1976-11-14,10,31.282,CLE,,PHI,W 24-3,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,3,33.3,0,6,5,186,37.20,0
123,1976,1976-11-21,11,31.289,CLE,@,TAM,W 24-7,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,6,240,40.00,0
124,1976,1976-11-28,12,31.296,CLE,,MIA,W 17-13,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,1,1,100.0,0,5,2,77,38.50,0
125,1976,1976-12-05,13,31.303,CLE,,HOU,W 13-10,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,2,3,66.7,0,7,4,146,36.50,1
126,1976,1976-12-12,14,31.310,CLE,@,KAN,L 14-39,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,,1,0.0,0,2,5,167,33.40,0
127,1977,1977-09-18,1,32.224,CLE,@,CIN,W 13-3,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
128,1977,1977-09-26,2,32.232,CLE,,NWE,W 30-27,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,3,5,60.0,0,12,0,0,,0
129,1977,1977-10-02,3,32.238,CLE,,PIT,L 14-28,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
130,1977,1977-10-09,4,32.245,CLE,,OAK,L 10-26,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
131,1977,1977-10-16,5,32.252,CLE,@,HOU,W 24-23,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
132,1977,1977-10-23,6,32.259,CLE,@,BUF,W 27-16,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,2,2,100.0,0,9,1,30,30.00,0
133,1977,1977-10-30,7,32.266,CLE,,KAN,W 44-7,,0,0,,0,0,0,,0,0,,,0,0,,0,5,5,100.0,3,3,100.0,0,14,0,0,,0
134,1977,1977-11-06,8,32.273,CLE,,CIN,L 7-10,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
135,1977,1977-11-13,9,32.280,CLE,@,PIT,L 31-35,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
136,1977,1977-11-20,10,32.287,CLE,@,NYG,W 21-7,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
137,1977,1977-11-27,11,32.294,CLE,,RAM,L 0-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1977,1977-12-04,12,32.301,CLE,@,SDG,L 14-37,,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
139,1977,1977-12-11,13,32.308,CLE,,HOU,L 15-19,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
140,1977,1977-12-18,14,32.315,CLE,@,SEA,L 19-20,,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,50.0,2,2,100.0,0,7,0,0,,0
141,1978,1978-09-03,1,33.209,CLE,,SFO,W 24-7,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,3,33.3,0,6,0,0,,0
142,1978,1978-09-10,2,33.216,CLE,,CIN,W 13-10,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
143,1978,1978-09-17,3,33.223,CLE,@,ATL,W 24-16,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
144,1978,1978-09-24,4,33.230,CLE,@,PIT,L 9-15,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,3,4,75.0,0,9,0,0,,0
145,1978,1978-10-01,5,33.237,CLE,,HOU,L 13-16,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
146,1978,1978-10-08,6,33.244,CLE,@,NOR,W 24-16,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
147,1978,1978-10-15,7,33.251,CLE,,PIT,L 14-34,,0,0,,0,0,,,,,,,0,0,,0,2,2,100.0,,,,0,2,,,,
148,1978,1978-10-22,8,33.258,CLE,@,KAN,L 3-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
149,1978,1978-10-29,9,33.265,CLE,,BUF,W 41-20,,0,0,,0,0,,,,,,,0,0,,0,5,6,83.3,,,,0,5,,,,
150,1978,1978-11-05,10,33.272,CLE,@,HOU,L 10-14,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
151,1978,1978-11-12,11,33.279,CLE,,DEN,L 7-19,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,2,0.0,0,1,0,0,,0
152,1978,1978-11-19,12,33.286,CLE,@,BAL,W 45-24,,0,0,,0,0,0,,0,0,,,0,0,,0,6,6,100.0,1,1,100.0,0,9,0,0,,0
153,1978,1978-11-26,13,33.293,CLE,,RAM,W 30-19,,0,0,,0,0,0,,0,0,,,0,0,,0,3,4,75.0,1,1,100.0,0,6,0,0,,0
154,1978,1978-12-03,14,33.300,CLE,@,SEA,L 24-47,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
