ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1968,1968-09-15,1,23.222,CLE,@,NOR,W 24-10,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,6,252,42.00,0
2,1968,1968-09-22,2,23.229,CLE,@,DAL,L 7-28,,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,100.0,,2,0.0,0,1,5,187,37.40,0
3,1968,1968-09-29,3,23.236,CLE,,RAM,L 6-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,0.0,,,,0,0,8,326,40.75,0
4,1968,1968-10-05,4,23.242,CLE,,PIT,W 31-24,,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,100.0,1,1,100.0,0,7,3,118,39.33,0
5,1968,1968-10-13,5,23.250,CLE,,STL,L 21-27,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,,1,0.0,0,3,5,183,36.60,0
6,1968,1968-10-20,6,23.257,CLE,@,BAL,W 30-20,,0,0,,0,0,0,,0,0,,,0,0,,0,3,4,75.0,1,2,50.0,0,6,5,224,44.80,0
7,1968,1968-10-27,7,23.264,CLE,,ATL,W 30-7,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,3,3,100.0,0,12,2,84,42.00,0
8,1968,1968-11-03,8,23.271,CLE,@,SFO,W 33-21,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,4,5,80.0,0,15,1,40,40.00,0
9,1968,1968-11-10,9,23.278,CLE,,NOR,W 35-17,,0,0,,0,0,0,,0,0,,,0,0,,0,5,5,100.0,,,,0,5,5,193,38.60,0
10,1968,1968-11-17,10,23.285,CLE,@,PIT,W 45-24,,0,0,,0,0,0,,0,0,,,0,0,,0,6,6,100.0,1,1,100.0,0,9,4,120,30.00,0
11,1968,1968-11-24,11,23.292,CLE,,PHI,W 47-13,,0,0,,0,0,0,,0,0,,,0,0,,0,5,5,100.0,2,3,66.7,0,11,4,142,35.50,0
12,1968,1968-12-01,12,23.299,CLE,,NYG,W 45-10,,0,0,,0,0,0,,0,0,,,0,0,,0,6,6,100.0,1,1,100.0,0,9,4,144,36.00,0
13,1968,1968-12-08,13,23.306,CLE,@,WAS,W 24-21,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,6,213,35.50,0
