ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1985,1985-09-08,1,23.197,PIT,,IND,W 45-3,0,0,,0,,
2,1985,1985-09-16,2,23.205,PIT,@,CLE,L 7-17,0,0,,0,,
3,1985,1985-09-22,3,23.211,PIT,,HOU,W 20-0,0,0,,0,,
4,1985,1985-09-30,4,23.219,PIT,,CIN,L 24-37,0,0,,0,,
5,1985,1985-10-06,5,23.225,PIT,@,MIA,L 20-24,0,0,,0,,
6,1985,1985-10-13,6,23.232,PIT,@,DAL,L 13-27,0,0,,0,,
7,1985,1985-10-20,7,23.239,PIT,,STL,W 23-10,0,0,,0,,
8,1985,1985-10-27,8,23.246,PIT,@,CIN,L 21-26,0,0,,0,,
9,1985,1985-11-03,9,23.253,PIT,,CLE,W 10-9,0,0,,0,,
10,1985,1985-11-10,10,23.260,PIT,@,KAN,W 36-28,0,0,,0,,
11,1985,1985-11-17,11,23.267,PIT,@,HOU,W 30-7,1,8,8.00,0,0,0
12,1985,1985-11-24,12,23.274,PIT,,WAS,L 23-30,0,0,,0,,
13,1985,1985-12-01,13,23.281,PIT,,DEN,L 23-31,1,24,24.00,0,0,0
14,1985,1985-12-08,14,23.288,PIT,@,SDG,L 44-54,1,17,17.00,0,0,0
15,1985,1985-12-15,15,23.295,PIT,,BUF,W 30-24,3,34,11.33,0,0,0
16,1985,1985-12-21,16,23.301,PIT,@,NYG,L 10-28,0,0,,0,,
17,1986,1986-09-07,1,24.196,PIT,@,SEA,L 0-30,0,0,,0,,
18,1986,1986-09-15,2,24.204,PIT,,DEN,L 10-21,1,9,9.00,0,0,0
19,1986,1986-09-21,3,24.210,PIT,@,MIN,L 7-31,1,7,7.00,0,0,0
20,1986,1986-09-28,4,24.217,PIT,@,HOU,W 22-16,0,0,,0,,
21,1986,1986-10-05,5,24.224,PIT,,CLE,L 24-27,2,31,15.50,0,0,0
22,1986,1986-10-13,6,24.232,PIT,@,CIN,L 22-24,4,45,11.25,0,0,0
23,1986,1986-10-19,7,24.238,PIT,,NWE,L 0-34,0,0,,0,,
24,1986,1986-10-26,8,24.245,PIT,,CIN,W 30-9,2,24,12.00,0,0,0
25,1986,1986-11-02,9,24.252,PIT,,GNB,W 27-3,1,7,7.00,0,0,0
26,1986,1986-11-09,10,24.259,PIT,@,BUF,L 12-16,4,29,7.25,0,0,0
27,1986,1986-11-16,11,24.266,PIT,,HOU,W 21-10,0,0,,0,,
28,1986,1986-11-23,12,24.273,PIT,@,CLE,L 31-37,2,27,13.50,0,0,0
29,1986,1986-11-30,13,24.280,PIT,@,CHI,L 10-13,1,12,12.00,1,1,6
30,1986,1986-12-07,14,24.287,PIT,,DET,W 27-17,0,0,,0,,
31,1986,1986-12-13,15,24.293,PIT,@,NYJ,W 45-24,1,14,14.00,0,0,0
32,1986,1986-12-21,16,24.301,PIT,,KAN,L 19-24,2,41,20.50,0,0,0
33,1987,1987-09-13,1,25.202,PIT,,SFO,W 30-17,1,2,2.00,1,1,6
34,1987,1987-09-20,2,25.209,PIT,@,CLE,L 10-34,1,7,7.00,0,0,0
35,1988,1988-09-04,1,26.194,PIT,,DAL,W 24-21,0,0,,0,,
36,1988,1988-09-11,2,26.201,PIT,@,WAS,L 29-30,1,10,10.00,0,0,0
37,1988,1988-09-18,3,26.208,PIT,,CIN,L 12-17,1,16,16.00,0,0,0
38,1988,1988-09-25,4,26.215,PIT,@,BUF,L 28-36,4,54,13.50,0,0,0
39,1988,1988-10-02,5,26.222,PIT,,CLE,L 9-23,0,0,,0,,
40,1988,1988-10-09,6,26.229,PIT,@,PHO,L 14-31,0,0,,0,,
41,1988,1988-10-16,7,26.236,PIT,,HOU,L 14-34,1,8,8.00,0,0,0
42,1988,1988-10-23,8,26.243,PIT,,DEN,W 39-21,0,0,,0,,
43,1988,1988-10-30,9,26.250,PIT,@,NYJ,L 20-24,0,0,,0,,
44,1988,1988-11-06,10,26.257,PIT,@,CIN,L 7-42,0,0,,0,,
45,1988,1988-11-13,11,26.264,PIT,,PHI,L 26-27,0,0,,0,,
46,1988,1988-11-20,12,26.271,PIT,@,CLE,L 7-27,2,18,9.00,0,0,0
47,1988,1988-11-27,13,26.278,PIT,,KAN,W 16-10,1,2,2.00,0,0,0
48,1988,1988-12-04,14,26.285,PIT,@,HOU,W 37-34,1,10,10.00,0,0,0
49,1988,1988-12-11,15,26.292,PIT,@,SDG,L 14-20,1,3,3.00,1,1,6
50,1988,1988-12-18,16,26.299,PIT,,MIA,W 40-24,0,0,,0,,
