ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1983,1983-09-04,1,22.243,BUF,,MIA,L 0-12,0,0,,0,,
2,1983,1983-09-11,2,22.250,BUF,@,CIN,W 10-6,0,0,,0,,
3,1983,1983-09-18,3,22.257,BUF,,BAL,W 28-23,0,0,,0,,
4,1983,1983-10-03,5,22.272,BUF,,NYJ,L 10-34,0,0,,0,,
5,1983,1983-10-30,9,22.299,BUF,,NOR,W 27-21,0,0,,0,,
6,1983,1983-11-06,10,22.306,BUF,@,NWE,L 7-21,1,9,9.00,0,0,0
7,1983,1983-11-13,11,22.313,BUF,@,NYJ,W 24-17,0,0,,0,,
8,1983,1983-11-20,12,22.320,BUF,,RAI,L 24-27,3,30,10.00,0,0,0
9,1983,1983-11-27,13,22.327,BUF,@,RAM,L 17-41,3,25,8.33,0,0,0
10,1983,1983-12-11,15,22.341,BUF,,SFO,L 10-23,0,0,,0,,
11,1983,1983-12-18,16,22.348,BUF,@,ATL,L 14-31,4,59,14.75,1,1,6
12,1984,1984-09-02,1,23.242,BUF,,NWE,L 17-21,2,16,8.00,0,0,0
13,1984,1984-09-09,2,23.249,BUF,@,STL,L 7-37,2,47,23.50,0,0,0
14,1984,1984-09-17,3,23.257,BUF,,MIA,L 17-21,3,51,17.00,1,1,6
15,1984,1984-09-23,4,23.263,BUF,,NYJ,L 26-28,3,56,18.67,1,1,6
16,1984,1984-09-30,5,23.270,BUF,@,IND,L 17-31,2,27,13.50,0,0,0
17,1984,1984-10-07,6,23.277,BUF,,PHI,L 17-27,1,7,7.00,0,0,0
18,1984,1984-10-14,7,23.284,BUF,@,SEA,L 28-31,0,0,,0,,
19,1984,1984-10-21,8,23.291,BUF,,DEN,L 7-37,0,0,,0,,
20,1984,1984-10-28,9,23.298,BUF,@,MIA,L 7-38,0,0,,0,,
21,1984,1984-11-04,10,23.305,BUF,,CLE,L 10-13,3,38,12.67,0,0,0
22,1984,1984-11-11,11,23.312,BUF,@,NWE,L 10-38,0,0,,0,,
23,1984,1984-11-18,12,23.319,BUF,,DAL,W 14-3,0,0,,0,,
24,1984,1984-11-25,13,23.326,BUF,@,WAS,L 14-41,0,0,,0,,
25,1984,1984-12-02,14,23.333,BUF,,IND,W 21-15,0,0,,0,,
26,1984,1984-12-08,15,23.339,BUF,@,NYJ,L 17-21,1,28,28.00,0,0,0
27,1984,1984-12-16,16,23.347,BUF,@,CIN,L 21-52,4,25,6.25,0,0,0
