ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
41,2008,2008-09-07,1,25.237,SDG,,CAR,L 24-26,*,4,3,47,15.67,1,75.0%,11.75,0,0,,0,0,0,,0,,1,6,0.0,0,0
42,2008,2008-09-14,2,25.244,SDG,@,DEN,L 38-39,*,8,6,73,12.17,0,75.0%,9.13,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2008,2008-09-22,3,25.252,SDG,,NYJ,W 48-29,*,5,3,74,24.67,0,60.0%,14.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2008,2008-09-28,4,25.258,SDG,@,OAK,W 28-18,*,8,3,52,17.33,0,37.5%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2008,2008-10-05,5,25.265,SDG,@,MIA,L 10-17,*,5,2,56,28.00,0,40.0%,11.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2008,2008-10-12,6,25.272,SDG,,NWE,W 30-10,*,10,5,134,26.80,1,50.0%,13.40,0,0,,0,0,0,,0,,1,6,0.0,0,0
47,2008,2008-10-19,7,25.279,SDG,@,BUF,L 14-23,*,5,4,42,10.50,1,80.0%,8.40,1,31,31.00,0,0,0,,0,,1,6,0.0,0,0
48,2008,2008-10-26,8,25.286,SDG,@,NOR,L 32-37,*,7,4,60,15.00,1,57.1%,8.57,0,0,,0,0,0,,0,,1,6,0.0,1,0
49,2008,2008-11-09,9,25.300,SDG,,KAN,W 20-19,*,9,5,83,16.60,0,55.6%,9.22,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2008,2008-11-16,10,25.307,SDG,@,PIT,L 10-11,*,7,2,25,12.50,0,28.6%,3.57,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2008,2008-11-23,11,25.314,SDG,,IND,L 20-23,*,2,2,57,28.50,1,100.0%,28.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
52,2008,2008-11-30,12,25.321,SDG,,ATL,L 16-22,*,2,,,,,0.0%,,,,,,,,,,,,,,,
53,2008,2008-12-04,13,25.325,SDG,,OAK,W 34-7,*,9,5,148,29.60,1,55.6%,16.44,0,0,,0,0,0,,0,,1,6,0.0,0,0
54,2008,2008-12-14,14,25.335,SDG,@,KAN,W 22-21,*,8,6,89,14.83,1,75.0%,11.13,1,8,8.00,0,0,0,,0,,1,6,0.0,0,0
55,2008,2008-12-21,15,25.342,SDG,@,TAM,W 41-24,*,10,7,111,15.86,0,70.0%,11.10,0,0,,0,0,0,,0,,0,0,0.0,0,0
56,2008,2008-12-28,16,25.349,SDG,,DEN,W 52-21,*,2,2,47,23.50,0,100.0%,23.50,2,30,15.00,0,0,0,,0,,0,0,0.0,0,0
57,2009,2009-09-14,1,26.243,SDG,@,OAK,W 24-20,*,7,5,56,11.20,1,71.4%,8.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
58,2009,2009-09-20,2,26.249,SDG,,BAL,L 26-31,*,7,6,141,23.50,1,85.7%,20.14,0,0,,0,0,0,,0,,1,6,0.0,0,0
59,2009,2009-09-27,3,26.256,SDG,,MIA,W 23-13,*,8,5,120,24.00,0,62.5%,15.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2009,2009-10-04,4,26.263,SDG,@,PIT,L 28-38,*,7,4,56,14.00,0,57.1%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2009,2009-10-19,5,26.278,SDG,,DEN,L 23-34,*,7,4,46,11.50,1,57.1%,6.57,0,0,,0,0,0,,0,,1,6,0.0,0,0
62,2009,2009-10-25,6,26.284,SDG,@,KAN,W 37-7,*,9,5,142,28.40,1,55.6%,15.78,0,0,,0,0,0,,0,,1,6,0.0,0,0
63,2009,2009-11-01,7,26.291,SDG,,OAK,W 24-16,*,12,8,103,12.88,1,66.7%,8.58,0,0,,0,0,0,,0,,1,6,0.0,0,0
64,2009,2009-11-08,8,26.298,SDG,@,NYG,W 21-20,*,7,5,58,11.60,2,71.4%,8.29,1,-4,-4.00,0,0,0,,0,,2,12,0.0,0,0
65,2009,2009-11-15,9,26.305,SDG,,PHI,W 31-23,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
66,2009,2009-11-22,10,26.312,SDG,@,DEN,W 32-3,*,6,4,56,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
67,2009,2009-11-29,11,26.319,SDG,,KAN,W 43-14,*,5,2,27,13.50,0,40.0%,5.40,1,12,12.00,0,0,0,,0,,0,0,0.0,0,0
68,2009,2009-12-06,12,26.326,SDG,@,CLE,W 30-23,*,4,2,54,27.00,0,50.0%,13.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
69,2009,2009-12-13,13,26.333,SDG,@,DAL,W 20-17,*,11,7,120,17.14,0,63.6%,10.91,0,0,,0,0,0,,0,,0,0,0.0,1,0
70,2009,2009-12-20,14,26.340,SDG,,CIN,W 27-24,*,7,5,108,21.60,2,71.4%,15.43,0,0,,0,0,0,,0,,2,12,0.0,0,0
71,2009,2009-12-25,15,26.345,SDG,@,TEN,W 42-17,*,8,5,70,14.00,0,62.5%,8.75,1,3,3.00,0,0,0,,0,,0,0,0.0,0,0
72,2010,2010-11-28,11,27.318,SDG,@,IND,W 36-14,*,,,,,,0.0%,,,,,,,,,,,,,,,
73,2010,2010-12-12,13,27.332,SDG,,KAN,W 31-0,*,3,2,29,14.50,0,66.7%,9.67,1,14,14.00,0,0,0,,0,,0,0,0.0,0,0
74,2010,2010-12-16,14,27.336,SDG,,SFO,W 34-7,*,7,5,112,22.40,3,71.4%,16.00,0,0,,0,0,0,,0,,3,18,0.0,0,0
75,2010,2010-12-26,15,27.346,SDG,@,CIN,L 20-34,*,9,4,54,13.50,0,44.4%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
76,2010,2011-01-02,16,27.353,SDG,@,DEN,W 33-28,*,5,3,53,17.67,0,60.0%,10.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2011,2011-09-11,1,28.240,SDG,,MIN,W 24-17,*,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2011,2011-09-18,2,28.247,SDG,@,NWE,L 21-35,*,15,10,172,17.20,2,66.7%,11.47,0,0,,0,0,0,,0,,2,12,0.0,0,0
79,2011,2011-09-25,3,28.254,SDG,,KAN,W 20-17,*,8,5,63,12.60,0,62.5%,7.88,1,1,1.00,0,0,0,,0,,0,0,0.0,0,0
80,2011,2011-10-02,4,28.261,SDG,,MIA,W 26-16,*,4,3,108,36.00,1,75.0%,27.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
81,2011,2011-10-09,5,28.268,SDG,@,DEN,W 29-24,*,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
82,2011,2011-10-23,6,28.282,SDG,@,NYJ,L 21-27,*,8,1,15,15.00,0,12.5%,1.88,0,0,,0,0,0,,0,,0,0,0.0,1,0
83,2011,2011-10-31,7,28.290,SDG,@,KAN,L 20-23,*,8,3,49,16.33,0,37.5%,6.13,0,0,,0,0,0,,0,,0,0,0.0,1,0
84,2011,2011-11-06,8,28.296,SDG,,GNB,L 38-45,*,12,7,141,20.14,3,58.3%,11.75,0,0,,0,0,0,,0,,3,18,0.0,0,0
85,2011,2011-11-10,9,28.300,SDG,,OAK,L 17-24,*,7,1,22,22.00,0,14.3%,3.14,0,0,,0,0,0,,0,,0,0,0.0,0,0
86,2011,2011-11-20,10,28.310,SDG,@,CHI,L 20-31,*,9,7,165,23.57,1,77.8%,18.33,0,0,,0,0,0,,0,,1,6,0.0,1,0
87,2011,2011-11-27,11,28.317,SDG,,DEN,L 13-16,*,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2011,2011-12-05,12,28.325,SDG,@,JAX,W 38-14,*,5,4,72,18.00,1,80.0%,14.40,0,0,,0,0,0,,0,,1,6,0.0,0,0
89,2011,2011-12-11,13,28.331,SDG,,BUF,W 37-10,*,9,5,55,11.00,0,55.6%,6.11,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2011,2011-12-18,14,28.338,SDG,,BAL,W 34-14,*,6,3,84,28.00,0,50.0%,14.00,1,9,9.00,0,0,0,,0,,0,0,0.0,0,0
91,2011,2011-12-24,15,28.344,SDG,@,DET,L 10-38,*,7,2,41,20.50,0,28.6%,5.86,0,0,,0,0,0,,0,,0,0,0.0,0,0
92,2011,2012-01-01,16,28.352,SDG,@,OAK,W 38-26,*,5,2,29,14.50,1,40.0%,5.80,1,41,41.00,0,0,0,,0,,1,6,0.0,1,0
93,2012,2012-09-09,1,29.239,TAM,,CAR,W 16-10,*,10,4,47,11.75,0,40.0%,4.70,0,0,,0,0,0,,0,,0,0,0.0,0,0
94,2012,2012-09-16,2,29.246,TAM,@,NYG,L 34-41,*,10,5,128,25.60,1,50.0%,12.80,0,0,,0,0,0,,0,,1,6,0.0,0,0
95,2012,2012-09-23,3,29.253,TAM,@,DAL,L 10-16,*,7,1,29,29.00,0,14.3%,4.14,0,0,,0,0,0,,0,,0,0,0.0,0,0
96,2012,2012-09-30,4,29.260,TAM,,WAS,L 22-24,*,11,6,100,16.67,1,54.5%,9.09,0,0,,0,1,2,2.00,0,,1,6,0.0,0,0
97,2012,2012-10-14,5,29.274,TAM,,KAN,W 38-10,*,8,4,66,16.50,2,50.0%,8.25,0,0,,0,0,0,,0,,2,12,0.0,0,0
98,2012,2012-10-21,6,29.281,TAM,,NOR,L 28-35,*,14,7,216,30.86,1,50.0%,15.43,0,0,,0,0,0,,0,,1,6,0.0,0,0
99,2012,2012-10-25,7,29.285,TAM,@,MIN,W 36-17,*,6,2,40,20.00,0,33.3%,6.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2012,2012-11-04,8,29.295,TAM,@,OAK,W 42-32,*,4,2,84,42.00,1,50.0%,21.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
101,2012,2012-11-11,9,29.302,TAM,,SDG,W 34-24,*,7,5,59,11.80,0,71.4%,8.43,0,0,,0,0,0,,0,,0,0,0.0,0,0
102,2012,2012-11-18,10,29.309,TAM,@,CAR,W 27-21,*,11,6,94,15.67,1,54.5%,8.55,0,0,,0,0,0,,0,1,1,8,0.0,0,0
103,2012,2012-11-25,11,29.316,TAM,,ATL,L 23-24,*,7,5,96,19.20,0,71.4%,13.71,0,0,,0,0,0,,0,,0,0,0.0,0,0
104,2012,2012-12-02,12,29.323,TAM,@,DEN,L 23-31,*,8,3,55,18.33,0,37.5%,6.88,0,0,,0,0,0,,0,,0,0,0.0,0,0
105,2012,2012-12-09,13,29.330,TAM,,PHI,L 21-23,*,10,6,131,21.83,1,60.0%,13.10,0,0,,0,0,0,,0,,1,6,0.0,0,0
106,2012,2012-12-16,14,29.337,TAM,@,NOR,L 0-41,*,12,6,81,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
107,2012,2012-12-23,15,29.344,TAM,,STL,L 13-28,*,15,7,108,15.43,0,46.7%,7.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
108,2012,2012-12-30,16,29.351,TAM,@,ATL,W 22-17,*,7,3,50,16.67,0,42.9%,7.14,0,0,,0,0,0,,0,,0,0,0.0,0,0
109,2013,2013-09-08,1,30.237,TAM,@,NYJ,L 17-18,*,13,7,154,22.00,0,53.8%,11.85,0,0,,0,0,0,,0,,0,0,0.0,1,0
110,2013,2013-09-15,2,30.244,TAM,,NOR,L 14-16,*,11,5,77,15.40,0,45.5%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
111,2013,2013-09-22,3,30.251,TAM,@,NWE,L 3-23,*,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0,,0,,0,0,0.0,1,0
112,2013,2013-09-29,4,30.258,TAM,,ARI,L 10-13,*,11,2,27,13.50,0,18.2%,2.45,0,0,,0,0,0,,0,,0,0,0.0,1,0
113,2013,2013-10-13,5,30.272,TAM,,PHI,L 20-31,*,14,9,114,12.67,2,64.3%,8.14,0,0,,0,0,0,,0,,2,12,0.0,0,0
114,2013,2013-10-20,6,30.279,TAM,@,ATL,L 23-31,*,22,10,138,13.80,2,45.5%,6.27,0,0,,0,0,0,,0,,2,12,0.0,0,0
115,2013,2013-10-24,7,30.283,TAM,,CAR,L 13-31,*,13,5,79,15.80,0,38.5%,6.08,0,0,,0,0,0,,0,,0,0,0.0,0,0
116,2013,2013-11-03,8,30.293,TAM,@,SEA,L 24-27,*,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
117,2013,2013-11-11,9,30.301,TAM,,MIA,W 22-19,*,8,3,28,9.33,0,37.5%,3.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
118,2013,2013-11-17,10,30.307,TAM,,ATL,W 41-28,*,12,10,165,16.50,1,83.3%,13.75,0,0,,0,0,0,,0,,1,6,0.0,0,0
119,2013,2013-11-24,11,30.314,TAM,@,DET,W 24-21,*,3,2,61,30.50,0,66.7%,20.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
120,2013,2013-12-01,12,30.321,TAM,@,CAR,L 6-27,*,5,3,75,25.00,0,60.0%,15.00,1,0,0.00,0,0,0,,0,,0,0,0.0,1,0
121,2013,2013-12-08,13,30.328,TAM,,BUF,W 27-6,*,8,3,70,23.33,1,37.5%,8.75,0,0,,0,0,0,,0,,1,6,0.0,1,0
122,2013,2013-12-15,14,30.335,TAM,,SFO,L 14-33,*,8,5,58,11.60,1,62.5%,7.25,0,0,,0,0,0,,0,,1,6,0.0,0,0
123,2013,2013-12-22,15,30.342,TAM,@,STL,L 13-23,*,10,5,98,19.60,0,50.0%,9.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
124,2013,2013-12-29,16,30.349,TAM,@,NOR,L 17-42,*,12,4,35,8.75,0,33.3%,2.92,0,0,,0,0,0,,0,,0,0,0.0,0,0
125,2014,2014-09-07,1,31.236,TAM,,CAR,L 14-20,*,9,4,36,9.00,0,44.4%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
126,2014,2014-09-14,2,31.243,TAM,,STL,L 17-19,*,7,4,51,12.75,0,57.1%,7.29,0,0,,0,0,0,,0,,0,0,0.0,1,0
127,2014,2014-09-18,3,31.247,TAM,@,ATL,L 14-56,*,9,2,15,7.50,1,22.2%,1.67,0,0,,0,0,0,,0,,1,6,0.0,0,0
128,2014,2014-09-28,4,31.257,TAM,@,PIT,W 27-24,*,10,3,32,10.67,1,30.0%,3.20,0,0,,0,0,0,,0,,1,6,0.0,0,0
129,2014,2014-10-05,5,31.264,TAM,@,NOR,L 31-37,*,12,8,144,18.00,0,66.7%,12.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
130,2014,2014-10-12,6,31.271,TAM,,BAL,L 17-48,*,13,4,66,16.50,0,30.8%,5.08,0,0,,0,0,0,,0,,0,0,0.0,0,0
131,2014,2014-10-26,7,31.285,TAM,,MIN,L 13-19,*,5,1,13,13.00,0,20.0%,2.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
132,2014,2014-11-02,8,31.292,TAM,@,CLE,L 17-22,*,12,6,86,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,,0,0,0.0,1,0
133,2014,2014-11-09,9,31.299,TAM,,ATL,L 17-27,*,13,8,75,9.38,0,61.5%,5.77,0,0,,0,0,0,,0,,0,0,0.0,1,0
134,2014,2014-11-16,10,31.306,TAM,@,WAS,W 27-7,*,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
135,2014,2014-11-23,11,31.313,TAM,@,CHI,L 13-21,*,9,5,117,23.40,0,55.6%,13.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
136,2014,2014-11-30,12,31.320,TAM,,CIN,L 13-14,*,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
137,2014,2014-12-07,13,31.327,TAM,@,DET,L 17-34,*,17,10,159,15.90,0,58.8%,9.35,0,0,,0,0,0,,0,,0,0,0.0,0,0
138,2014,2014-12-14,14,31.334,TAM,@,CAR,L 17-19,*,10,6,70,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
139,2014,2014-12-21,15,31.341,TAM,,GNB,L 3-20,*,6,3,60,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
140,2014,2014-12-28,16,31.348,TAM,,NOR,L 20-23,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
141,2015,2015-09-13,1,32.242,TAM,,TEN,L 14-42,*,11,4,51,12.75,0,36.4%,4.64,0,0,,0,0,0,,0,,0,0,0.0,0,0
142,2015,2015-09-20,2,32.249,TAM,@,NOR,W 26-19,,5,3,54,18.00,1,60.0%,10.80,0,0,,0,0,0,,0,,1,6,0.0,0,0
143,2015,2015-09-27,3,32.256,TAM,@,HOU,L 9-19,*,4,2,40,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
144,2015,2015-10-04,4,32.263,TAM,,CAR,L 23-37,*,15,10,147,14.70,1,66.7%,9.80,0,0,,0,0,0,,0,,1,6,0.0,0,0
145,2015,2015-10-11,5,32.270,TAM,,JAX,W 38-31,*,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,1,0,2,0.0,0,0
146,2015,2015-10-25,6,32.284,TAM,@,WAS,L 30-31,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
147,2015,2015-11-22,10,32.312,TAM,@,PHI,W 45-17,*,6,4,56,14.00,1,66.7%,9.33,0,0,,0,0,0,,0,,1,6,0.0,0,0
148,2015,2015-11-29,11,32.319,TAM,@,IND,L 12-25,*,10,4,76,19.00,0,40.0%,7.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
149,2015,2015-12-06,12,32.326,TAM,,ATL,W 23-19,*,5,3,87,29.00,0,60.0%,17.40,0,0,,0,0,0,,0,,0,0,0.0,0,0
150,2015,2015-12-13,13,32.333,TAM,,NOR,L 17-24,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
151,2016,2016-09-11,1,33.241,TAM,@,ATL,W 31-24,*,7,2,18,9.00,0,28.6%,2.57,0,0,,0,0,0,,0,,0,0,0.0,0,0
152,2016,2016-09-18,2,33.248,TAM,@,ARI,L 7-40,*,9,4,44,11.00,0,44.4%,4.89,0,0,,0,0,0,,0,,0,0,0.0,0,0
153,2016,2016-09-25,3,33.255,TAM,,LAR,L 32-37,*,6,3,37,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,,0,0,0.0,0,0
154,2016,2016-10-02,4,33.262,TAM,,DEN,L 7-27,*,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
155,2016,2016-10-10,5,33.270,TAM,@,CAR,W 17-14,*,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
