ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-10-04,4,23.297,GNB,,MIN,L 23-24,1,21,21.00,0,0,0,,0,0,0,0,0,0
2,1964,1964-10-18,6,23.311,GNB,@,BAL,L 21-24,1,23,23.00,0,0,0,,0,0,0,0,0,0
3,1964,1964-10-25,7,23.318,GNB,,RAM,L 17-27,3,75,25.00,0,0,0,,0,0,0,0,0,0
4,1964,1964-11-22,11,23.346,GNB,,CLE,W 28-21,2,48,24.00,0,0,0,,0,0,0,0,0,0
5,1964,1964-12-13,14,24.001,GNB,@,RAM,T 24-24,0,0,,0,0,0,,0,0,0,1,30,0
6,1965,1965-10-17,5,24.309,GNB,@,DET,W 31-21,0,0,,0,0,0,,0,0,0,1,0,0
7,1965,1965-10-24,6,24.316,GNB,,DAL,W 13-3,0,0,,0,0,0,,0,0,0,1,27,0
8,1965,1965-12-12,13,25.000,GNB,@,BAL,W 42-27,0,0,,0,0,0,,0,0,0,1,15,0
9,1966,1966-09-10,1,25.272,GNB,,BAL,W 24-3,0,0,,0,0,0,,0,0,0,1,0,0
10,1966,1966-10-02,4,25.294,GNB,,DET,W 23-14,0,0,,0,0,0,,0,0,0,1,15,0
11,1966,1966-10-23,7,25.315,GNB,,ATL,W 56-3,0,0,,0,2,0,0.00,0,0,0,0,0,0
12,1966,1966-10-30,8,25.322,GNB,@,DET,W 31-7,0,0,,0,0,0,,0,0,0,1,6,0
13,1966,1966-12-10,13,25.363,GNB,@,BAL,W 14-10,0,0,,0,0,0,,0,0,0,1,0,0
14,1967,1967-09-17,1,26.279,GNB,,DET,T 17-17,0,0,,0,1,3,3.00,0,0,0,0,0,0
15,1967,1967-09-24,2,26.286,GNB,,CHI,W 13-10,0,0,,0,1,1,1.00,0,0,0,0,0,0
16,1967,1967-10-01,3,26.293,GNB,,ATL,W 23-0,0,0,,0,2,4,2.00,0,0,0,0,0,0
17,1967,1967-10-08,4,26.300,GNB,@,DET,W 27-17,0,0,,0,0,0,,0,0,0,1,51,0
18,1967,1967-12-03,12,26.356,GNB,@,MIN,W 30-27,0,0,,0,2,4,2.00,0,0,0,0,0,0
19,1967,1967-12-17,14,27.005,GNB,,PIT,L 17-24,0,0,,0,3,28,9.33,0,0,0,0,0,0
20,1968,1968-09-15,1,27.278,GNB,,PHI,W 30-13,0,0,,0,2,9,4.50,0,0,0,0,0,0
21,1968,1968-10-06,4,27.299,GNB,@,ATL,W 38-7,0,0,,0,5,19,3.80,0,0,0,0,0,0
22,1968,1968-10-13,5,27.306,GNB,,RAM,L 14-16,0,0,,0,3,52,17.33,1,1,6,0,0,0
23,1968,1968-10-20,6,27.313,GNB,@,DET,T 14-14,0,0,,0,2,5,2.50,0,0,0,0,0,0
24,1968,1968-10-28,7,27.321,GNB,@,DAL,W 28-17,0,0,,0,0,0,,0,0,0,1,17,0
25,1968,1968-11-03,8,27.327,GNB,,CHI,L 10-13,0,0,,0,0,0,,0,0,0,1,19,0
26,1968,1968-11-10,9,27.334,GNB,@,MIN,L 10-14,0,0,,0,1,5,5.00,0,0,0,0,0,0
27,1968,1968-11-17,10,27.341,GNB,,NOR,W 29-7,0,0,,0,0,0,,0,0,0,1,5,0
28,1968,1968-11-24,11,27.348,GNB,@,WAS,W 27-7,0,0,,0,3,21,7.00,0,0,0,0,0,0
29,1968,1968-12-01,12,27.355,GNB,@,SFO,L 20-27,0,0,,0,0,0,,0,0,0,1,25,0
