ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1992,1992-09-06,1,25.096,KAN,@,SDG,W 24-10
2,1992,1992-09-13,2,25.103,KAN,,SEA,W 26-7
3,1992,1992-09-20,3,25.110,KAN,@,HOU,L 20-23
4,1992,1992-09-28,4,25.118,KAN,,RAI,W 27-7
5,1992,1992-10-18,7,25.138,KAN,@,DAL,L 10-17
6,1992,1992-10-25,8,25.145,KAN,,PIT,L 3-27
7,1992,1992-11-08,9,25.159,KAN,,SDG,W 16-14
8,1992,1992-11-15,10,25.166,KAN,,WAS,W 35-16
9,1992,1992-11-22,11,25.173,KAN,@,SEA,W 24-14
10,1992,1992-12-06,13,25.187,KAN,@,RAI,L 7-28
11,1992,1992-12-13,14,25.194,KAN,,NWE,W 27-20
12,1992,1992-12-19,15,25.200,KAN,@,NYG,L 21-35
